web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href
"1572917005-8087","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/738-N-P-St-Livermore-CA-94551/2083193953_zpid/","Livermore, CA 94551","For sale","738 N P St,","","","3","https://www.zillow.com/livermore-ca/3_p/","","","","","null","4","null","$1,366,382","$1,379,000","Single Family","2019","Forced air","Central","Single Family","7,501 sqft","$4,118/mo","4","8","null","{""targetDiv"":""gpt-ad-3f43d788-e9c8-4b1f-aece-5f9f1729f4c2"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""738 N P St"",""bd"":""4"",""fsbid"":""14073"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""2083193953"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-3413665894398678376"",""sqftrange"":""2000-2499"",""price"":""1379000"",""oh"":""yes"",""sqft"":""2119"",""posting_url"":"""",""mlong"":""-121.779694"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94551"",""mlat"":""37.687534"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnaqh6azgoj9l1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1366382"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916930-8040","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/1541-Second-St-Livermore-CA-94550/2083582148_zpid/","Livermore, CA 94550","For sale","1541 Second St,","","","","","4","https://www.zillow.com/livermore-ca/4_p/","","","1,369","3","3","$776,544","$785,000","Townhouse","2019","Forced air","Central","Townhouse","1,367 sqft","$3,200/mo","4","8","null","{""targetDiv"":""gpt-ad-b9262962-9947-45e1-9aed-b59e3b017c1d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1541 Second St"",""bd"":""3"",""fsbid"":""14311"",""city"":""Livermore"",""proptp"":""twn"",""pid"":""2083582148"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-6873559264883113093"",""sqftrange"":""1000-1499"",""price"":""785000"",""sqft"":""1369"",""posting_url"":"""",""mlong"":""-121.776522"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94550"",""mlat"":""37.678486"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrhyvxr369y5b0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""776544"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916858-7999","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/1276-Central-Ave-Livermore-CA-94551/52977794_zpid/","Livermore, CA 94551","Pre-foreclosure / auction","1276 Central Ave,","","","","","4","https://www.zillow.com/livermore-ca/4_p/","","","null","4","null","$689,991","$689,991","Single Family","2000","No Data","No Data","Single Family","6,268 sqft","null","7","7","8","{""targetDiv"":""gpt-ad-96e26917-93c2-4fcc-be36-76ac88358518"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1276 Central Ave"",""bd"":""4"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""52977794"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_foreclosure"",""zguidh"":""-5351464939648789538"",""sqftrange"":""1500-1999"",""price"":""793094"",""sqft"":""1776"",""posting_url"":"""",""mlong"":""-121.727628"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94551"",""mlat"":""37.716714"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2000-2009"",""zestimate"":""793094"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916637-7865","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/community/glen-at-tassajara-hills/2086982001_zpid/","Dublin, CA 94568","New construction","Lot #0116, The Glen at Tassajara Hills,","","","","","","","5","https://www.zillow.com/livermore-ca/5_p/","3,018","4","5","None","$1,502,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","10","9","10","{""targetDiv"":""gpt-ad-52d1d309-8280-4cd2-9d70-d8ba9b140db1"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 3BSNH3"",""aamgnrc1"":""7305 Colton Hills Dr"",""bd"":""4"",""fsbid"":""830"",""city"":""Dublin"",""proptp"":""sfh"",""pid"":""2092517079"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""1502995"",""sqft"":""3018"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/The-Glen-at-Tassajara-Hills/Promenade"",""state"":""CA"",""mlong"":""-121.86763"",""cnty"":""Alameda"",""prange"":""1_5-1_999m"",""zip"":""94568"",""mlat"":""37.736712"",""plid"":""39794"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISatsa1f12jmf71000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808786"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/livermore-ca/6_p/","","","","","",""
"1572917402-8336","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/community/synergy-at-sage/2085742394_zpid/","Livermore, CA 94551","New construction","Buildable plan: Plan 2, Synergy at Sage,","","","","","","","","","1,254","2","2.5","$652,014","$659,000","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","6","4","8","{""targetDiv"":""gpt-ad-c637c515-03cf-44e2-a255-2b10970f3e84"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 6WD2DZ"",""aamgnrc1"":""103 Tranquility Cir"",""bd"":""2"",""fsbid"":""13022"",""city"":""Livermore"",""proptp"":""twn"",""pid"":""2085742394"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1000-1499"",""price"":""659000"",""sqft"":""1254"",""posting_url"":""https://www.sheahomes.com/new-homes/california/bay-area/livermore/synergy-at-sage/plan-2/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=522737&nhf_listing_type=plan&utm_term=plan_Plan2&utm_campaign=Livermore%2FCA"",""state"":""CA"",""mlong"":""-121.794995"",""cnty"":""Alameda"",""prange"":""600-699k"",""zip"":""94551"",""mlat"":""37.705094"",""plid"":""4395"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISa1vhilkvveln1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""652014"",""premieragent"":""no"",""builderChatId"":""13022-807133"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
"1572916973-8068","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/19019-Mines-Rd-Livermore-CA-94550/2136377011_zpid/","Livermore, CA 94550","For sale","19019 Mines Rd,","","","","","4","https://www.zillow.com/livermore-ca/4_p/","","","null","--","null","$1,700,002","$1,700,000","Single Family","1920","Forced air","Central","Single Family","197.55 acres","$3,300/mo","6","6","8","{""targetDiv"":""gpt-ad-f71f2ee5-cd1f-49ef-ba56-4403460bdcce"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""19019 Mines Rd"",""bd"":""0"",""fsbid"":""14106"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""2136377011"",""lot"":""11"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_agent"",""zguidh"":""-2794280313627258409"",""sqftrange"":""10000_and_up"",""price"":""1700000"",""sqft"":""14317"",""posting_url"":"""",""mlong"":""-121.571382"",""state"":""CA"",""prange"":""1_5-1_999m"",""zip"":""94550"",""mlat"":""37.530892"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3f83k3bucq410000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1920-1939"",""zestimate"":""1700002"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917277-8257","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/773-Misty-Cir-Livermore-CA-94550/163650290_zpid/","Livermore, CA 94550","For sale","773 Misty Cir,","2","https://www.zillow.com/livermore-ca/2_p/","","","","","","","1,762","3","3","$772,969","$759,000","Single Family","2016","Forced air","Central","Single Family","2,138 sqft","$3,300/mo","6","6","8","{""targetDiv"":""gpt-ad-2484cf2d-bfd8-4376-87f7-4326b1a152b5"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""773 Misty Cir"",""bd"":""3"",""fsbid"":""15050"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""163650290"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""3079135780641470229"",""sqftrange"":""1500-1999"",""price"":""759000"",""sqft"":""1762"",""posting_url"":""http://joycechiurealty.com"",""mlong"":""-121.715568"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94550"",""mlat"":""37.701267"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3jnh81sui01t1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""772969"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916750-7934","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/2562-Gregson-Ave-Tracy-CA-95377/300277773_zpid/","Tracy, CA 95377","New construction","2562 Gregson Ave,","","","","","","","5","https://www.zillow.com/livermore-ca/5_p/","2,563","4","3","$558,415","$567,880","Single Family","2019","No Data","No Data","Single Family","5,050 sqft","null","NA","null","null","{""targetDiv"":""gpt-ad-a1f6eeda-8166-47d5-9958-18a5e5725cea"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2562 Gregson Ave"",""bd"":""4"",""fsbid"":""11527"",""city"":""Tracy"",""proptp"":""sfh"",""pid"":""300277773"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""567880"",""sqft"":""2563"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/tracy/tracy-hills/larimar?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_tracy-hills-larimar"",""state"":""CA"",""mlong"":""-121.580915"",""cnty"":""San_Joaquin"",""prange"":""500-599k"",""zip"":""95377"",""mlat"":""37.707148"",""plid"":""25112119"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7i5uajh0g6ay0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""558415"",""premieragent"":""no"",""builderChatId"":""11527-816883"",""dma"":""35""}}","null","null","null","null","","","","","","","",""
"1572917144-8173","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/0-Mines-Rd-Livermore-CA-94550/2142954108_zpid/","Livermore, CA 94550","Lot/land","0 Mines Rd,","","","3","https://www.zillow.com/livermore-ca/3_p/","","","","","null","58.57 acres","null","None","$295,000","null","null","null","null","null","null","$2,650/mo","4","8","null","{""targetDiv"":""gpt-ad-7c127a1d-07bf-4f1d-9f25-09e229ee028c"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94550"",""aamgnrc1"":""0 Mines Rd"",""mlat"":""37.656"",""bd"":""0"",""fsbid"":""15463"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISaxbgdox73yjc0000000000.jpg"",""zusr"":""true"",""city"":""Livermore"",""proptp"":""lot"",""pid"":""2142954108"",""yrblt"":""2010-2019"",""lot"":""11"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-2476139536517479771"",""premieragent"":""no"",""sqftrange"":""10000_and_up"",""price"":""295000"",""sqft"":""5070384"",""posting_url"":""http://www.souzard.com/"",""mlong"":""-121.741"",""state"":""CA"",""prange"":""250-299k""}}","null","null","null","null","","","","","","","",""
"1572916982-8074","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/828-Olivina-Ave-APT-16-Livermore-CA-94551/24938603_zpid/","Livermore, CA 94551","For sale by owner","828 Olivina Ave APT 16,","","","","","4","https://www.zillow.com/livermore-ca/4_p/","","","672","2","2","null","$95,000","Mobile / Manufactured","1983","No Data","Other","Mobile / Manufactured","$141","$2,350/mo","4","8","null","{""targetDiv"":""gpt-ad-6024c2e8-e293-4ebc-884c-c1701264b0d2"",""slot"":""zillow/property_details/buy_owner/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 16"",""zip"":""94551"",""aamgnrc1"":""828 Olivina Ave"",""mlat"":""37.683365"",""bd"":""2"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7umv4xl8lqs61000000000.jpg"",""zusr"":""true"",""city"":""Livermore"",""proptp"":""mm"",""pid"":""24938603"",""price_band"":""z100"",""yrblt"":""1980-1989"",""zestimate"":""174653"",""zestibuck"":""150-199k"",""listtp"":""buy_owner"",""zguidh"":""223273107755564801"",""premieragent"":""no"",""sqftrange"":""500-999"",""price"":""95000"",""sqft"":""672"",""posting_url"":"""",""mlong"":""-121.786056"",""state"":""CA"",""prange"":""0-100k""}}","null","null","null","null","","","","","","","",""
"1572916689-7897","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/546-Dovecote-Ln-UNIT-3-Livermore-CA-94551/82850754_zpid/","Livermore, CA 94551","For sale","546 Dovecote Ln UNIT 3,","","","","","","","5","https://www.zillow.com/livermore-ca/5_p/","1,635","2","2","null","$645,000","Condo","2009","No Data","No Data","Condo","$328/month","$3,195/mo","6","4","8","{""targetDiv"":""gpt-ad-3226f874-82d0-4a14-8ccb-fb25d59a3c5a"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 3"",""aamgnrc1"":""546 Dovecote Ln"",""bd"":""2"",""fsbid"":""2877"",""city"":""Livermore"",""proptp"":""cnd"",""pid"":""82850754"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-7211297292172924912"",""sqftrange"":""1500-1999"",""price"":""645000"",""sqft"":""1635"",""posting_url"":""https://www.coldwellbankerluxury.com/property/?provider_id=9511190F-3E2F-4642-9E12-F60E065DF314"",""mlong"":""-121.798308"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94551"",""mlat"":""37.707604"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfg9mk87mz7v90000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2000-2009"",""zestimate"":""640685"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917515-8406","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/19100-Mines-Rd-Livermore-CA-94550/2082157724_zpid/","Livermore, CA 94550","For sale","19100 Mines Rd,","","","","","","","","","2,100","4","2","$497,361","$489,000","Single Family","1982","Wall","Central","Single Family","No Data","null","6","6","8","{""targetDiv"":""gpt-ad-75b801bc-5e4a-45b8-85d9-d43fc35be2e7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94550"",""aamgnrc1"":""19100 Mines Rd"",""mlat"":""37.586668"",""bd"":""4"",""fsbid"":""14311"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrdzhchohf2cp0000000000.jpg"",""zusr"":""true"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""2082157724"",""price_band"":""z400"",""yrblt"":""1980-1989"",""zestimate"":""497361"",""zestibuck"":""450-499k"",""listtp"":""buy_agent"",""zguidh"":""-7564342710830643232"",""premieragent"":""no"",""sqftrange"":""2000-2499"",""price"":""489000"",""sqft"":""2100"",""posting_url"":"""",""mlong"":""-121.602245"",""state"":""CA"",""prange"":""450-499k""}}","null","null","null","null","","","","","","","",""
"1572916820-7976","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/562-Sandalwood-Dr-Livermore-CA-94551/241575512_zpid/","Livermore, CA 94551","For sale","562 Sandalwood Dr,","","","","","4","https://www.zillow.com/livermore-ca/4_p/","","","1,673","3","3","$793,002","$793,000","Condo","2016","Forced air","Central","Condo","$350/month","$3,295/mo","6","4","8","{""targetDiv"":""gpt-ad-f6b3256d-fe20-47e6-bc81-f70d7db05544"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""562 Sandalwood Dr"",""bd"":""3"",""fsbid"":""17077"",""city"":""Livermore"",""proptp"":""cnd"",""pid"":""241575512"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""2227754161855512110"",""sqftrange"":""1500-1999"",""price"":""793000"",""sqft"":""1673"",""posting_url"":""https://www.redfin.com/syndicate/x/bridgemls/40884782"",""mlong"":""-121.792294"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94551"",""mlat"":""37.702985"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr5xealurh69o1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""793002"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917225-8225","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/904-Loyola-Way-Livermore-CA-94550/24952061_zpid/","Livermore, CA 94550","For sale","904 Loyola Way,","2","https://www.zillow.com/livermore-ca/2_p/","","","","","","","1,899","4","2","$983,076","$969,000","Single Family","1992","Forced air","Central","Single Family","7,832 sqft","$3,600/mo","6","6","8","{""targetDiv"":""gpt-ad-51330da0-c8bd-4db4-a5e6-567048a89e9b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""904 Loyola Way"",""bd"":""4"",""fsbid"":""14106"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""24952061"",""lot"":""2"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""zguidh"":""4988313779747295330"",""sqftrange"":""1500-1999"",""price"":""969000"",""sqft"":""1899"",""posting_url"":"""",""mlong"":""-121.738635"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""94550"",""mlat"":""37.68315"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS729ij3mdbxms1000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""1990-1999"",""zestimate"":""983076"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917056-8117","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/7191-Johnston-Danville-CA-94588/2094901884_zpid/","Danville, CA 94588","For sale","7191 Johnston,","","","3","https://www.zillow.com/livermore-ca/3_p/","","","","","6,500","5","7","$6,232,575","$6,495,000","Single Family","2012","Forced air","Central","Single Family","20.97 acres","$21,936/mo","10","9","10","{""targetDiv"":""gpt-ad-87684c6b-84ff-4002-b19c-3987983758ee"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""7191 Johnston"",""bd"":""5"",""fsbid"":""14106"",""city"":""Danville"",""proptp"":""sfh"",""pid"":""2094901884"",""lot"":""10"",""zestibuck"":""6m-6_999m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-312954131994957800"",""sqftrange"":""6000-6999"",""price"":""6495000"",""sqft"":""6500"",""posting_url"":"""",""mlong"":""-121.824572"",""state"":""CA"",""park"":""yes"",""prange"":""6m-6_999m"",""zip"":""94588"",""mlat"":""37.793849"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmulzs20rn1s00000000000.jpg"",""zusr"":""true"",""price_band"":""z3m"",""yrblt"":""2010-2019"",""zestimate"":""6232575"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917060-8120","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/3682-Carrigan-Cmn-Livermore-CA-94550/24939931_zpid/","Livermore, CA 94550","For sale","3682 Carrigan Cmn,","","","3","https://www.zillow.com/livermore-ca/3_p/","","","","","1,242","3","2","$535,000","$535,000","Townhouse","1981","Forced air","Central","Townhouse","875 sqft","$2,795/mo","6","6","8","{""targetDiv"":""gpt-ad-1f624b7b-555f-459f-9621-5f17ca832581"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3682 Carrigan Cmn"",""bd"":""3"",""fsbid"":""16701"",""city"":""Livermore"",""proptp"":""twn"",""pid"":""24939931"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""-3691380962617975908"",""sqftrange"":""1000-1499"",""price"":""535000"",""sqft"":""1242"",""posting_url"":"""",""mlong"":""-121.755648"",""state"":""CA"",""prange"":""500-599k"",""zip"":""94550"",""mlat"":""37.678865"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7umfcsizxzkf1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1980-1989"",""zestimate"":""535000"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916571-7816","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/3119-Tostalinda-Dr-Tracy-CA-95377/300276450_zpid/","Tracy, CA 95377","New construction","3119 Tostalinda Dr,","","","","","","","5","https://www.zillow.com/livermore-ca/5_p/","2,565","4","4","$556,047","$566,950","Single Family","2019","No Data","No Data","Single Family","4,823 sqft","null","NA","null","null","{""targetDiv"":""gpt-ad-868c3b83-6840-4478-9067-2564ef3f101a"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3119 Tostalinda Dr"",""bd"":""4"",""fsbid"":""7796"",""city"":""Tracy"",""proptp"":""sfh"",""pid"":""300276450"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""566950"",""sqft"":""2565"",""posting_url"":""https://www.meritagehomes.com/state/ca/bay-area/vantage-at-tracy-hills/residence-3/3119-tostalinda-dr?utm_medium=listings&utm_source=zillow&nhf_channel=6&nhf_listing_id=800519&nhf_listing_type=home&utm_term=home_3119TostalindaDr.&utm_campaign=bay-area"",""state"":""CA"",""mlong"":""-121.580915"",""cnty"":""San_Joaquin"",""park"":""yes"",""prange"":""500-599k"",""zip"":""95377"",""mlat"":""37.707148"",""plid"":""15628239"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv00lezxdzcrm1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""556047"",""premieragent"":""no"",""builderChatId"":""7796-818261"",""dma"":""35""}}","null","null","null","null","NEXT","https://www.zillow.com/livermore-ca/6_p/","","","","","",""
"1572917540-8421","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/173-Heligan-Ln-UNIT-1-Livermore-CA-94551/2082140638_zpid/","Livermore, CA 94551","For sale","173 Heligan Ln UNIT 1,","","","","","","","","","1,138","2","2","None","$589,950","Condo","2008","Forced air","Central","Condo","$303/month","null","6","4","8","{""targetDiv"":""gpt-ad-9509abe5-1592-4d14-af72-0a1c62dafd79"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 1"",""zip"":""94551"",""aamgnrc1"":""173 Heligan Ln"",""mlat"":""37.707604"",""bd"":""2"",""fsbid"":""14106"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjj61u6fwoxjv1000000000.jpg"",""zusr"":""true"",""city"":""Livermore"",""proptp"":""cnd"",""pid"":""2082140638"",""yrblt"":""2000-2009"",""listtp"":""buy_agent"",""zguidh"":""-6164304360403117075"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""price"":""589950"",""sqft"":""1138"",""posting_url"":""http://www.bsrrealtyinc.com"",""mlong"":""-121.802344"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k""}}","null","null","null","null","","","","","","","",""
