web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href
"1572916725-7918","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/6776-Anton-St-Tracy-CA-95377/300276537_zpid/","Tracy, CA 95377","New construction","6776 Anton St,","","","","","","","5","https://www.zillow.com/livermore-ca/5_p/","3,266","5","4","$632,003","$645,880","Single Family","2019","No Data","No Data","Single Family","5,500 sqft","null","NA","null","null","{""targetDiv"":""gpt-ad-9ed64a0c-acaa-4d2b-91cd-e87c0fd5f2ae"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""6776 Anton St"",""bd"":""5"",""fsbid"":""11527"",""city"":""Tracy"",""proptp"":""sfh"",""pid"":""300276537"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""645880"",""sqft"":""3266"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/tracy/tracy-hills/opal?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_tracy-hills-opal"",""state"":""CA"",""mlong"":""-121.580915"",""cnty"":""San_Joaquin"",""prange"":""600-699k"",""zip"":""95377"",""mlat"":""37.707148"",""plid"":""25112120"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr5xyhw7o317b0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""632003"",""premieragent"":""no"",""builderChatId"":""11527-816885"",""dma"":""35""}}","null","null","null","null","","","","","","","",""
"1572917462-8374","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/302-Selby-Ln-Livermore-CA-94551/99340316_zpid/","Livermore, CA 94551","For sale","302 Selby Ln,","","","","","","","","","1,749","3","3","null","$789,000","Single Family","2014","Forced air","Central","Single Family","2,665 sqft","$3,350/mo","6","4","8","{""targetDiv"":""gpt-ad-a100625d-e3d7-4066-a840-7b3843843770"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""302 Selby Ln"",""bd"":""3"",""fsbid"":""6038"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""99340316"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""8260248250407138345"",""sqftrange"":""1500-1999"",""price"":""789000"",""sqft"":""1749"",""posting_url"":""http://www.bhgre.com/property/302-Selby-Ln-Livermore-CA-94551/3907071/detail"",""mlong"":""-121.800922"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94551"",""mlat"":""37.708849"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz7se39p906bi0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""789004"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916955-8056","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/3932-Stanford-Way-Livermore-CA-94550/24939544_zpid/","Livermore, CA 94550","Pre-foreclosure","3932 Stanford Way,","","","","","4","https://www.zillow.com/livermore-ca/4_p/","","","null","4","null","$629,105","$629,105","Single Family","1955","Forced air","Central","Single Family","5,800 sqft","null","6","6","8","{""targetDiv"":""gpt-ad-3e525381-3e39-4d13-a822-ea2ee35a3bc0"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3932 Stanford Way"",""bd"":""4"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""24939544"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_foreclosure"",""zguidh"":""-9210078149207475316"",""sqftrange"":""1500-1999"",""price"":""723110"",""sqft"":""1600"",""posting_url"":"""",""mlong"":""-121.750525"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94550"",""mlat"":""37.683089"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1940-1959"",""zestimate"":""723110"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917022-8097","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/877-Barney-Cmn-Livermore-CA-94550/250134077_zpid/","Livermore, CA 94550","New construction","877 Barney Cmn,","","","3","https://www.zillow.com/livermore-ca/3_p/","","","","","2,616","5","4","$1,079,728","$1,085,900","Single Family","2018","Forced air","Central","Single Family","No Data","null","6","6","8","{""targetDiv"":""gpt-ad-b9a1dd2f-9925-42e4-9143-6997a9242b2e"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""877 Barney Cmn"",""bd"":""5"",""fsbid"":""15915"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""250134077"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""1085900"",""sqft"":""2616"",""posting_url"":""http://sighomes.com/centra/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=33795&nhf_listing_type=community&utm_term=comm_Centra&utm_campaign=Livermore%2FCA"",""state"":""CA"",""mlong"":""-121.716679"",""cnty"":""Solano"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94550"",""mlat"":""37.700885"",""plid"":""3787951"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrtflm9aqk2ba1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1079728"",""premieragent"":""no"",""builderChatId"":""15915-779736"",""dma"":""35""}}","null","null","null","null","","","","","","","",""
"1572917498-8396","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/109-Apricot-St-BLDG-3-Livermore-CA-94551/2082974155_zpid/","Livermore, CA 94551","New construction","109 Apricot St BLDG 3,","","","","","","","","","2,025","4","4","$822,427","$816,462","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","6","6","8","{""targetDiv"":""gpt-ad-46323c0e-271f-49b4-a652-f3db0f23780c"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Bldg 3"",""aamgnrc1"":""109 Apricot St"",""bd"":""4"",""fsbid"":""11527"",""city"":""Livermore"",""proptp"":""twn"",""pid"":""2082974155"",""zestibuck"":""800-899k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""816462"",""sqft"":""2025"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/livermore/auburn-grove?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_auburn-grove"",""state"":""CA"",""mlong"":""-121.755"",""cnty"":""Alameda"",""prange"":""800-899k"",""zip"":""94551"",""mlat"":""37.6885"",""plid"":""28752660"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrltatf31qhn31000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""2010-2019"",""zestimate"":""822427"",""premieragent"":""no"",""builderChatId"":""11527-826485"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
"1572917044-8111","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/Morgan-Territory-Rd-Livermore-Valley-CA-94551/240696397_zpid/","Livermore Valley, CA 94551","Foreclosed","Morgan Territory Rd,","","","3","https://www.zillow.com/livermore-ca/3_p/","","","","","null","10.64 acres","null","null","null","null","null","null","null","null","null","null","7","7","8","{""targetDiv"":""gpt-ad-4c937919-b3e4-4dff-8290-3246f40a66ea"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94551"",""aamgnrc1"":""Morgan Territory Rd"",""mlat"":""37.796381"",""bd"":""0"",""z_listing_image_url"":"""",""zusr"":""true"",""city"":""Livermore_valley"",""proptp"":""lot"",""pid"":""240696397"",""lot"":""9"",""listtp"":""buy_foreclosure"",""zguidh"":""-4957011732684666499"",""premieragent"":""no"",""posting_url"":"""",""mlong"":""-121.776296"",""state"":""CA""}}","null","null","null","null","","","","","","","",""
"1572916684-7893","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/6266-Cameo-Way-Tracy-CA-95377/300277337_zpid/","Tracy, CA 95377","New construction","6266 Cameo Way,","","","","","","","5","https://www.zillow.com/livermore-ca/5_p/","2,914","4","4","$654,332","$665,880","Single Family","No Data","No Data","No Data","Single Family","7,090 sqft","null","NA","null","null","{""targetDiv"":""gpt-ad-5bf90eee-602b-46ec-9db9-9098b1f19d6d"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""6266 Cameo Way"",""bd"":""4"",""fsbid"":""11527"",""city"":""Tracy"",""proptp"":""sfh"",""pid"":""300277337"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""665880"",""sqft"":""2914"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/tracy/tracy-hills/topaz?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_tracy-hills-topaz"",""state"":""CA"",""mlong"":""-121.580915"",""cnty"":""San_Joaquin"",""prange"":""600-699k"",""zip"":""95377"",""mlat"":""37.707148"",""plid"":""28805012"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzrve1tjwdj751000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""zestimate"":""654332"",""premieragent"":""no"",""builderChatId"":""11527-829564"",""dma"":""35""}}","null","null","null","null","","","","","","","",""
"1572917417-8346","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/4818-Mulqueeney-Cmn-Livermore-CA-94550/24951121_zpid/","Livermore, CA 94550","For sale","4818 Mulqueeney Cmn,","","","","","","","","","1,250","3","2","$662,499","$659,000","Townhouse","1989","Forced air","Central","Townhouse","2,299 sqft","$2,950/mo","6","6","8","{""targetDiv"":""gpt-ad-e4089a83-113c-481f-80d7-416971613520"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4818 Mulqueeney Cmn"",""bd"":""3"",""fsbid"":""14106"",""city"":""Livermore"",""proptp"":""twn"",""pid"":""24951121"",""lot"":""1"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-5496908512923457932"",""sqftrange"":""1000-1499"",""price"":""659000"",""sqft"":""1250"",""posting_url"":""http://www.nicolesweeneyhomes.com"",""mlong"":""-121.736106"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94550"",""mlat"":""37.689032"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz3dco6c0zg6v0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""1980-1989"",""zestimate"":""662499"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917101-8147","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/5556-Mines-Rd-Livermore-CA-94550/63084165_zpid/","Livermore, CA 94550","For sale","5556 Mines Rd,","","","3","https://www.zillow.com/livermore-ca/3_p/","","","","","979","2","1","$1,374,511","$1,399,000","Single Family","1938","Forced air","None","Single Family","4.98 acres","$3,189/mo","6","6","8","{""targetDiv"":""gpt-ad-372081d9-f218-4589-9eb8-4edb1f3ee8b1"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5556 Mines Rd"",""bd"":""2"",""fsbid"":""16701"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""63084165"",""lot"":""7"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""1975795000762580067"",""sqftrange"":""500-999"",""price"":""1399000"",""sqft"":""979"",""posting_url"":""http://www.MikeDSells.com"",""mlong"":""-121.712942"",""state"":""CA"",""prange"":""1-1_499m"",""zip"":""94550"",""mlat"":""37.639981"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7i1zr0dflvpq0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1920-1939"",""zestimate"":""1374511"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917300-8271","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/1255-Spring-Valley-Cmn-Livermore-CA-94551/24948162_zpid/","Livermore, CA 94551","For sale","1255 Spring Valley Cmn,","2","https://www.zillow.com/livermore-ca/2_p/","","","","","","","1,274","3","3","$500,001","$500,000","Condo","1985","Forced air","Central","Condo","$374/month","$2,895/mo","7","7","8","{""targetDiv"":""gpt-ad-8b5e1a29-3a2f-45e9-a3f7-eadd9c192a6b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1255 Spring Valley Cmn"",""bd"":""3"",""fsbid"":""14106"",""city"":""Livermore"",""proptp"":""cnd"",""pid"":""24948162"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""4301954933162640172"",""sqftrange"":""1000-1499"",""price"":""500000"",""sqft"":""1274"",""posting_url"":""http://www.mojaddedirg.com"",""mlong"":""-121.74459"",""state"":""CA"",""prange"":""500-599k"",""zip"":""94551"",""mlat"":""37.707461"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3vw4ybhahau91000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""1980-1989"",""zestimate"":""500001"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916784-7955","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/0-May-School-Rd-Livermore-CA-94551/2084078889_zpid/","Livermore, CA 94551","Lot/land","0 May School Rd,","","","","","","","5","https://www.zillow.com/livermore-ca/5_p/","null","10.04 acres","null","None","$1,500,000","null","null","null","null","null","null","null","7","7","8","{""targetDiv"":""gpt-ad-a3426190-c5d6-4758-a274-1e748dce71e2"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94551"",""aamgnrc1"":""0 May School Rd"",""mlat"":""37.738847"",""bd"":""0"",""fsbid"":""14106"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISyfaiwmo7b9bs0000000000.jpg"",""zusr"":""true"",""city"":""Livermore"",""proptp"":""lot"",""pid"":""2084078889"",""lot"":""9"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""3395423384705992690"",""premieragent"":""no"",""price"":""1500000"",""posting_url"":"""",""mlong"":""-121.761401"",""state"":""CA"",""prange"":""1_5-1_999m""}}","null","null","null","null","","","","","","","",""
"1572916950-8053","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/community/centra/2086533528_zpid/","Livermore, CA 94551","New construction","Buildable plan: Residence 2, Centra,","","","","","4","https://www.zillow.com/livermore-ca/4_p/","","","2,616","5","4","$1,072,774","$1,085,900","Single Family","2019","Forced air","Central","Single Family","No Data","null","7","7","8","{""targetDiv"":""gpt-ad-aac400fa-2828-48e2-8976-70a9c0a8d56e"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" W7IA0O"",""aamgnrc1"":""877 Barney Cmn"",""bd"":""5"",""fsbid"":""15915"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""2086533528"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""2500-2999"",""price"":""1085900"",""sqft"":""2616"",""posting_url"":""http://sighomes.com/centra/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=33795&nhf_listing_type=community&utm_term=comm_Centra&utm_campaign=Livermore%2FCA"",""state"":""CA"",""mlong"":""-121.726106"",""cnty"":""Contra_Costa"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94551"",""mlat"":""37.711182"",""plid"":""3787951"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmqyyx6wek9230000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1072774"",""premieragent"":""no"",""builderChatId"":""15915-779736"",""dma"":""37""}}","null","null","null","null","","","","","","","",""
"1572917534-8418","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/1753-Corte-Sueno-Livermore-CA-94551/24941261_zpid/","Livermore, CA 94551","For sale","1753 Corte Sueno,","","","","","","","","","1,752","3","3","$710,857","$699,000","Townhouse","1996","Forced air","Central","Townhouse","2,787 sqft","$3,250/mo","4","8","null","{""targetDiv"":""gpt-ad-609a8a8b-80ca-40d7-ae40-3bb150194f4b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1753 Corte Sueno"",""bd"":""3"",""fsbid"":""15050"",""city"":""Livermore"",""proptp"":""twn"",""pid"":""24941261"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-4694788432556513313"",""sqftrange"":""1500-1999"",""price"":""699000"",""oh"":""yes"",""sqft"":""1752"",""posting_url"":""http://michaelwillisrealty.com"",""mlong"":""-121.777863"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94551"",""mlat"":""37.69374"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfci6vjfpgqlj1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1990-1999"",""zestimate"":""710857"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917078-8132","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/110-Ganesha-Cmn-Livermore-CA-94551/2090337606_zpid/","Livermore, CA 94551","For sale","110 Ganesha Cmn,","","","3","https://www.zillow.com/livermore-ca/3_p/","","","","","1,710","4","4","$658,338","$665,000","Townhouse","2017","Forced air","Central","Townhouse","1,149 sqft","$3,300/mo","6","6","8","{""targetDiv"":""gpt-ad-59b3315c-7748-4c45-b83e-a9a74d5efb18"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""110 Ganesha Cmn"",""bd"":""4"",""fsbid"":""14106"",""city"":""LIVERMORE"",""proptp"":""twn"",""pid"":""2090337606"",""lot"":""1"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-3773324747010268446"",""sqftrange"":""1500-1999"",""price"":""665000"",""sqft"":""1710"",""posting_url"":"""",""mlong"":""-121.761735"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94551"",""mlat"":""37.686709"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbhj3gevucns80000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""658338"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572916830-7982","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/2795-Cathedral-Rock-Way-Dublin-CA-94568/2082993993_zpid/","Dublin, CA 94568","New construction","2795 Cathedral Rock Way,","","","","","4","https://www.zillow.com/livermore-ca/4_p/","","","3,527","5","4","$1,617,437","$1,628,514","Single Family","No Data","Forced air","Central","Single Family","4,635 sqft","null","10","9","10","{""targetDiv"":""gpt-ad-b0a3d779-fb75-4cf7-951d-d60ddc7f0390"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2795 Cathedral Rock Way"",""bd"":""5"",""fsbid"":""830"",""city"":""Dublin"",""proptp"":""sfh"",""pid"":""2082993993"",""lot"":""1"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3500-3999"",""price"":""1628514"",""sqft"":""3527"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/The-Glen-at-Tassajara-Hills/QDH/248760"",""state"":""CA"",""mlong"":""-121.85335"",""cnty"":""Solano"",""park"":""yes"",""prange"":""1_5-1_999m"",""zip"":""94568"",""mlat"":""37.742849"",""plid"":""39794"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzjpwg1gsotx60000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""zestimate"":""1617437"",""premieragent"":""no"",""builderChatId"":""830-808786"",""dma"":""35""}}","null","null","null","null","","","","","","","",""
"1572916849-7993","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/828-Olivina-Ave-APT-5-Livermore-CA-94551/24938609_zpid/","Livermore, CA 94551","For sale","828 Olivina Ave APT 5,","","","","","4","https://www.zillow.com/livermore-ca/4_p/","","","560","1","1","$88,257","$89,000","Mobile / Manufactured","1992","No Data","No Data","Mobile / Manufactured","$159","$2,142/mo","4","8","null","{""targetDiv"":""gpt-ad-1190c815-4c53-4874-99a7-90e7fd6f0030"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 5"",""aamgnrc1"":""828 Olivina Ave"",""bd"":""1"",""fsbid"":""14311"",""city"":""Livermore"",""proptp"":""mm"",""pid"":""24938609"",""zestibuck"":""0-100k"",""listtp"":""buy_agent"",""zguidh"":""6139696053762300573"",""sqftrange"":""500-999"",""price"":""89000"",""sqft"":""560"",""posting_url"":""http://www.edjue.com"",""mlong"":""-121.786056"",""state"":""CA"",""prange"":""0-100k"",""zip"":""94551"",""mlat"":""37.683365"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnelwtf7a2ove1000000000.jpg"",""zusr"":""true"",""price_band"":""z0"",""yrblt"":""1990-1999"",""zestimate"":""88257"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917349-8302","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/2922-Bresso-Dr-Livermore-CA-94550/54651068_zpid/","Livermore, CA 94550","For sale","2922 Bresso Dr,","2","https://www.zillow.com/livermore-ca/2_p/","","","","","","","2,731","4","3","$1,236,054","$1,230,000","Single Family","2000","Other","Central","Single Family","10,454 sqft","$4,000/mo","8","8","8","{""targetDiv"":""gpt-ad-a775f685-e2af-4097-acdb-764cc2752d89"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2922 Bresso Dr"",""bd"":""4"",""fsbid"":""13599"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""54651068"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""1799516855773405564"",""sqftrange"":""2500-2999"",""price"":""1230000"",""sqft"":""2731"",""posting_url"":""https://www.bhhs.com/drysdaleproperties-ca326/ca/2922-bresso-dr-livermore-94550/pid-2188333764?lead=CompanyKey%3DCA326%26LeadBrand%3D11413101711000010000"",""mlong"":""-121.783423"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94550"",""mlat"":""37.649449"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzf2sulricgbf1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2000-2009"",""zestimate"":""1236054"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
"1572917013-8092","https://www.zillow.com/homes/livermore-CA_rb/","","https://www.zillow.com/homedetails/1811-Broadmoor-St-Livermore-CA-94551/24952748_zpid/","Livermore, CA 94551","Pre-foreclosure","1811 Broadmoor St,","","","3","https://www.zillow.com/livermore-ca/3_p/","","","","","1,649","5","2.5","$623,328","$623,328","Single Family","1965","No Data","No Data","Single Family","6,804 sqft","null","7","7","8","{""targetDiv"":""gpt-ad-88ec4659-efad-4c18-b280-16d3695482ee"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1811 Broadmoor St"",""bd"":""5"",""city"":""Livermore"",""proptp"":""sfh"",""pid"":""24952748"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_foreclosure"",""zguidh"":""-3049395348952567147"",""sqftrange"":""1500-1999"",""price"":""716469"",""sqft"":""1649"",""posting_url"":"""",""mlong"":""-121.73226"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94551"",""mlat"":""37.718488"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS5i1vcu2au5e21000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1960-1969"",""zestimate"":""716469"",""premieragent"":""no""}}","null","null","null","null","","","","","","","",""
