web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href
"1572903616-3356","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/136-Knights-Cir-Vallejo-CA-94591/15679271_zpid/","Vallejo, CA 94591","Pre-foreclosure","136 Knights Cir,","","","","","","","5","https://www.zillow.com/vallejo-ca/5_p/","null","4","null","$474,381","$474,381","Single Family","1987","Other","No Data","Single Family","5,039 sqft","null","5","1","3","{""targetDiv"":""gpt-ad-b1ff45f1-b712-4ac1-90cd-69cb44c747ab"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""136 Knights Cir"",""bd"":""4"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15679271"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_foreclosure"",""zguidh"":""450208715397092820"",""sqftrange"":""1500-1999"",""price"":""510088"",""sqft"":""1790"",""posting_url"":"""",""mlong"":""-122.200518"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94591"",""mlat"":""38.110172"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z500"",""hood"":""Somerset_Highlands"",""yrblt"":""1980-1989"",""zestimate"":""510088"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/vallejo-ca/6_p/","","","",""
"1572903996-3607","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/820-Capitol-St-Vallejo-CA-94590/15657848_zpid/","Vallejo, CA 94590","For sale","820 Capitol St,","","","","","4","https://www.zillow.com/vallejo-ca/4_p/","","","2,612","4","3","$549,168","$554,000","Single Family","1914","Other","None","Single Family","6,534 sqft","$2,700/mo","1","1","2","{""targetDiv"":""gpt-ad-8a2ab9c0-76c4-4628-8dfd-b340f292bd19"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""820 Capitol St"",""bd"":""4"",""fsbid"":""13601"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15657848"",""lot"":""2"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1368999925958170490"",""sqftrange"":""2500-2999"",""price"":""554000"",""sqft"":""2612"",""posting_url"":""http://greathomes.org/mls/property/21910866"",""mlong"":""-122.250856"",""state"":""CA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""94590"",""mlat"":""38.103273"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISj3muyse4dend1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Old_City_Vallejo"",""yrblt"":""1900-1919"",""zestimate"":""549168"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903534-3294","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/115-Shamrock-Ct-Vallejo-CA-94589/15665289_zpid/","Vallejo, CA 94589","Pre-foreclosure / auction","115 Shamrock Ct,","","","","","","","5","https://www.zillow.com/vallejo-ca/5_p/","null","4","null","$399,925","$399,925","Single Family","1979","Other","Central","Single Family","8,712 sqft","null","2","2","2","{""targetDiv"":""gpt-ad-fdb8e1f3-571a-4c6a-954e-95f1c6a83fcf"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""115 Shamrock Ct"",""bd"":""4"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15665289"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_foreclosure"",""zguidh"":""-8812198726317272390"",""sqftrange"":""1500-1999"",""price"":""430027"",""sqft"":""1531"",""posting_url"":"""",""mlong"":""-122.237042"",""state"":""CA"",""park"":""yes"",""prange"":""400-449k"",""zip"":""94589"",""mlat"":""38.153071"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""hood"":""Madigan"",""yrblt"":""1970-1979"",""zestimate"":""430027"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/vallejo-ca/6_p/","","","",""
"1572904180-3681","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/2335-Lansdowne-Pl-Vallejo-CA-94591/59762356_zpid/","Vallejo, CA 94591","For sale","2335 Lansdowne Pl,","","","3","https://www.zillow.com/vallejo-ca/3_p/","","","","","2,488","3","3","null","$669,000","Single Family","2003","Other","Central","Single Family","9,583 sqft","$3,187/mo","2","2","3","{""targetDiv"":""gpt-ad-5eabd995-c1d1-4710-b521-5ce65cd9a298"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2335 Lansdowne Pl"",""bd"":""3"",""fsbid"":""2877"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""59762356"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""483956055370935102"",""sqftrange"":""2000-2499"",""price"":""669000"",""sqft"":""2488"",""posting_url"":""http://www.coldwellbanker.com/listingdetail/CBEH49HZ/"",""mlong"":""-122.177238"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94591"",""mlat"":""38.160798"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnm3od69rl79x1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""hood"":""Hiddenbrooke"",""yrblt"":""2000-2009"",""zestimate"":""669003"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903915-3574","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/230-Melba-Dr-Vallejo-CA-94589/15661601_zpid/","Vallejo, CA 94589","Pre-foreclosure / auction","230 Melba Dr,","","","","","4","https://www.zillow.com/vallejo-ca/4_p/","","","null","3","null","$330,731","$330,731","Single Family","1954","Forced air, Other","No Data","Single Family","5,227 sqft","null","3","2","2","{""targetDiv"":""gpt-ad-dfb938f8-f202-4bd0-a97d-d3b8e4579395"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""230 Melba Dr"",""bd"":""3"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15661601"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""2810198895953220066"",""sqftrange"":""500-999"",""price"":""350000"",""sqft"":""946"",""posting_url"":"""",""mlong"":""-122.255017"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94589"",""mlat"":""38.153393"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmy4tna2dcy400000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Madigan"",""yrblt"":""1940-1959"",""zestimate"":""355625"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572904082-3643","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/403-Lighthouse-Dr-Vallejo-CA-94590/15690906_zpid/","Vallejo, CA 94590","For sale","403 Lighthouse Dr,","","","3","https://www.zillow.com/vallejo-ca/3_p/","","","","","840","2","1","null","$227,000","Condo","1988","Baseboard","Central","Condo","$390/month","$1,700/mo","2","2","null","{""targetDiv"":""gpt-ad-b9c54da9-5e70-47b6-8a91-18f181c97354"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""403 Lighthouse Dr"",""bd"":""2"",""fsbid"":""4383"",""city"":""Vallejo"",""proptp"":""cnd"",""pid"":""15690906"",""lot"":""1"",""zestibuck"":""200-249k"",""listtp"":""buy_agent"",""zguidh"":""2833812441238402525"",""sqftrange"":""500-999"",""price"":""227000"",""sqft"":""840"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/vallejo/403-lighthouse-dr/pid_32561386/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-122.272797"",""state"":""CA"",""prange"":""200-249k"",""zip"":""94590"",""mlat"":""38.121683"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz70db0d2cu7s0000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""vallejo_heights"",""yrblt"":""1980-1989"",""zestimate"":""227001"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572904338-3765","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/284-Cliff-Walk-Dr-Vallejo-CA-94591/15675853_zpid/","Vallejo, CA 94591","Pre-foreclosure","284 Cliff Walk Dr,","2","https://www.zillow.com/vallejo-ca/2_p/","","","","","","","2,099","4","3","$458,489","$458,489","Single Family","1997","Other","No Data","Single Family","3,484 sqft","null","3","1","3","{""targetDiv"":""gpt-ad-ba81aa37-d52b-4631-a3ed-8ccb7df27269"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""284 Cliff Walk Dr"",""bd"":""4"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15675853"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_foreclosure"",""zguidh"":""-2931524420118249875"",""sqftrange"":""2000-2499"",""price"":""492999"",""sqft"":""2099"",""posting_url"":"""",""mlong"":""-122.214968"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94591"",""mlat"":""38.070794"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjr4l6bqqgwz11000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""hood"":""Glen_Cove"",""yrblt"":""1990-1999"",""zestimate"":""492999"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903959-3590","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/600-Echo-Summit-Rd-Vallejo-CA-94589/15661383_zpid/","Vallejo, CA 94589","For sale","600 Echo Summit Rd,","","","","","4","https://www.zillow.com/vallejo-ca/4_p/","","","1,280","4","2","$396,671","$398,000","Single Family","1970","Other","No Data","Single Family","5,227 sqft","$2,175/mo","3","2","2","{""targetDiv"":""gpt-ad-24787639-3b57-4378-9cc2-95e6531816a0"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""600 Echo Summit Rd"",""bd"":""4"",""fsbid"":""15050"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15661383"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""-6558726965885355091"",""sqftrange"":""1000-1499"",""price"":""398000"",""sqft"":""1280"",""posting_url"":"""",""mlong"":""-122.260911"",""state"":""CA"",""prange"":""350-399k"",""zip"":""94589"",""mlat"":""38.153118"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4g7stounhco1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Madigan"",""yrblt"":""1970-1979"",""zestimate"":""396671"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903551-3303","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/2525-Alameda-St-Vallejo-CA-94590/15654676_zpid/","Vallejo, CA 94590","Auction","2525 Alameda St,","","","","","","","5","https://www.zillow.com/vallejo-ca/5_p/","null","2","null","null","$327,932","Single Family","1942","None","None","Single Family","6,098 sqft","$1,900/mo","2","2","null","{""targetDiv"":""gpt-ad-0a86352b-ae54-43b5-81cc-4ad6756f8f0f"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94590"",""aamgnrc1"":""2525 Alameda St"",""mlat"":""38.123537"",""bd"":""2"",""fsbid"":""16886"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrpkigd2zd29f1000000000.jpg"",""zusr"":""true"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15654676"",""hood"":""Richardson_Park"",""yrblt"":""1940-1959"",""lot"":""2"",""listtp"":""buy_foreclosure"",""zguidh"":""-2569694574423610780"",""premieragent"":""no"",""sqftrange"":""500-999"",""price"":""327932"",""sqft"":""901"",""posting_url"":""http://www.auction.com/details/2525-alameda-st-vallejo-ca-94590-2815139-e_900x/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-122.24901"",""state"":""CA"",""park"":""yes"",""prange"":""300-349k""}}","null","null","null","null","NEXT","https://www.zillow.com/vallejo-ca/6_p/","","","",""
"1572903321-3128","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/125-Rounds-St-Vallejo-CA-94589/15664826_zpid/","Vallejo, CA 94589","Pre-foreclosure","125 Rounds St,","","","","","","","5","https://www.zillow.com/vallejo-ca/5_p/","null","3","null","$325,745","$325,745","Single Family","1957","None","None","Single Family","5,227 sqft","null","2","2","2","{""targetDiv"":""gpt-ad-88350402-110b-415a-b5ab-788b12bdd2fd"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""125 Rounds St"",""bd"":""3"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15664826"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""4946749466626920352"",""sqftrange"":""1000-1499"",""price"":""350264"",""sqft"":""1032"",""posting_url"":"""",""mlong"":""-122.22999"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94589"",""mlat"":""38.142953"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z300"",""hood"":""Madigan"",""yrblt"":""1940-1959"",""zestimate"":""350264"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/vallejo-ca/6_p/","NEXT","https://www.zillow.com/vallejo-ca/7_p/","",""
"1572904621-4034","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/259-Dixie-Ct-Vallejo-CA-94589/15662616_zpid/","Vallejo, CA 94589","For sale","259 Dixie Ct,","","","","","","","","","1,170","3","2","$379,448","$375,000","Single Family","1979","Other","No Data","Single Family","5,662 sqft","$2,175/mo","3","2","2","{""targetDiv"":""gpt-ad-9f7faa48-2899-4aea-b5f0-00922966ef58"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""259 Dixie Ct"",""bd"":""3"",""fsbid"":""13601"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15662616"",""lot"":""2"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""5117501566680996744"",""sqftrange"":""1000-1499"",""price"":""375000"",""sqft"":""1170"",""posting_url"":""http://greathomes.org/mls/property/21927796"",""mlong"":""-122.255804"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94589"",""mlat"":""38.148378"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbdo8o6qxp17h1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Madigan"",""yrblt"":""1970-1979"",""zestimate"":""379448"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572904484-3895","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/1130-Monterey-St-Vallejo-CA-94590/15657402_zpid/","Vallejo, CA 94590","Coming soon: Nov 22.","1130 Monterey St,","","","","","","","","","1,000","3","2","$348,581","$349,900","Single Family","1915","None","None","Single Family","2,178 sqft","$1,850/mo","3","1","2","{""targetDiv"":""gpt-ad-e2c84669-4e50-43ed-9414-dec7c9aa5bf3"",""slot"":""zillow/property_details/buy_comingsoon/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1130 Monterey St"",""bd"":""3"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15657402"",""lot"":""1"",""zestibuck"":""300-349k"",""listtp"":""buy_comingsoon"",""zguidh"":""2086053411575513708"",""sqftrange"":""1000-1499"",""price"":""349900"",""sqft"":""1000"",""posting_url"":""http://www.SolanoAgent.com"",""mlong"":""-122.246125"",""state"":""CA"",""prange"":""300-349k"",""zip"":""94590"",""mlat"":""38.108762"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbxjet9mhha0s1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Old_City_Vallejo"",""yrblt"":""1900-1919"",""zestimate"":""348581"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903366-3163","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/110-Outrigger-Dr-Vallejo-CA-94591/15673975_zpid/","Vallejo, CA 94591","Pre-foreclosure","110 Outrigger Dr,","","","","","","","5","https://www.zillow.com/vallejo-ca/5_p/","null","4","null","$458,933","$458,933","Single Family","1994","Forced air, Heat pump","Central","Single Family","4,231 sqft","null","3","1","3","{""targetDiv"":""gpt-ad-5f7b89a9-791b-47d2-a49b-005073665759"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""110 Outrigger Dr"",""bd"":""4"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15673975"",""lot"":""1"",""zestibuck"":""450-499k"",""listtp"":""buy_foreclosure"",""zguidh"":""-1999697467371911322"",""sqftrange"":""1500-1999"",""price"":""493477"",""sqft"":""1935"",""posting_url"":"""",""mlong"":""-122.22468"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94591"",""mlat"":""38.078503"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISymzhmhy2so0z.jpg"",""zusr"":""true"",""price_band"":""z400"",""hood"":""Glen_Cove"",""yrblt"":""1990-1999"",""zestimate"":""493477"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/vallejo-ca/6_p/","NEXT","https://www.zillow.com/vallejo-ca/7_p/","",""
"1572903171-3000","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/479-Aragon-St-Vallejo-CA-94591/15671220_zpid/","Vallejo, CA 94591","Pre-foreclosure / auction","479 Aragon St,","","","","","","","5","https://www.zillow.com/vallejo-ca/5_p/","null","4","null","$578,896","$578,896","Single Family","2002","Other","No Data","Single Family","9,600 sqft","null","4","1","3","{""targetDiv"":""gpt-ad-7eb59170-36d5-4ce0-8739-387b679cb15a"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""479 Aragon St"",""bd"":""4"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15671220"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_foreclosure"",""zguidh"":""9134632047683789196"",""sqftrange"":""2500-2999"",""price"":""622469"",""sqft"":""2968"",""posting_url"":"""",""mlong"":""-122.199076"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""94591"",""mlat"":""38.097451"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z600"",""hood"":""Granada_Heights"",""yrblt"":""2000-2009"",""zestimate"":""622469"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/vallejo-ca/6_p/","NEXT","https://www.zillow.com/vallejo-ca/7_p/","NEXT","https://www.zillow.com/vallejo-ca/8_p/"
"1572903727-3442","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/611-Sheridan-St-LOT-613-Vallejo-CA-94590/2082306036_zpid/","Vallejo, CA 94590","For sale","611 Sheridan St LOT 613,","","","","","","","5","https://www.zillow.com/vallejo-ca/5_p/","2,968","5","6","$794,936","$825,000","Multi Family","1910","No Data","No Data","Multi Family","$278","null","4","1","2","{""targetDiv"":""gpt-ad-f12b9652-a24f-40f1-af05-f6049ddc7358"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Lot 613"",""aamgnrc1"":""611 Sheridan St"",""bd"":""5"",""fsbid"":""13601"",""city"":""Vallejo"",""proptp"":""mfh"",""pid"":""2082306036"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-4696521913156892411"",""sqftrange"":""2500-2999"",""price"":""825000"",""sqft"":""2968"",""posting_url"":""http://greathomes.org/mls/property/21927076"",""mlong"":""-122.240709"",""state"":""CA"",""prange"":""800-899k"",""zip"":""94590"",""mlat"":""38.088658"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb1jkctcyow7c0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""South_Vallejo"",""yrblt"":""1900-1919"",""zestimate"":""794936"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572904632-4045","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/727-Grant-St-Vallejo-CA-94590/15660472_zpid/","Vallejo, CA 94590","Auction","727 Grant St,","","","","","","","","","null","2","null","null","$312,745","Single Family","1938","Forced air, Other","Central","Single Family","4,791 sqft","$1,900/mo","4","1","2","{""targetDiv"":""gpt-ad-30e136e1-730c-4d75-bea4-805c5e60256c"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94590"",""aamgnrc1"":""727 Grant St"",""mlat"":""38.086098"",""bd"":""2"",""fsbid"":""16886"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjzyhm7ipxick1000000000.jpg"",""zusr"":""true"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15660472"",""hood"":""South_Vallejo"",""yrblt"":""1920-1939"",""lot"":""1"",""listtp"":""buy_foreclosure"",""zguidh"":""5623225972366117217"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""price"":""312745"",""sqft"":""1010"",""posting_url"":""http://www.auction.com/details/727-grant-st-vallejo-ca-94590-2320362-e_13911/?utm_source=zillow&utm_medium=feed&utm_campaign=trustee&utm_name=partner"",""mlong"":""-122.240953"",""state"":""CA"",""prange"":""300-349k""}}","null","null","null","null","","","","","",""
"1572904422-3836","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/131-University-Ave-Vallejo-CA-94591/15666936_zpid/","Vallejo, CA 94591","For sale","131 University Ave,","2","https://www.zillow.com/vallejo-ca/2_p/","","","","","","","1,344","3","2","$407,850","$399,900","Single Family","1954","Other","No Data","Single Family","5,662 sqft","$2,300/mo","5","1","3","{""targetDiv"":""gpt-ad-6167ce1a-e67a-4bb5-aedd-9aeee83e1ed4"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""131 University Ave"",""bd"":""3"",""fsbid"":""13698"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15666936"",""lot"":""2"",""zestibuck"":""400-449k"",""listtp"":""buy_agent"",""zguidh"":""-6376407379064352378"",""sqftrange"":""1000-1499"",""price"":""399900"",""sqft"":""1344"",""posting_url"":""http://www.alfonsorodriguez.com"",""mlong"":""-122.225578"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94591"",""mlat"":""38.111387"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7m0lj5mwpctt0000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""1940-1959"",""zestimate"":""407850"",""premieragent"":""no""}}","null","null","null","null","","","","","",""
"1572903685-3410","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/3604-Georgia-St-Vallejo-CA-94591/15670333_zpid/","Vallejo, CA 94591","Pre-foreclosure","3604 Georgia St,","","","","","","","5","https://www.zillow.com/vallejo-ca/5_p/","1,042","3","1","$351,505","$351,505","Single Family","1961","Other","No Data","Single Family","5,227 sqft","null","4","3","3","{""targetDiv"":""gpt-ad-ff363953-c0b7-4779-a735-b7fb867e7753"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3604 Georgia St"",""bd"":""3"",""city"":""Vallejo"",""proptp"":""sfh"",""pid"":""15670333"",""lot"":""1"",""zestibuck"":""350-399k"",""listtp"":""buy_foreclosure"",""zguidh"":""-5251336773720011024"",""sqftrange"":""1000-1499"",""price"":""377963"",""sqft"":""1042"",""posting_url"":"""",""mlong"":""-122.213154"",""state"":""CA"",""park"":""yes"",""prange"":""350-399k"",""zip"":""94591"",""mlat"":""38.100452"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS99dt5k2ec3gi1000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Granada_Heights"",""yrblt"":""1960-1969"",""zestimate"":""377963"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/vallejo-ca/6_p/","","","",""
"1572903411-3199","https://www.zillow.com/homes/vallejo-CA_rb/","","https://www.zillow.com/homedetails/338-Nevada-St-Vallejo-CA-94590/15655592_zpid/","Vallejo, CA 94590","Pre-foreclosure / auction","338 Nevada St,","","","","","","","5","https://www.zillow.com/vallejo-ca/5_p/","null","3","null","$594,634","$594,634","Single Family","1910","Other","Central","Single Family","0.29 acres","null","NA","2","null","No Data","null","null","null","null","NEXT","https://www.zillow.com/vallejo-ca/6_p/","NEXT","https://www.zillow.com/vallejo-ca/7_p/","",""
