web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href,next_page10,next_page10-href,next_page11,next_page11-href,next_page12,next_page12-href,next_page13,next_page13-href,next_page14,next_page14-href,next_page15,next_page15-href,next_page16,next_page16-href,next_page17,next_page17-href,next_page18,next_page18-href,next_page19,next_page19-href,next_page20,next_page20-href
"1572905174-4496","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/(undisclosed-Address)-Santa-Rosa-CA-95403/2083834806_zpid/","Santa Rosa, CA 95403","For sale","(undisclosed Address),","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","924","2","1","$309,899","$309,900","Condo","1974","No Data","No Data","Condo","$240/month","null","1","2","8","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","NEXT","https://www.zillow.com/santa-rosa-ca/12_p/","NEXT","https://www.zillow.com/santa-rosa-ca/13_p/","NEXT","https://www.zillow.com/santa-rosa-ca/14_p/","NEXT","https://www.zillow.com/santa-rosa-ca/15_p/","","","","","","","","","",""
"1572906575-5628","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/1668-Deer-Run-Santa-Rosa-CA-95405/15764247_zpid/","Santa Rosa, CA 95405","For sale","1668 Deer Run,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","2,278","3","3","$718,938","$725,000","Single Family","1981","Forced air","None","Single Family","8,712 sqft","$3,300/mo","2","4","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1572905966-5136","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/4009-New-Zealand-Ave-Santa-Rosa-CA-95407/96074267_zpid/","Santa Rosa, CA 95407","For sale","4009 New Zealand Ave,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","2,238","3","3","null","$599,000","Single Family","2008","No Data","No Data","Single Family","3,484 sqft","$3,000/mo","4","2","3","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","","","","","","","","","","","","","","","","","","","",""
"1572906483-5552","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/2143-Vintage-Cir-Santa-Rosa-CA-95404/15864498_zpid/","Santa Rosa, CA 95404","For sale","2143 Vintage Cir,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","2,488","3","3","$949,906","$949,900","Single Family","2019","No Data","No Data","Single Family","6,098 sqft","null","7","4","8","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1572904704-4114","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/796-Los-Olivos-Rd-Santa-Rosa-CA-95404/251484570_zpid/","Santa Rosa, CA 95404","Lot/land","796 Los Olivos Rd,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","null","0.45 acres","null","None","$289,475","null","null","null","null","null","null","null","7","9","null","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","NEXT","https://www.zillow.com/santa-rosa-ca/12_p/","NEXT","https://www.zillow.com/santa-rosa-ca/13_p/","NEXT","https://www.zillow.com/santa-rosa-ca/14_p/","NEXT","https://www.zillow.com/santa-rosa-ca/15_p/","NEXT","https://www.zillow.com/santa-rosa-ca/16_p/","NEXT","https://www.zillow.com/santa-rosa-ca/17_p/","NEXT","https://www.zillow.com/santa-rosa-ca/18_p/","","","",""
"1572907444-6317","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/3341-Parker-Hill-Rd-Santa-Rosa-CA-95404/15863449_zpid/","Santa Rosa, CA 95404","For sale","3341 Parker Hill Rd,","","","","","","","","","4,399","3","3","null","$2,850,000","Single Family","1995","Other","Central","Single Family","2.65 acres","$6,750/mo","7","4","8","{""targetDiv"":""gpt-ad-c5c82b53-3005-436e-997d-8176e19232f2"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3341 Parker Hill Rd"",""bd"":""3"",""fsbid"":""4383"",""city"":""Santa_Rosa"",""proptp"":""sfh"",""pid"":""15863449"",""lot"":""7"",""zestibuck"":""2_5-2_999m"",""listtp"":""buy_agent"",""zguidh"":""-5652408742482142627"",""sqftrange"":""4000-4499"",""price"":""2850000"",""oh"":""yes"",""sqft"":""4399"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/santa-rosa/3341-parker-hill-rd/pid_33602555/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-122.704386"",""state"":""CA"",""park"":""yes"",""prange"":""2_5-2_999m"",""zip"":""95404"",""mlat"":""38.473204"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISblaz5ybz4q2r1000000000.jpg"",""zusr"":""true"",""price_band"":""z2m"",""yrblt"":""1990-1999"",""zestimate"":""2597563"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1572904442-3855","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/1570-Lawndale-Rd-Kenwood-CA-95452/2087452794_zpid/","Kenwood, CA 95452","Lot/land","1570 Lawndale Rd,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","null","26 acres","null","None","$2,400,000","null","null","null","null","null","null","$2,250/mo","7","8","9","{""targetDiv"":""gpt-ad-74f3b3c8-f7b6-4411-9da2-fa7ae889f871"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95452"",""aamgnrc1"":""1570 Lawndale Rd"",""mlat"":""38.408793"",""bd"":""0"",""fsbid"":""13753"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvw0r0ct943tx0000000000.jpg"",""zusr"":""true"",""city"":""Kenwood"",""proptp"":""lot"",""pid"":""2087452794"",""lot"":""10"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""2138531723213366884"",""premieragent"":""no"",""price"":""2400000"",""posting_url"":""https://www.pacificunion.com/real-estate/1570-lawndale-road-kenwood-ca-95452/21822702/61876740"",""mlong"":""-122.570931"",""state"":""CA"",""prange"":""2-2_499m""}}","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","NEXT","https://www.zillow.com/santa-rosa-ca/12_p/","NEXT","https://www.zillow.com/santa-rosa-ca/13_p/","NEXT","https://www.zillow.com/santa-rosa-ca/14_p/","NEXT","https://www.zillow.com/santa-rosa-ca/15_p/","NEXT","https://www.zillow.com/santa-rosa-ca/16_p/","NEXT","https://www.zillow.com/santa-rosa-ca/17_p/","NEXT","https://www.zillow.com/santa-rosa-ca/18_p/","NEXT","https://www.zillow.com/santa-rosa-ca/19_p/","NEXT","https://www.zillow.com/santa-rosa-ca/20_p/"
"1572906086-5231","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/457-Blythewood-Pl-Santa-Rosa-CA-95407/250058870_zpid/","Santa Rosa, CA 95407","For sale","457 Blythewood Pl,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","1,317","3","3","$529,995","$529,523","Single Family","2019","No Data","No Data","Single Family","1,306 sqft","null","3","2","3","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","","","","","","","","","","","","","","","","","","","","","",""
"1572907194-6113","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/4734-Annadel-Heights-Dr-Santa-Rosa-CA-95405/15795397_zpid/","Santa Rosa, CA 95405","For sale","4734 Annadel Heights Dr,","2","https://www.zillow.com/santa-rosa-ca/2_p/","","","","","","","2,605","5","4","null","$1,098,000","Single Family","1984","Forced air","Central","Single Family","0.3 acres","$3,657/mo","8","4","7","{""targetDiv"":""gpt-ad-05398329-de42-4636-b514-06aa20adc0d8"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4734 Annadel Heights Dr"",""bd"":""5"",""fsbid"":""14644"",""city"":""Santa_Rosa"",""proptp"":""sfh"",""pid"":""15795397"",""lot"":""3"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""8215756810519004689"",""sqftrange"":""2500-2999"",""price"":""1098000"",""sqft"":""2605"",""posting_url"":"""",""mlong"":""-122.656299"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95405"",""mlat"":""38.433745"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzztm0n02299t1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Bennett_Valley"",""yrblt"":""1980-1989"",""zestimate"":""1080644"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1572907109-6048","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/3545-Ridgeview-Dr-Santa-Rosa-CA-95404/15869783_zpid/","Santa Rosa, CA 95404","For sale","3545 Ridgeview Dr,","2","https://www.zillow.com/santa-rosa-ca/2_p/","","","","","","","2,109","3","3","$941,779","$950,000","Single Family","1974","Other","Central","Single Family","0.27 acres","$3,205/mo","7","4","8","{""targetDiv"":""gpt-ad-80d81f6b-14a2-48e9-9c66-00539ca240a5"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3545 Ridgeview Dr"",""bd"":""3"",""fsbid"":""13599"",""city"":""Santa_Rosa"",""proptp"":""sfh"",""pid"":""15869783"",""lot"":""3"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""9201345458843377290"",""sqftrange"":""2000-2499"",""price"":""950000"",""sqft"":""2109"",""posting_url"":""https://www.bhhs.com/drysdaleproperties-ca326/ca/3545-ridgeview-drive-santa-rosa-95404/pid-2190345779?lead=MemberKey%3D1094225%26LeadBrand%3D11413101711000010000"",""mlong"":""-122.698061"",""state"":""CA"",""prange"":""900-999k"",""zip"":""95404"",""mlat"":""38.465063"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnu570dl1uc941000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""1970-1979"",""zestimate"":""941779"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1572904668-4080","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/3565-Southridge-Dr-Santa-Rosa-CA-95403/15864520_zpid/","Santa Rosa, CA 95403","Lot/land","3565 Southridge Dr,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","null","10,454 sqft","null","None","$249,000","null","null","null","null","null","null","null","7","4","8","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","NEXT","https://www.zillow.com/santa-rosa-ca/12_p/","NEXT","https://www.zillow.com/santa-rosa-ca/13_p/","NEXT","https://www.zillow.com/santa-rosa-ca/14_p/","NEXT","https://www.zillow.com/santa-rosa-ca/15_p/","NEXT","https://www.zillow.com/santa-rosa-ca/16_p/","NEXT","https://www.zillow.com/santa-rosa-ca/17_p/","NEXT","https://www.zillow.com/santa-rosa-ca/18_p/","NEXT","https://www.zillow.com/santa-rosa-ca/19_p/","",""
"1572905778-4986","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/1609-Rose-Clover-St-Santa-Rosa-CA-95403/251484684_zpid/","Santa Rosa, CA 95403","New construction","1609 Rose Clover St,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","2,454","4","3","$751,418","$744,990","Single Family","2019","Forced air","Central","Single Family","3,840 sqft","null","2","4","4","{""targetDiv"":""gpt-ad-878f8b51-69c5-40f1-924e-f1702e4b5072"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1609 Rose Clover St"",""bd"":""4"",""fsbid"":""14638"",""city"":""Santa_Rosa"",""proptp"":""sfh"",""pid"":""251484684"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_builder_community"",""stale"":""yes"",""zguidh"":""1805368842246238228"",""sqftrange"":""2000-2499"",""price"":""744990"",""sqft"":""2454"",""posting_url"":""https://www.cityventures.com/santa-rosa/?utm_medium=Zillow&utm_source=Santa+Rosa&nhf_channel=6&nhf_listing_id=37968&nhf_listing_type=community&utm_term=comm_SantaRosa-FoxHollow&utm_campaign=Santa+Rosa%2FCA"",""state"":""CA"",""mlong"":""-122.771717"",""cnty"":""Alameda"",""park"":""yes"",""prange"":""700-799k"",""zip"":""95403"",""mlat"":""38.458709"",""plid"":""7326395"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmuxk9zsvm6jf0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""Toler_Heights"",""yrblt"":""2010-2019"",""zestimate"":""751418"",""premieragent"":""no"",""builderChatId"":""14638-787982"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","","","","","","","","","","","","","","","","","",""
"1572907345-6240","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/community/blume/2087486731_zpid/","Santa Rosa, CA 95407","New construction","Buildable plan: House G, Blume,","","","","","","","","","1,980","4","3","$598,470","$598,500","Single Family","2019","No Data","No Data","Single Family","No Data","null","4","2","3","{""targetDiv"":""gpt-ad-036f824d-b76b-48de-8beb-f9abb6730893"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" LM2Y0Y"",""aamgnrc1"":""3665 Sebastopol Rd"",""bd"":""4"",""fsbid"":""15378"",""city"":""Santa_Rosa"",""proptp"":""sfh"",""pid"":""2087486731"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""598500"",""sqft"":""1980"",""posting_url"":""http://laffertycommunities.com/find-your-home/blume/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=543577&nhf_listing_type=plan&utm_term=plan_HouseG&utm_campaign=Santa+Rosa%2FCA"",""state"":""CA"",""mlong"":""-122.759818"",""cnty"":""Santa_Clara"",""prange"":""500-599k"",""zip"":""95407"",""mlat"":""38.425763"",""plid"":""8548909"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS2f4ss3jtjern1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Cambrian_Park"",""yrblt"":""2010-2019"",""zestimate"":""598470"",""premieragent"":""no"",""builderChatId"":""15378-811202"",""dma"":""37""}}","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1572905569-4821","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/502-Santa-Rosa-Ave-Santa-Rosa-CA-95404/2082829245_zpid/","Santa Rosa, CA 95404","Coming soon: Oct 8.","502 Santa Rosa Ave,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","5,640","18","18","None","$1,999,000","Miscellaneous","1940","No Data","No Data","Miscellaneous","$354","$2,415/mo","3","4","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","NEXT","https://www.zillow.com/santa-rosa-ca/12_p/","NEXT","https://www.zillow.com/santa-rosa-ca/13_p/","","","","","","","","","","","","","",""
"1572904820-4210","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/3623-Crescent-Cir-Santa-Rosa-CA-95403/15864591_zpid/","Santa Rosa, CA 95403","Lot/land","3623 Crescent Cir,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","null","0.32 acres","null","None","$250,000","null","null","null","null","null","null","null","7","4","8","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","NEXT","https://www.zillow.com/santa-rosa-ca/12_p/","NEXT","https://www.zillow.com/santa-rosa-ca/13_p/","NEXT","https://www.zillow.com/santa-rosa-ca/14_p/","NEXT","https://www.zillow.com/santa-rosa-ca/15_p/","NEXT","https://www.zillow.com/santa-rosa-ca/16_p/","NEXT","https://www.zillow.com/santa-rosa-ca/17_p/","NEXT","https://www.zillow.com/santa-rosa-ca/18_p/","","","",""
"1572905686-4918","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/39-Sequoia-Cir-Santa-Rosa-CA-95401/119687237_zpid/","Santa Rosa, CA 95401","For sale","39 Sequoia Cir,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","1,200","2","2","$235,000","$235,000","Mobile / Manufactured","1973","No Data","No Data","Mobile / Manufactured","$196","$2,250/mo","2","4","4","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","NEXT","https://www.zillow.com/santa-rosa-ca/12_p/","","","","","","","","","","","","","","","",""
"1572906641-5682","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/3135-Hermit-Way-Santa-Rosa-CA-95405/15761031_zpid/","Santa Rosa, CA 95405","For sale","3135 Hermit Way,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","1,705","3","2","null","$890,000","Single Family","1955","None","No Data","Single Family","8,712 sqft","$3,150/mo","6","4","7","No Data","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1572905322-4615","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/72-Plymouth-Way-Santa-Rosa-CA-95403/119687909_zpid/","Santa Rosa, CA 95403","For sale","72 Plymouth Way,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","1,200","2","2","null","$117,990","Mobile / Manufactured","1966","Other","No Data","Mobile / Manufactured","$98","$2,000/mo","5","4","8","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","NEXT","https://www.zillow.com/santa-rosa-ca/12_p/","NEXT","https://www.zillow.com/santa-rosa-ca/13_p/","NEXT","https://www.zillow.com/santa-rosa-ca/14_p/","","","","","","","","","","","",""
"1572907003-5965","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/5275-Sebastopol-Rd-Santa-Rosa-CA-95407/15803888_zpid/","Santa Rosa, CA 95407","For sale","5275 Sebastopol Rd,","","","3","https://www.zillow.com/santa-rosa-ca/3_p/","","","","","1,368","2","2","$986,635","$997,000","Single Family","1925","Other","Central, Solar","Single Family","5.16 acres","$2,800/mo","3","1","9","{""targetDiv"":""gpt-ad-e364a72b-5e21-4b8f-b922-cf943cbda2ff"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5275 Sebastopol Rd"",""bd"":""2"",""fsbid"":""13601"",""city"":""Santa_Rosa"",""proptp"":""sfh"",""pid"":""15803888"",""lot"":""8"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""zguidh"":""8428386391121863069"",""sqftrange"":""1000-1499"",""price"":""997000"",""sqft"":""1368"",""posting_url"":""http://greathomes.org/mls/property/21925665"",""mlong"":""-122.795326"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""95407"",""mlat"":""38.414474"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzvalrafg8z740000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""1920-1939"",""zestimate"":""986635"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1572905741-4960","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/411-Benicia-Dr-Santa-Rosa-CA-95409/15870708_zpid/","Santa Rosa, CA 95409","For sale","411 Benicia Dr,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","1,367","3","2","$859,938","$895,000","Single Family","1957","None","No Data","Single Family","0.98 acres","$2,999/mo","7","9","null","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","","","","","","","","","","","","","","","","","",""
"1572904626-4039","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/2014-Turnberry-Ct-Santa-Rosa-CA-95403/15864637_zpid/","Santa Rosa, CA 95403","Lot/land","2014 Turnberry Ct,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","null","10,454 sqft","null","None","$265,000","null","null","null","null","null","null","null","7","4","8","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","NEXT","https://www.zillow.com/santa-rosa-ca/12_p/","NEXT","https://www.zillow.com/santa-rosa-ca/13_p/","NEXT","https://www.zillow.com/santa-rosa-ca/14_p/","NEXT","https://www.zillow.com/santa-rosa-ca/15_p/","NEXT","https://www.zillow.com/santa-rosa-ca/16_p/","NEXT","https://www.zillow.com/santa-rosa-ca/17_p/","NEXT","https://www.zillow.com/santa-rosa-ca/18_p/","NEXT","https://www.zillow.com/santa-rosa-ca/19_p/","",""
"1572904985-4343","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/86-Greenrock-Ct-Santa-Rosa-CA-95409/2102530525_zpid/","Santa Rosa, CA 95409","For sale","86 Greenrock Ct,","","","","","","","5","https://www.zillow.com/santa-rosa-ca/5_p/","1,632","2","2","null","$149,000","Mobile / Manufactured","1977","No Data","No Data","Mobile / Manufactured","$91","$2,650/mo","7","9","null","No Data","null","null","null","null","NEXT","https://www.zillow.com/santa-rosa-ca/6_p/","NEXT","https://www.zillow.com/santa-rosa-ca/7_p/","NEXT","https://www.zillow.com/santa-rosa-ca/8_p/","NEXT","https://www.zillow.com/santa-rosa-ca/9_p/","NEXT","https://www.zillow.com/santa-rosa-ca/10_p/","NEXT","https://www.zillow.com/santa-rosa-ca/11_p/","NEXT","https://www.zillow.com/santa-rosa-ca/12_p/","NEXT","https://www.zillow.com/santa-rosa-ca/13_p/","NEXT","https://www.zillow.com/santa-rosa-ca/14_p/","NEXT","https://www.zillow.com/santa-rosa-ca/15_p/","NEXT","https://www.zillow.com/santa-rosa-ca/16_p/","NEXT","https://www.zillow.com/santa-rosa-ca/17_p/","","","","","",""
"1572906928-5912","https://www.zillow.com/homes/santa-rosa-CA_rb/","","https://www.zillow.com/homedetails/3615-Aaron-Ct-Santa-Rosa-CA-95404/15863536_zpid/","Santa Rosa, CA 95404","New construction","3615 Aaron Ct,","","","","","4","https://www.zillow.com/santa-rosa-ca/4_p/","","","2,744","4","3","$1,249,004","$1,249,000","Single Family","2019","Gas","No Data","Single Family","0.25 acres","null","7","4","8","No Data","null","null","null","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
