web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href,next_page10,next_page10-href,next_page11,next_page11-href,next_page12,next_page12-href
"1572910577-7414","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/42-Sea-Breeze-Ct-Napa-CA-94559/19414196_zpid/","Napa, CA 94559","For sale","42 Sea Breeze Ct,","","","","","4","https://www.zillow.com/napa-ca/4_p/","","","2,077","3","3","null","$1,295,000","Single Family","1994","Forced air, Other","Central","Single Family","8,712 sqft","$4,500/mo","1","2","7","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572909974-7111","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/332-Brown-St-Napa-CA-94559/2088927955_zpid/","Napa, CA 94559","For sale","332 Brown St,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","5","null","None","$1,449,000","Multi Family","1978","No Data","No Data","Multi Family","$322","$5,500/mo","2","3","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","","","","","",""
"1572909806-7026","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/2596-1st-St-G-Napa-CA-94558/240299737_zpid/","Napa, CA 94558","For sale","2596 1st St # G,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,850","3","3","$745,151","$755,443","Single Family","2018","Other","Central","Single Family","1,892 sqft","$3,000/mo","4","2","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","NEXT","https://www.zillow.com/napa-ca/10_p/","","","",""
"1572910301-7278","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1044-Von-Brandt-St-Napa-CA-94559/19395054_zpid/","Napa, CA 94559","For sale","1044 Von Brandt St,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,328","2","1","None","$599,000","Single Family","1950","Other","None","Single Family","8,712 sqft","$2,500/mo","2","2","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572909765-7006","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/532-Westgate-Dr-Napa-CA-94558/19423803_zpid/","Napa, CA 94558","Lot/land","532 Westgate Dr,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","0.34 acres","null","None","$575,000","null","null","null","null","null","null","null","9","3","6","{""targetDiv"":""gpt-ad-ae4fa091-8ece-4202-bdb5-0111fb52ff75"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94558"",""aamgnrc1"":""532 Westgate Dr"",""mlat"":""38.353333"",""bd"":""4"",""fsbid"":""13601"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz395kv5aoula1000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""lot"",""pid"":""19423803"",""yrblt"":""1980-1989"",""lot"":""3"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1280509930525210223"",""premieragent"":""no"",""sqftrange"":""3500-3999"",""price"":""575000"",""sqft"":""3848"",""posting_url"":""http://greathomes.org/mls/property/21825703"",""mlong"":""-122.252291"",""state"":""CA"",""prange"":""500-599k""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","NEXT","https://www.zillow.com/napa-ca/10_p/","NEXT","https://www.zillow.com/napa-ca/11_p/","",""
"1572910650-7450","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1031-Berry-Ln-Napa-CA-94558/19416272_zpid/","Napa, CA 94558","For sale","1031 Berry Ln,","","","3","https://www.zillow.com/napa-ca/3_p/","","","","","1,986","3","2","$1,278,723","$1,300,000","Single Family","1980","Other","None","Single Family","1 acre","$4,500/mo","7","3","6","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572909894-7073","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/2141-Cuttings-Wharf-Rd-Napa-CA-94559/130979779_zpid/","Napa, CA 94559","Lot/land","2141 Cuttings Wharf Rd,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","21.6 acres","null","null","$3,800,000","null","null","null","null","null","null","$2,514/mo","6","2","7","{""targetDiv"":""gpt-ad-930b778c-815a-4ff8-a12d-8f538ca5c832"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94559"",""aamgnrc1"":""2141 Cuttings Wharf Rd"",""mlat"":""38.237699"",""bd"":""3"",""fsbid"":""2877"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISa5aoobllfpvw0000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""lot"",""pid"":""130979779"",""yrblt"":""1900-1919"",""lot"":""10"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""1845921950063304406"",""premieragent"":""no"",""sqftrange"":""1000-1499"",""price"":""3800000"",""sqft"":""1281"",""posting_url"":""http://www.coldwellbanker.com/listingdetail/CBREGS3H/"",""mlong"":""-122.312727"",""state"":""CA"",""park"":""yes"",""prange"":""3m-3_999m""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","","","","","",""
"1572909830-7039","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/605-Cottage-Dr-LOT-606-Napa-CA-94558/2083757195_zpid/","Napa, CA 94558","For sale","605 Cottage Dr LOT 606,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,004","2","2","null","$795,000","Condo","1972","No Data","No Data","Condo","$563/month","$2,600/mo","9","3","6","{""targetDiv"":""gpt-ad-8ee14fb6-233f-4034-b1f4-9ac6d73988b4"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Lot 606"",""aamgnrc1"":""605 Cottage Dr"",""bd"":""2"",""fsbid"":""14642"",""city"":""Napa"",""proptp"":""cnd"",""pid"":""2083757195"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""8766361834986562775"",""sqftrange"":""1000-1499"",""price"":""795000"",""sqft"":""1004"",""posting_url"":""http://www.TheMaglioccoGroup.com"",""mlong"":""-122.266618"",""state"":""CA"",""prange"":""700-799k"",""zip"":""94558"",""mlat"":""38.353762"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfcyap2ro9dz10000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1970-1979"",""zestimate"":""772611"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","NEXT","https://www.zillow.com/napa-ca/10_p/","","","",""
"1572909722-6983","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/538-Westgate-Dr-Napa-CA-94558/111416341_zpid/","Napa, CA 94558","Lot/land","538 Westgate Dr,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","0.34 acres","null","None","$350,000","null","null","null","null","null","null","null","9","3","6","{""targetDiv"":""gpt-ad-6ed63a29-191c-456f-83b4-a57ce56fbec3"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94558"",""aamgnrc1"":""538 Westgate Dr"",""mlat"":""38.354079"",""bd"":""0"",""fsbid"":""13601"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISeob96ppe1bbh1000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""lot"",""pid"":""111416341"",""lot"":""3"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1063840495610934337"",""premieragent"":""no"",""price"":""350000"",""posting_url"":""http://greathomes.org/mls/property/21912239"",""mlong"":""-122.25171"",""state"":""CA"",""prange"":""350-399k""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","NEXT","https://www.zillow.com/napa-ca/10_p/","NEXT","https://www.zillow.com/napa-ca/11_p/","",""
"1572910979-7610","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/7-Valley-Club-Cir-Napa-CA-94558/19409118_zpid/","Napa, CA 94558","For sale","7 Valley Club Cir,","","","","","","","","","1,983","3","3","$725,662","$729,900","Condo","1988","Other","No Data","Condo","$535/month","$3,300/mo","4","4","6","{""targetDiv"":""gpt-ad-293cc37e-3376-4218-adb4-217103e96b4b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""7 Valley Club Cir"",""bd"":""3"",""fsbid"":""13601"",""city"":""Napa"",""proptp"":""cnd"",""pid"":""19409118"",""lot"":""1"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""2306989636059416549"",""sqftrange"":""1500-1999"",""price"":""729900"",""sqft"":""1983"",""posting_url"":""http://greathomes.org/mls/property/21926270"",""mlong"":""-122.294169"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94558"",""mlat"":""38.332833"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvkvemksyi2bs1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""Vintage"",""yrblt"":""1980-1989"",""zestimate"":""725662"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572910720-7487","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/0-Berryessa-Knoxville-Rd-Napa-CA-94558/2084140776_zpid/","Napa, CA 94558","Lot/land","0 Berryessa Knoxville Rd,","","","3","https://www.zillow.com/napa-ca/3_p/","","","","","null","50 acres","null","null","$225,000","null","null","null","null","null","null","$2,200/mo","5","6","8","{""targetDiv"":""gpt-ad-ca16c658-90c8-4cda-a575-683d84264342"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94558"",""aamgnrc1"":""0 Berryessa Knoxville Rd"",""mlat"":""38.520162"",""bd"":""0"",""fsbid"":""9457"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvstyisbddz8x1000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""lot"",""pid"":""2084140776"",""lot"":""11,10"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-6205177892519223083"",""premieragent"":""no"",""price"":""225000"",""posting_url"":""https://www.sothebysrealty.com/id/ql2xv8"",""mlong"":""-122.21654"",""state"":""CA"",""prange"":""200-249k""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572910298-7277","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1527-Juanita-St-Napa-CA-94559/19417823_zpid/","Napa, CA 94559","Pre-foreclosure","1527 Juanita St,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","4","null","$482,064","$482,064","Single Family","1974","Other","None","Single Family","7,023 sqft","null","2","3","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572910260-7258","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/4593-Dry-Creek-Rd-Napa-CA-94558/19405718_zpid/","Napa, CA 94558","For sale","4593 Dry Creek Rd,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,602","3","2","null","$1,225,000","Single Family","1972","Forced air","Central","Single Family","1.78 acres","$3,450/mo","6","4","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572910034-7142","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/889-Oak-Leaf-Way-Napa-CA-94558/19423582_zpid/","Napa, CA 94558","For sale","889 Oak Leaf Way,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,015","2","2","null","$639,000","Condo","1979","Other","No Data","Condo","$688/month","$2,585/mo","9","3","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","","","","","","","",""
"1572910411-7332","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/7-Autumn-Creek-Ct-Napa-CA-94559/19416696_zpid/","Napa, CA 94559","For sale","7 Autumn Creek Ct,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","2,101","3","3","$754,033","$759,000","Single Family","1999","Other","No Data","Single Family","7,405 sqft","$3,500/mo","2","3","7","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572910884-7563","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/965-Chelebrooke-Ct-Napa-CA-94559/68998348_zpid/","Napa, CA 94559","For sale","965 Chelebrooke Ct,","","","","","","","","","2,019","3","2","null","$899,000","Single Family","2005","Other","Central","Single Family","6,534 sqft","$3,800/mo","2","3","7","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572910100-7176","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/11-Hacienda-Dr-Napa-CA-94558/2088025874_zpid/","Napa, CA 94558","For sale","11 Hacienda Dr,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,440","2","2","$175,000","$175,000","Mobile / Manufactured","1972","Forced air","Central","Mobile / Manufactured","$122","$2,950/mo","6","4","6","{""targetDiv"":""gpt-ad-a37de433-f55b-4b13-9065-3bb1c5cde874"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""11 Hacienda Dr"",""bd"":""2"",""fsbid"":""15647"",""city"":""Napa"",""proptp"":""mm"",""pid"":""2088025874"",""lot"":""1"",""zestibuck"":""150-199k"",""listtp"":""buy_agent"",""zguidh"":""-2642962044165687382"",""sqftrange"":""1000-1499"",""price"":""175000"",""sqft"":""1440"",""posting_url"":""http://www.mystatemls.com/property/10648065"",""mlong"":""-122.327808"",""state"":""CA"",""prange"":""150-199k"",""zip"":""94558"",""mlat"":""38.342301"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjj6xuoefztkc1000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""hood"":""Vineyard_Estates"",""yrblt"":""1970-1979"",""zestimate"":""175000"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","","","","","","","",""
"1572910952-7596","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1314-1326-Trower-Ave-Napa-CA-94558/2082189033_zpid/","Napa, CA 94558","For sale","1314 1326 Trower Ave,","","","","","","","","","null","--","null","$799,000","$799,000","Multi Family","1979","No Data","No Data","Multi Family","$329","null","6","4","6","{""targetDiv"":""gpt-ad-379686a9-910d-4284-be41-5f4484b49719"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1314 1326 Trower Ave"",""bd"":""0"",""fsbid"":""13599"",""city"":""Napa"",""proptp"":""mfh"",""pid"":""2082189033"",""lot"":""2"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-4404334006337330022"",""sqftrange"":""2000-2499"",""price"":""799000"",""sqft"":""2425"",""posting_url"":""https://www.bhhs.com/drysdaleproperties-ca326/ca/1314-1326-trower-avenue-napa-94558/pid-2170662923?lead=MemberKey%3D1095437%26LeadBrand%3D11413101711000010000"",""mlong"":""-122.306188"",""state"":""CA"",""prange"":""700-799k"",""zip"":""94558"",""mlat"":""38.334087"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7e6gpoaz30ef0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""Vintage"",""yrblt"":""1970-1979"",""zestimate"":""799000"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572910925-7583","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/2416-Maclean-St-Napa-CA-94558/19411703_zpid/","Napa, CA 94558","For sale","2416 Maclean St,","","","","","","","","","1,724","3","2","null","$679,000","Single Family","1989","Other","Central","Single Family","7,405 sqft","$3,200/mo","6","4","6","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572910230-7242","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/2686-Las-Amigas-Rd-Napa-CA-94559/19418237_zpid/","Napa, CA 94559","For sale","2686 Las Amigas Rd,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","2,592","2","2","null","$7,995,000","Single Family","2009","Other","None","Single Family","43.16 acres","$8,500/mo","6","2","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","","","","","","","","","",""
"1572910373-7312","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/244-Clover-Way-Napa-CA-94558/63072789_zpid/","Napa, CA 94558","For sale","244 Clover Way,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,620","3","2","$284,115","$292,000","Mobile / Manufactured","1991","No Data","No Data","Mobile / Manufactured","$180","$1,750/mo","6","4","6","{""targetDiv"":""gpt-ad-0dda27ca-778d-42be-9619-a0fa1f8ae325"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""244 Clover Way"",""bd"":""3"",""fsbid"":""13601"",""city"":""Napa"",""proptp"":""mm"",""pid"":""63072789"",""zestibuck"":""250-299k"",""listtp"":""buy_agent"",""zguidh"":""-7998236851831809694"",""sqftrange"":""1500-1999"",""price"":""292000"",""sqft"":""1620"",""posting_url"":""http://greathomes.org/mls/property/21925805"",""mlong"":""-122.330164"",""state"":""CA"",""prange"":""250-299k"",""zip"":""94558"",""mlat"":""38.348987"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3b1fp8rd7swn1000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Vineyard_Estates"",""yrblt"":""1990-1999"",""zestimate"":""284115"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572910750-7503","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1685-Silverado-Trl-Napa-CA-94559/19415637_zpid/","Napa, CA 94559","For sale","1685 Silverado Trl,","2","https://www.zillow.com/napa-ca/2_p/","","","","","","","null","--","null","null","$849,000","Multi Family","1951","Wall","Evaporative","Multi Family","$361","$3,250/mo","5","4","6","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572909941-7094","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1314-Mckinstry-St-2084-Napa-CA-94559/79815529_zpid/","Napa, CA 94559","For sale","1314 Mckinstry St # 2084,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","450","--","1","null","$450,000","Condo","2008","No Data","No Data","Condo","$627/month","$1,950/mo","2","4","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","","","","","",""
"1572910254-7255","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/21-Lighthouse-Ct-Napa-CA-94559/19414376_zpid/","Napa, CA 94559","For sale","21 Lighthouse Ct,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","2,190","4","3","null","$1,199,000","Single Family","1992","Forced air","Central","Single Family","5,742 sqft","$4,200/mo","1","2","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572910382-7317","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1283-Foster-Rd-Napa-CA-94558/19413506_zpid/","Napa, CA 94558","For sale","1283 Foster Rd,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","3,784","4","3","$1,278,232","$1,300,000","Single Family","1947","Forced air","Central","Single Family","1.04 acres","$4,950/mo","1","2","7","{""targetDiv"":""gpt-ad-c9c73a70-24a6-49fa-843d-b007815939fa"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1283 Foster Rd"",""bd"":""4"",""fsbid"":""13601"",""city"":""Napa"",""proptp"":""sfh"",""pid"":""19413506"",""lot"":""6"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-7575037125309194610"",""sqftrange"":""3500-3999"",""price"":""1300000"",""sqft"":""3784"",""posting_url"":""http://greathomes.org/mls/property/21923505"",""mlong"":""-122.306403"",""state"":""CA"",""prange"":""1-1_499m"",""zip"":""94558"",""mlat"":""38.272659"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnaiza7n4wcow0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Coventry_Manor"",""yrblt"":""1940-1959"",""zestimate"":""1278232"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572910449-7352","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1494-Walnut-Dr-Oakville-CA-94558/2084344570_zpid/","Oakville, CA 94558","For sale","1494 Walnut Dr,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","5,506","5","5.5","$12,701,176","$13,495,000","Single Family","2004","No Data","No Data","Single Family","23.92 acres","$44,599/mo","5","6","8","{""targetDiv"":""gpt-ad-c13e52a5-8744-4f84-b415-ca765a6904e1"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1494 Walnut Dr"",""bd"":""5"",""fsbid"":""13601"",""city"":""Oakville"",""proptp"":""sfh"",""pid"":""2084344570"",""lot"":""10"",""zestibuck"":""10m-14_999m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-5765806443662770487"",""sqftrange"":""5000-5999"",""price"":""13495000"",""sqft"":""5506"",""posting_url"":""http://greathomes.org/mls/property/21912603"",""mlong"":""-122.42759"",""state"":""CA"",""prange"":""10m-14_999m"",""zip"":""94558"",""mlat"":""38.432759"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmqmt9nkl3zhq0000000000.jpg"",""zusr"":""true"",""price_band"":""z3m"",""yrblt"":""2000-2009"",""zestimate"":""12701176"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572909659-6952","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1065-Westridge-Dr-Napa-CA-94558/2085649552_zpid/","Napa, CA 94558","Lot/land","1065 Westridge Dr,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","0.28 acres","null","None","$99,000","null","null","null","null","null","null","$1,950/mo","9","3","6","{""targetDiv"":""gpt-ad-c620130f-7b97-4a1a-8c03-383fe279d9f7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94558"",""aamgnrc1"":""1065 Westridge Dr"",""mlat"":""38.515013"",""bd"":""0"",""fsbid"":""13601"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISqlxh1ydu0u2m0000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""lot"",""pid"":""2085649552"",""lot"":""3"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""2122327580290927568"",""premieragent"":""no"",""price"":""99000"",""posting_url"":""http://greathomes.org/mls/property/21904166"",""mlong"":""-122.185059"",""state"":""CA"",""prange"":""0-100k""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","NEXT","https://www.zillow.com/napa-ca/10_p/","NEXT","https://www.zillow.com/napa-ca/11_p/","",""
"1572910602-7426","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1069-Shadybrook-Ln-Napa-CA-94558/19420368_zpid/","Napa, CA 94558","For sale","1069 Shadybrook Ln,","","","","","4","https://www.zillow.com/napa-ca/4_p/","","","3,936","4","4","null","$3,875,000","Single Family","1984","Other","Central","Single Family","1.84 acres","$7,800/mo","7","3","6","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572910684-7468","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1851-Madrona-St-Napa-CA-94559/19394572_zpid/","Napa, CA 94559","For sale","1851 Madrona St,","","","3","https://www.zillow.com/napa-ca/3_p/","","","","","873","2","1","null","$629,000","Single Family","1932","Other","None","Single Family","4,791 sqft","$2,600/mo","2","2","7","No Data","null","null","null","null","","","","","","","","","","","","","",""
