web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href,next_page10,next_page10-href,next_page11,next_page11-href,next_page12,next_page12-href
"1572910405-7329","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/150-Silverado-Trl-TRLR-14-Napa-CA-94559/2083509700_zpid/","Napa, CA 94559","For sale","150 Silverado Trl TRLR 14,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","--","2","2","$115,000","$115,000","Mobile / Manufactured","1969","Forced air","No Data","Mobile / Manufactured","No Data","$2,101/mo","2","3","7","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572910681-7467","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1043-Ross-Cir-Napa-CA-94558/19418731_zpid/","Napa, CA 94558","For sale","1043 Ross Cir,","","","3","https://www.zillow.com/napa-ca/3_p/","","","","","4,921","4","6","$4,122,329","$4,500,000","Single Family","2018","Forced air, Heat pump","Central","Single Family","0.5 acres","$17,500/mo","9","3","6","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572910323-7288","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1060-Rutherford-Rd-Napa-CA-94558/19404716_zpid/","Napa, CA 94558","For sale","1060 Rutherford Rd,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","3,139","4","3","null","$2,450,000","Single Family","2005","Forced air","Central","Single Family","0.36 acres","$5,800/mo","5","6","8","{""targetDiv"":""gpt-ad-e290f3c3-d9d4-4b66-aaa7-c671d3813625"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94558"",""aamgnrc1"":""1060 Rutherford Rd"",""mlat"":""38.46188"",""bd"":""4"",""fsbid"":""14643"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS6qfzramcm90j1000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""sfh"",""pid"":""19404716"",""yrblt"":""2000-2009"",""lot"":""3"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1483361259237556313"",""premieragent"":""no"",""sqftrange"":""3000-3499"",""price"":""2450000"",""sqft"":""3139"",""posting_url"":""http://www.GatesEstatessir.com"",""mlong"":""-122.418052"",""state"":""CA"",""park"":""yes"",""prange"":""2-2_499m""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572910311-7282","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1169-Wyatt-Ave-Napa-CA-94559/250823653_zpid/","Napa, CA 94559","For sale","1169 Wyatt Ave,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","2,928","4","4","$1,347,573","$1,280,000","Single Family","2019","Other","Central","Single Family","8,712 sqft","$4,692/mo","2","3","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572910478-7367","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/255-Country-Club-Ln-Napa-CA-94558/19405183_zpid/","Napa, CA 94558","For sale","255 Country Club Ln,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,412","3","2","null","$499,000","Single Family","1989","Other","No Data","Single Family","10,511 sqft","$2,500/mo","9","3","6","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572909909-7079","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/198-Westgate-Dr-Napa-CA-94558/19423690_zpid/","Napa, CA 94558","Lot/land","198 Westgate Dr,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","0.83 acres","null","None","$725,000","null","null","null","null","null","null","null","9","3","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","","","","","",""
"1572910434-7345","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/4146-Fairfax-Dr-Napa-CA-94558/19397522_zpid/","Napa, CA 94558","For sale","4146 Fairfax Dr,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","2,343","5","3","null","$759,000","Single Family","1974","Forced air","None","Single Family","7,866 sqft","$3,600/mo","6","4","6","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572910336-7294","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/526-Neptune-Ct-Napa-CA-94558/2082536370_zpid/","Napa, CA 94558","Lot/land","526 Neptune Ct,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","0.43 acres","null","None","$79,000","null","null","null","null","null","null","$1,950/mo","9","3","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572909788-7018","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/0-Beechwood-Ct-Napa-CA-94558/2099395637_zpid/","Napa, CA 94558","Lot/land","0 Beechwood Ct,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","10,018 sqft","null","None","$39,999","null","null","null","null","null","null","$1,950/mo","9","3","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","NEXT","https://www.zillow.com/napa-ca/10_p/","","","",""
"1572910081-7166","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/220-Wintergreen-Cir-Napa-CA-94558/19424065_zpid/","Napa, CA 94558","For sale","220 Wintergreen Cir,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","3,540","3","4","null","$2,350,000","Single Family","1999","No Data","No Data","Single Family","4,356 sqft","$7,767/mo","9","3","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","","","","","","","",""
"1572910399-7326","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/394-Webber-St-Napa-CA-94559/19395146_zpid/","Napa, CA 94559","For sale","394 Webber St,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,095","3","2","$710,200","$715,000","Single Family","1953","Other","Central","Single Family","7,840 sqft","$2,877/mo","2","2","7","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572909838-7044","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/2030-Hoffman-Ln-Napa-CA-94558/300140673_zpid/","Napa, CA 94558","For sale","2030 Hoffman Ln,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","2,660","4","3","null","$5,700,000","Single Family","No Data","None","No Data","Single Family","8.88 acres","$3,400/mo","5","4","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","NEXT","https://www.zillow.com/napa-ca/10_p/","","","",""
"1572910236-7245","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/624-Montecito-Blvd-Napa-CA-94559/19416188_zpid/","Napa, CA 94559","Pre-foreclosure / auction","624 Montecito Blvd,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,692","3","4","null","null","Single Family","1988","Other","None","Single Family","4.75 acres","null","6","3","7","{""targetDiv"":""gpt-ad-588d0bf3-f555-4da4-b25c-14bad010b440"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94559"",""aamgnrc1"":""624 Montecito Blvd"",""mlat"":""38.306149"",""bd"":""3"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvsloxy7arvwd0000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""sfh"",""pid"":""19416188"",""hood"":""Alta_Heights"",""yrblt"":""1980-1989"",""lot"":""7"",""listtp"":""buy_foreclosure"",""zguidh"":""-6763032597769263254"",""premieragent"":""no"",""sqftrange"":""1500-1999"",""price"":""1250000"",""sqft"":""1692"",""posting_url"":"""",""mlong"":""-122.26306"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","","","","","","","","","",""
"1572910028-7139","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/2424-Sonoma-St-Napa-CA-94558/19390762_zpid/","Napa, CA 94558","Pre-foreclosure","2424 Sonoma St,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","875","2","1","$351,780","$351,780","Single Family","1943","Other","None","Single Family","5,970 sqft","null","3","4","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","","","","","","","",""
"1572909889-7070","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/0-Zinnia-Ln-73-Napa-CA-9458/2086059673_zpid/","Napa, CA 9458","Lot/land","0 Zinnia Ln # 73,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","0.25 acres","null","None","$25,000","null","null","null","null","null","null","$2,481/mo","6","2","7","{""targetDiv"":""gpt-ad-a510c0e4-7754-490b-b458-fefda23562aa"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 73"",""zip"":""9458"",""aamgnrc1"":""0 Zinnia Ln"",""mlat"":""38.2225"",""bd"":""0"",""fsbid"":""15050"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISi7xhzahn45h91000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""lot"",""pid"":""2086059673"",""lot"":""2,3"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""4886389087272478770"",""premieragent"":""no"",""price"":""25000"",""posting_url"":"""",""mlong"":""-122.3428"",""state"":""CA"",""prange"":""0-100k""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","NEXT","https://www.zillow.com/napa-ca/10_p/","","","",""
"1572910417-7335","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1422-Meek-Ave-LOT-1422-1-2-Napa-CA-94559/2087761046_zpid/","Napa, CA 94559","For sale","1422 Meek Ave LOT 1422-1/2,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","2,039","4","2","$1,154,969","$1,198,000","Single Family","1941","No Data","No Data","Single Family","0.3 acres","$4,032/mo","6","3","7","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572910501-7377","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1588-Milton-Rd-Napa-CA-94559/111416342_zpid/","Napa, CA 94559","For sale","1588 Milton Rd,","","","","","4","https://www.zillow.com/napa-ca/4_p/","","","2,294","3","2","$1,272,605","$1,299,000","Single Family","2012","Other","No Data","Single Family","6,098 sqft","$4,500/mo","6","2","7","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572910863-7552","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1042-Seminary-St-Napa-CA-94559/19393133_zpid/","Napa, CA 94559","Foreclosure","1042 Seminary St,","2","https://www.zillow.com/napa-ca/2_p/","","","","","","","2,753","3","2","null","$889,900","Single Family","1905","Other","None","Single Family","6,985 sqft","$3,300/mo","2","4","7","{""targetDiv"":""gpt-ad-bc2b52c0-6b82-4181-b123-8ce1eca6e126"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1042 Seminary St"",""bd"":""3"",""fsbid"":""14224"",""city"":""Napa"",""proptp"":""sfh"",""pid"":""19393133"",""lot"":""2"",""listtp"":""buy_foreclosure"",""stale"":""yes"",""zguidh"":""-8196021340712640574"",""sqftrange"":""2500-2999"",""price"":""889900"",""sqft"":""2753"",""posting_url"":""http://www.JulieLarsen.com"",""mlong"":""-122.290696"",""state"":""CA"",""park"":""yes"",""prange"":""800-899k"",""zip"":""94559"",""mlat"":""38.297807"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3jnl3swpvnt61000000000.jpg"",""zusr"":""true"",""hood"":""Downtown"",""yrblt"":""1900-1919"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572909662-6953","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/0-NW-Silverado-Trail-Rd-Napa-CA-94558/2088314231_zpid/","Napa, CA 94558","Lot/land","0 NW Silverado Trail Rd,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","12 acres","null","None","$2,690,000","null","null","null","null","null","null","$1,950/mo","4","4","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","NEXT","https://www.zillow.com/napa-ca/10_p/","NEXT","https://www.zillow.com/napa-ca/11_p/","",""
"1572910367-7309","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/2670-Atlas-Peak-Rd-Napa-CA-94558/19410017_zpid/","Napa, CA 94558","For sale","2670 Atlas Peak Rd,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","2,718","3","4","null","$2,599,888","Single Family","1982","Other","Central","Single Family","5.1 acres","$5,500/mo","9","3","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572910358-7305","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/430-Randolph-St-Napa-CA-94559/129652009_zpid/","Napa, CA 94559","For sale","430 Randolph St,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","2,383","6","4","null","$1,095,000","Multi Family","1847","None","No Data","Multi Family","$460","$2,375/mo","2","3","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572910075-7163","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1044-Loma-Vista-Dr-Napa-CA-94558/59400237_zpid/","Napa, CA 94558","Lot/land","1044 Loma Vista Dr,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","1.38 acres","null","None","$619,000","null","null","null","null","null","null","null","9","3","6","{""targetDiv"":""gpt-ad-c6f66062-8ba6-4cfe-801d-568124a2e259"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94558"",""aamgnrc1"":""1044 Loma Vista Dr"",""mlat"":""38.375869"",""bd"":""3"",""fsbid"":""13599"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf8ryfoj9x4or0000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""lot"",""pid"":""59400237"",""yrblt"":""1960-1969"",""lot"":""6"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-2206952956457639676"",""premieragent"":""no"",""sqftrange"":""2000-2499"",""price"":""619000"",""sqft"":""2042"",""posting_url"":""https://www.bhhs.com/drysdaleproperties-ca326/ca/1044-loma-vista-drive-napa-94558/pid-2170659996?lead=MemberKey%3D335905%26LeadBrand%3D11413101711000010000"",""mlong"":""-122.290227"",""state"":""CA"",""prange"":""600-699k""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","","","","","","","",""
"1572910731-7494","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/809-Bahia-Vista-Ct-Napa-CA-94558/2140114978_zpid/","Napa, CA 94558","For sale","809 Bahia Vista Ct,","","","3","https://www.zillow.com/napa-ca/3_p/","","","","","1,248","3","2","$284,102","$289,900","Single Family","No Data","No Data","No Data","Single Family","0.29 acres","$2,400/mo","9","3","6","{""targetDiv"":""gpt-ad-680fcd80-7074-4001-958e-c2db7554c948"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""809 Bahia Vista Ct"",""bd"":""3"",""fsbid"":""13601"",""city"":""Napa"",""proptp"":""sfh"",""pid"":""2140114978"",""lot"":""3"",""zestibuck"":""250-299k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""6258310772061214855"",""sqftrange"":""1000-1499"",""price"":""289900"",""sqft"":""1248"",""posting_url"":""http://greathomes.org/mls/property/21831145"",""mlong"":""-122.188217"",""state"":""CA"",""prange"":""250-299k"",""zip"":""94558"",""mlat"":""38.515943"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjzqziq9yw0pv0000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""zestimate"":""284102"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572909905-7077","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/0-Mckinley-Ave-Napa-CA-94558/2085375440_zpid/","Napa, CA 94558","Lot/land","0 Mckinley Ave,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","3.62 acres","null","None","$1,150,000","null","null","null","null","null","null","$1,950/mo","9","3","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","","","","","",""
"1572910392-7322","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/19-Newell-Cir-Napa-CA-94558/2082364811_zpid/","Napa, CA 94558","For sale","19 Newell Cir,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","--","2","2","$155,909","$159,000","Mobile / Manufactured","1971","No Data","No Data","Mobile / Manufactured","No Data","null","6","4","6","{""targetDiv"":""gpt-ad-d1326143-b2ea-480f-9a7d-d962a480890f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94558"",""aamgnrc1"":""19 Newell Cir"",""mlat"":""38.341168"",""bd"":""2"",""fsbid"":""13601"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7ihf74c9ao3p0000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""mm"",""pid"":""2082364811"",""price_band"":""z100"",""hood"":""Vineyard_Estates"",""yrblt"":""1970-1979"",""zestimate"":""155909"",""zestibuck"":""150-199k"",""listtp"":""buy_agent"",""zguidh"":""7138174749644132075"",""premieragent"":""no"",""price"":""159000"",""posting_url"":""http://greathomes.org/mls/property/21926827"",""mlong"":""-122.327957"",""state"":""CA"",""prange"":""150-199k""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572910148-7200","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/563-Monroe-St-Napa-CA-94559/19393861_zpid/","Napa, CA 94559","Pre-foreclosure","563 Monroe St,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","3","null","$368,847","$368,847","Single Family","1908","Other","None","Single Family","6,974 sqft","null","2","2","7","{""targetDiv"":""gpt-ad-784d34ce-ff0f-4e40-a68c-d605d330a2a7"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""563 Monroe St"",""bd"":""3"",""city"":""Napa"",""proptp"":""sfh"",""pid"":""19393861"",""lot"":""2"",""zestibuck"":""450-499k"",""listtp"":""buy_foreclosure"",""zguidh"":""-1558846502122998138"",""sqftrange"":""500-999"",""price"":""498442"",""sqft"":""532"",""posting_url"":"""",""mlong"":""-122.299477"",""state"":""CA"",""park"":""yes"",""prange"":""450-499k"",""zip"":""94559"",""mlat"":""38.294037"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z400"",""hood"":""Fuller_Park"",""yrblt"":""1900-1919"",""zestimate"":""498442"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","","","","","","","","","",""
"1572910826-7534","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1559-Laurel-St-Napa-CA-94559/19395606_zpid/","Napa, CA 94559","For sale","1559 Laurel St,","2","https://www.zillow.com/napa-ca/2_p/","","","","","","","1,929","3","3","$1,524,193","$1,575,000","Single Family","1915","Wall","None","Single Family","3,920 sqft","$3,189/mo","2","3","7","{""targetDiv"":""gpt-ad-ff555983-447b-491a-acb7-2554d9967e3c"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1559 Laurel St"",""bd"":""3"",""fsbid"":""14224"",""city"":""Napa"",""proptp"":""sfh"",""pid"":""19395606"",""lot"":""1"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_agent"",""zguidh"":""-4198075397105157176"",""sqftrange"":""1500-1999"",""price"":""1575000"",""sqft"":""1929"",""posting_url"":"""",""mlong"":""-122.290034"",""state"":""CA"",""park"":""yes"",""prange"":""1_5-1_999m"",""zip"":""94559"",""mlat"":""38.292406"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjnpes69oq2yp1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Fuller_Park"",""yrblt"":""1900-1919"",""zestimate"":""1524193"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572910724-7489","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/2045-Monticello-Rd-Napa-CA-94558/19418450_zpid/","Napa, CA 94558","For sale","2045 Monticello Rd,","","","3","https://www.zillow.com/napa-ca/3_p/","","","","","1,150","3","2","null","$735,000","Single Family","1910","Other","None","Single Family","0.62 acres","$2,854/mo","9","3","6","{""targetDiv"":""gpt-ad-43381349-965c-48a8-8b10-664b8155bc54"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""2045 Monticello Rd"",""bd"":""3"",""fsbid"":""2877"",""city"":""Napa"",""proptp"":""sfh"",""pid"":""19418450"",""lot"":""4"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1018888216807175582"",""sqftrange"":""1000-1499"",""price"":""735000"",""sqft"":""1150"",""posting_url"":""http://www.coldwellbanker.com/listingdetail/CBL33NZS/"",""mlong"":""-122.258979"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94558"",""mlat"":""38.339171"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISu8u9wny663iu1000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""1900-1919"",""zestimate"":""726298"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572910529-7391","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/1579-Silverado-Trl-Napa-CA-94559/19415749_zpid/","Napa, CA 94559","For sale","1579 Silverado Trl,","","","","","4","https://www.zillow.com/napa-ca/4_p/","","","1,490","4","2","$1,273,803","$1,150,000","Single Family","1930","Other","No Data","Single Family","1.75 acres","$4,176/mo","5","4","6","No Data","null","null","null","null","","","","","","","","","","","","","",""
"1572910342-7297","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/64-Hacienda-Dr-Napa-CA-94558/2101001390_zpid/","Napa, CA 94558","For sale","64 Hacienda Dr,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","1,040","2","2","null","$141,000","Mobile / Manufactured","1974","No Data","No Data","Mobile / Manufactured","$136","$3,043/mo","6","4","6","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","","","","","","","","","","","",""
"1572909988-7118","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/491-Randolph-St-Napa-CA-94559/2085834819_zpid/","Napa, CA 94559","For sale","491 Randolph St,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","6","null","$1,397,394","$1,450,000","Multi Family","No Data","No Data","No Data","Multi Family","No Data","$2,600/mo","2","3","7","No Data","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","","","","","",""
"1572909635-6939","https://www.zillow.com/homes/napa-CA_rb/","","https://www.zillow.com/homedetails/0-Westridge-Dr-Napa-CA-94558/2110811848_zpid/","Napa, CA 94558","Lot/land","0 Westridge Dr,","","","","","","","5","https://www.zillow.com/napa-ca/5_p/","null","0.27 acres","null","None","$50,000","null","null","null","null","null","null","$1,950/mo","9","3","6","{""targetDiv"":""gpt-ad-fec3e022-6f3f-4967-a16e-e9adb97b8d64"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""94558"",""aamgnrc1"":""0 Westridge Dr"",""mlat"":""38.512871"",""bd"":""0"",""fsbid"":""13601"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7umjft8krd7f0000000000.jpg"",""zusr"":""true"",""city"":""Napa"",""proptp"":""lot"",""pid"":""2110811848"",""lot"":""3"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-6827617265116235594"",""premieragent"":""no"",""price"":""50000"",""posting_url"":""http://greathomes.org/mls/property/21811345"",""mlong"":""-122.183167"",""state"":""CA"",""prange"":""0-100k""}}","null","null","null","null","NEXT","https://www.zillow.com/napa-ca/6_p/","NEXT","https://www.zillow.com/napa-ca/7_p/","NEXT","https://www.zillow.com/napa-ca/8_p/","NEXT","https://www.zillow.com/napa-ca/9_p/","NEXT","https://www.zillow.com/napa-ca/10_p/","NEXT","https://www.zillow.com/napa-ca/11_p/","NEXT","https://www.zillow.com/napa-ca/12_p/"
