web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572907632-1267","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/147-Wild-Horse-Valley-Dr-Novato-CA-94947/19284644_zpid/","Novato, CA 94947","For sale","147 Wild Horse Valley Dr,","2","https://www.zillow.com/novato-ca/2_p/","","","","","2,962","4","2","null","$1,375,000","Single Family","1978","Other","No Data","2 spaces","1.66 acres","$5,600/mo","6","6","8","null","No","null","null","$16,151"
"1572907268-1173","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/73-Corte-Roble-Novato-CA-94949/19291324_zpid/","Novato, CA 94949","For sale","73 Corte Roble,","2","https://www.zillow.com/novato-ca/2_p/","","","","","2,372","4","4","$1,138,502","$1,150,000","Single Family","1958","Other","No Data","2 spaces","8,712 sqft","$4,950/mo","4","8","null","null","No","null","null","$10,470"
"1572903845-704","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/1-Meadow-View-Ln-San-Geronimo-CA-94963/2107730917_zpid/","San Geronimo, CA 94963","Lot/land","1 Meadow View Ln,","","","","","4","https://www.zillow.com/novato-ca/4_p/","null","1.17 acres","null","null","$335,000","null","null","null","null","null","null","$2,600/mo","4","8","null","null","Other","null","Other","null"
"1572908010-1391","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/5-Eagle-Gap-Rd-Novato-CA-94949/19292246_zpid/","Novato, CA 94949","For sale","5 Eagle Gap Rd,","","","","","","","2,285","4","3","null","$840,000","Townhouse","1974","Other","No Data","1 space","2,400 sqft","$3,900/mo","4","8","null","null","No","null","null","$8,465"
"1572908205-1457","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/192-Michele-Cir-Novato-CA-94947/19278154_zpid/","Novato, CA 94947","For sale","192 Michele Cir,","","","","","","","1,344","3","2","null","$669,000","Single Family","1970","Other","No Data","2 spaces","9,147 sqft","$3,500/mo","6","6","8","null","Composition","null","null","$1,946"
"1572907521-1230","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/322-Laurel-Ave-Novato-CA-94945/63039382_zpid/","Novato, CA 94945","For sale","322 Laurel Ave,","2","https://www.zillow.com/novato-ca/2_p/","","","","","1,232","2","1","null","$849,000","Single Family","1977","Other","No Data","1 space","0.46 acres","$3,800/mo","4","6","8","null","No","null","null","$2,819"
"1572904936-1062","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/0-San-Marin-Dr-Novato-CA-94945/2084692360_zpid/","Novato, CA 94945","Lot/land","0 San Marin Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","null","1.41 acres","null","None","$150,000","null","null","null","null","null","null","$2,700/mo","7","6","8","null","Forest/Woods","null","Cable Available, City, Gas Avail, Phone Avail, Elec @ Street, Elec Avail, Cable TBD, Gas TBD, Phone TBD, Gas in Street, Elec TBD","null"
"1572907450-1213","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/824-Arlene-Way-Novato-CA-94947/19292631_zpid/","Novato, CA 94947","For sale","824 Arlene Way,","2","https://www.zillow.com/novato-ca/2_p/","","","","","1,674","3","3","$665,073","$670,000","Condo","1980","Other","No Data","1 space","$370/month","$3,450/mo","4","8","null","null","No","null","null","$8,441"
"1572904591-946","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/69-Dolphin-Isle-Novato-CA-94949/19290452_zpid/","Novato, CA 94949","Pre-foreclosure / auction","69 Dolphin Isle,","","","3","https://www.zillow.com/novato-ca/3_p/","","","null","4","null","$874,320","$874,320","Single Family","1987","Other","No Data","2 spaces","9,100 sqft","null","4","8","null","null","Composition","null","null","$8,726"
"1572908594-1550","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/190-Cabro-Ct-Novato-CA-94947/19285255_zpid/","Novato, CA 94947","For sale","190 Cabro Ct,","","","","","","","2,644","5","3","$1,166,497","$1,149,000","Single Family","1973","Other","No Data","2 spaces","0.25 acres","$4,700/mo","6","6","8","null","Composition","null","null","$9,905"
"1572907163-1151","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/50-Half-Moon-Rd-Novato-CA-94947/19284627_zpid/","Novato, CA 94947","For sale","50 Half Moon Rd,","2","https://www.zillow.com/novato-ca/2_p/","","","","","2,028","3","3","$1,145,834","$1,135,000","Single Family","2018","Forced air","None","6 spaces","0.38 acres","$4,250/mo","6","6","8","None","Composition","null","null","$14,630"
"1572907408-1203","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/204-Montego-Ky-Novato-CA-94949/19289928_zpid/","Novato, CA 94949","For sale by owner","204 Montego Ky,","2","https://www.zillow.com/novato-ca/2_p/","","","","","3,500","4","4","null","$2,500,000","Single Family","1964","Baseboard, Forced air, Other","Central, Refrigeration","6 spaces","9,920 sqft","$5,000/mo","4","8","null","Central, Refrigeration","Asphalt","null","null","$12,125"
"1572904314-857","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/5-Meadow-View-Ln-San-Geronimo-CA-94963/2107730915_zpid/","San Geronimo, CA 94963","Lot/land","5 Meadow View Ln,","","","3","https://www.zillow.com/novato-ca/3_p/","","","null","1.56 acres","null","null","$275,000","null","null","null","null","null","null","$2,600/mo","4","8","null","null","Other","null","Other","null"
"1572908470-1508","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/43-Shannon-Ct-LOT-47-Novato-CA-94949/2082301479_zpid/","Novato, CA 94949","For sale","43 Shannon Ct LOT 47,","","","","","","","2,520","4","4","null","$1,195,000","Multi Family","1978","No Data","No Data","No Data","$474","null","5","5","8","null","No","null","null","null"
"1572908258-1472","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/650-Hancock-St-Novato-CA-94945/19288464_zpid/","Novato, CA 94945","For sale","650 Hancock St,","","","","","","","1,296","3","2","$707,996","$699,000","Single Family","1952","Wall","No Data","1 space","9,583 sqft","$3,500/mo","6","6","8","null","Other","null","null","$5,230"
"1572903841-702","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/255-Alameda-Del-Prado-Novato-CA-94949/95740974_zpid/","Novato, CA 94949","Lot/land","255 Alameda Del Prado,","","","","","4","https://www.zillow.com/novato-ca/4_p/","null","22 acres","null","None","$2,310,000","null","null","null","null","null","null","null","4","8","null","null","Bay, Hills, Other, Greenbelt","null","City, Gas Avail, Phone Avail, Elec @ Lot Line, Gas @ Lot Line, Elec @ Street","$9,049"
"1572907967-1378","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/900-Arlene-Way-Novato-CA-94947/19292649_zpid/","Novato, CA 94947","Pre-foreclosure","900 Arlene Way,","","","","","","","null","3","null","$544,987","$544,987","Single Family","1980","Other","No Data","1 space","1,653 sqft","null","4","8","null","null","No","null","null","$9,507"
"1572907701-1290","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/727-Alice-St-Novato-CA-94945/19288550_zpid/","Novato, CA 94945","For sale","727 Alice St,","2","https://www.zillow.com/novato-ca/2_p/","","","","","1,673","4","2","null","$819,000","Single Family","1975","Other","Central","1 space","0.45 acres","$3,800/mo","6","6","8","Central","Tile","null","null","$10,116"
"1572907823-1330","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/635-Arlington-Cir-Novato-CA-94947/19286055_zpid/","Novato, CA 94947","For sale","635 Arlington Cir,","2","https://www.zillow.com/novato-ca/2_p/","","","","","2,230","4","2","$1,121,202","$1,099,000","Single Family","1971","Forced air, Other","No Data","2 spaces","0.29 acres","$4,800/mo","5","5","8","null","No","null","null","$11,159"
"1572907723-1296","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/106-106-Atherton-Ave-Novato-CA-94945/2083435992_zpid/","Novato, CA 94945","For sale","106 106 Atherton Ave,","2","https://www.zillow.com/novato-ca/2_p/","","","","","2,360","4","4","null","$1,149,000","Single Family","1947","No Data","No Data","No Data","1.5 acres","$5,150/mo","4","6","8","null","No","null","null","null"
"1572908618-1557","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/54-Drakewood-Ln-Novato-CA-94947/19285839_zpid/","Novato, CA 94947","For sale","54 Drakewood Ln,","","","","","","","3,456","4","3","$1,182,385","$1,169,000","Single Family","1972","Other","No Data","2 spaces","0.73 acres","$4,500/mo","5","5","8","null","Composition","null","null","$3,783"
"1572908080-1416","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/14-Winged-Foot-Dr-Novato-CA-94949/19291636_zpid/","Novato, CA 94949","For sale","14 Winged Foot Dr,","","","","","","","2,726","4","3","$1,556,704","$1,575,000","Single Family","1964","Baseboard, Forced air, Other","Central","3 spaces","0.4 acres","$6,500/mo","4","8","null","Central","Other","null","null","$21,345"
"1572908690-1581","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/605-Manuel-Dr-Novato-CA-94945/19288603_zpid/","Novato, CA 94945","For sale","605 Manuel Dr,","","","","","","","1,300","4","2","null","$749,000","Single Family","1952","Other","No Data","1 space","7,139 sqft","$3,600/mo","6","6","8","null","Composition","null","null","$6,563"
"1572904681-976","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/62-Rosewood-Dr-Novato-CA-94947/19288276_zpid/","Novato, CA 94947","For sale","62 Rosewood Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","1,406","2","3","$501,238","$509,000","Condo","1989","Forced air","None","2 spaces","$403/month","$3,350/mo","4","8","null","null","Composition","null","null","$5,029"
"1572904641-960","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/199-Marin-Valley-Dr-Novato-CA-94949/2130773679_zpid/","Novato, CA 94949","For sale","199 Marin Valley Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","1,200","2","2","$290,316","$294,900","Mobile / Manufactured","1971","No Data","No Data","No Data","$246","$3,295/mo","4","8","null","null","Composition","null","null","null"
"1572904964-1073","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/20-Saint-Andrews-Dr-Novato-CA-94949/19292683_zpid/","Novato, CA 94949","For sale","20 Saint Andrews Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","3,497","4","3","null","$2,148,000","Single Family","1985","Other","Central","2 spaces","0.42 acres","$7,058/mo","5","5","8","null","Composition","null","null","$19,736"
"1572907850-1342","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/6-Pensacola-Ct-Novato-CA-94949/19292681_zpid/","Novato, CA 94949","For sale","6 Pensacola Ct,","2","https://www.zillow.com/novato-ca/2_p/","","","","","3,651","4","3","$1,367,443","$1,399,000","Single Family","1986","Forced air, Other","Central","3 spaces","0.99 acres","$6,500/mo","5","5","8","null","Composition","null","null","$15,214"
"1572908117-1429","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/61-Broadmoor-Ct-Novato-CA-94949/19291946_zpid/","Novato, CA 94949","For sale","61 Broadmoor Ct,","","","","","","","3,608","4","5","$1,866,627","$1,895,000","Single Family","1968","Other","Central","2 spaces","0.3 acres","$6,600/mo","5","5","8","null","Composition","null","null","$12,550"
"1572903924-726","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/305-Silvio-Ln-Novato-CA-94947/19287078_zpid/","Novato, CA 94947","For sale","305 Silvio Ln,","","","","","4","https://www.zillow.com/novato-ca/4_p/","990","2","1","null","$499,000","Condo","1977","Other","Central","2 spaces","$415/month","$2,700/mo","4","8","null","Central","Composition","null","null","$6,598"
"1572905086-1115","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/32-Plumas-Cir-Novato-CA-94947/19287832_zpid/","Novato, CA 94947","For sale","32 Plumas Cir,","","","3","https://www.zillow.com/novato-ca/3_p/","","","872","2","1","$384,894","$384,950","Condo","1972","Other","No Data","No Data","$330/month","$2,695/mo","4","8","null","null","No","null","null","$4,826"
"1572903903-720","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/11-Park-Crest-Ct-APT-B-Novato-CA-94947/19287985_zpid/","Novato, CA 94947","For sale","11 Park Crest Ct APT B,","","","","","4","https://www.zillow.com/novato-ca/4_p/","1,252","2","2","$443,779","$449,000","Condo","1976","Other","No Data","No Data","$459/month","$3,000/mo","5","6","8","null","Composition","null","null","$3,506"
"1572907936-1366","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/1112-Clayton-Ct-Novato-CA-94945/19282398_zpid/","Novato, CA 94945","For sale","1112 Clayton Ct,","","","","","","","1,020","2","1","$658,083","$659,000","Single Family","1950","No Data","No Data","1 space","6,098 sqft","$3,295/mo","6","6","8","null","Composition","null","null","$3,792"
"1572908726-1592","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/671-Midway-Blvd-Novato-CA-94947/19285336_zpid/","Novato, CA 94947","For sale","671 Midway Blvd,","","","","","","","2,800","4","3","null","$1,250,000","Single Family","1963","Other","No Data","3 spaces","0.53 acres","$5,250/mo","5","5","8","null","Asphalt","null","null","$11,198"
"1572904258-835","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/32-Marin-Valley-Dr-Novato-CA-94949/2083090593_zpid/","Novato, CA 94949","For sale","32 Marin Valley Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","1,440","2","2","$273,034","$275,000","Mobile / Manufactured","1973","No Data","No Data","No Data","$191","$3,600/mo","4","8","null","null","Metal","null","null","null"
"1572904209-815","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/1-Somerset-Pl-Novato-CA-94945/19282689_zpid/","Novato, CA 94945","For sale","1 Somerset Pl,","","","3","https://www.zillow.com/novato-ca/3_p/","","","null","2","null","$525,195","$529,000","Condo","1984","Forced air, Other","No Data","1 space","$460/month","$2,650/mo","7","6","8","null","Other","null","null","$5,918"
"1572904234-824","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/181-Marin-Valley-Dr-Novato-CA-94949/2082812840_zpid/","Novato, CA 94949","For sale","181 Marin Valley Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","1,152","2","2","$265,098","$268,000","Mobile / Manufactured","1970","No Data","No Data","No Data","$233","$3,250/mo","4","8","null","null","Metal","null","null","null"
"1572907895-1355","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/71-Pinheiro-Cir-Novato-CA-94945/61243412_zpid/","Novato, CA 94945","For sale","71 Pinheiro Cir,","2","https://www.zillow.com/novato-ca/2_p/","","","","","2,924","5","3","$1,125,628","$1,120,000","Single Family","2003","Other","No Data","2 spaces","6,098 sqft","$4,300/mo","4","6","8","null","Tile","null","null","$12,217"
"1572904782-1010","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/19-Tara-Ln-Novato-CA-94945/19282682_zpid/","Novato, CA 94945","For sale","19 Tara Ln,","","","3","https://www.zillow.com/novato-ca/3_p/","","","3,711","4","4","$1,526,446","$1,550,000","Single Family","1983","Forced air","No Data","2 spaces","0.38 acres","$6,500/mo","7","6","8","null","Slate","null","null","$13,864"
"1572908762-1603","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/0-Delong-Ave-None-Novato-CA-94945/2082189039_zpid/","Novato, CA 94945","Lot/land","0 Delong Ave None,","","","","","","","null","3.26 acres","null","None","$299,000","null","null","null","null","null","null","null","4","6","8","null","null","null","null","null"
"1572907372-1196","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/21-Pensacola-Ct-Novato-CA-94949/19292678_zpid/","Novato, CA 94949","For sale","21 Pensacola Ct,","2","https://www.zillow.com/novato-ca/2_p/","","","","","4,263","4","4","null","$1,959,000","Single Family","1987","Other","Central","3 spaces","0.52 acres","$6,531/mo","5","5","8","Central","Composition","null","null","$10,086"
"1572908737-1595","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/21-Piper-Ct-Novato-CA-94947/19280795_zpid/","Novato, CA 94947","For sale","21 Piper Ct,","","","","","","","2,184","4","2","null","$1,100,000","Single Family","1977","Other","No Data","2 spaces","7,405 sqft","$4,500/mo","6","6","8","null","Composition","null","null","$12,130"
