web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572904798-1017","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/315-Capetown-Ct-Novato-CA-94947/19287496_zpid/","Novato, CA 94947","For sale","315 Capetown Ct,","","","3","https://www.zillow.com/novato-ca/3_p/","","","1,344","3","2","$514,277","$519,000","Condo","1973","Other","Central","No Data","$429/month","$3,200/mo","4","8","null","null","No","null","null","$4,134"
"1572904284-845","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/675-Peach-St-Novato-CA-94945/80756336_zpid/","Novato, CA 94945","Pre-foreclosure","675 Peach St,","","","3","https://www.zillow.com/novato-ca/3_p/","","","null","4","null","$556,033","$556,033","Multiple Occupancy","1949","Other","No Data","2 spaces","null","null","4","6","8","null","No","null","null","$8,660"
"1572904341-870","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/1575-S-Novato-Blvd-APT-2-Novato-CA-94947/19281717_zpid/","Novato, CA 94947","For sale","1575 S Novato Blvd APT 2,","","","3","https://www.zillow.com/novato-ca/3_p/","","","1,310","2","2","null","$545,000","Condo","1997","Other","No Data","1 space","$400/month","$3,200/mo","6","6","8","null","No","null","null","$7,857"
"1572904840-1031","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/645-Marin-Oaks-Dr-Novato-CA-94949/19291925_zpid/","Novato, CA 94949","Pre-foreclosure","645 Marin Oaks Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","null","3","null","$635,059","$635,059","Single Family","1967","Other","No Data","2 spaces","7,995 sqft","null","5","5","8","null","No","null","null","$4,603"
"1572908437-1495","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/34-Cricklewood-Dr-Novato-CA-94947/19288395_zpid/","Novato, CA 94947","For sale","34 Cricklewood Dr,","","","","","","","1,452","3","2","null","$649,000","Condo","1990","Other","No Data","2 spaces","$446/month","$3,500/mo","4","8","null","null","No","null","null","$5,422"
"1572905007-1088","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/909-Sycamore-Dr-Novato-CA-94945/19276843_zpid/","Novato, CA 94945","For sale","909 Sycamore Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","1,491","3","3","$619,001","$619,000","Townhouse","1977","Forced air","Central","2 spaces","2,178 sqft","$3,400/mo","7","6","8","null","Composition","null","null","$8,496"
"1572907905-1361","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/10-Sutton-Ln-Novato-CA-94945/19283529_zpid/","Novato, CA 94945","For sale","10 Sutton Ln,","2","https://www.zillow.com/novato-ca/2_p/","","","","","3,380","4","4","$944,512","$1,299,000","Single Family","1979","Forced air","Central","6 spaces","1.13 acres","$5,500/mo","4","6","8","null","Composition","null","null","$2,632"
"1572904369-880","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/1228-Ridgeview-Ct-Novato-CA-94947/19285539_zpid/","Novato, CA 94947","Pre-foreclosure / auction","1228 Ridgeview Ct,","","","3","https://www.zillow.com/novato-ca/3_p/","","","null","3","null","$602,914","$602,914","Single Family","1959","Other","No Data","2 spaces","0.3 acres","null","5","5","8","null","Built up","null","null","$11,030"
"1572904169-800","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/1160-Mcclelland-Dr-Novato-CA-94945/19288811_zpid/","Novato, CA 94945","Pre-foreclosure","1160 Mcclelland Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","null","4","null","$744,835","$744,835","Single Family","1975","Other","No Data","2 spaces","0.26 acres","null","4","6","8","null","No","null","null","$8,998"
"1572903863-711","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/852-Diablo-Ave-APT-309-Novato-CA-94947/51065144_zpid/","Novato, CA 94947","For sale","852 Diablo Ave APT 309,","","","","","4","https://www.zillow.com/novato-ca/4_p/","1,175","2","2","null","$540,000","Condo","2000","Other","No Data","Carport","$400/month","$2,650/mo","6","6","8","null","Other","null","null","$4,246"
"1572903952-734","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/103-Albion-Ct-Novato-CA-94947/19287907_zpid/","Novato, CA 94947","Pre-foreclosure","103 Albion Ct,","","","","","4","https://www.zillow.com/novato-ca/4_p/","1,365","3","2.5","$403,767","$403,767","Condo","1976","Other","No Data","No Data","$380/month","null","4","8","null","null","No","null","null","$6,645"
"1572907671-1279","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/191-Crest-Rd-Novato-CA-94945/19283613_zpid/","Novato, CA 94945","For sale","191 Crest Rd,","2","https://www.zillow.com/novato-ca/2_p/","","","","","3,054","4","4","$1,653,008","$1,695,000","Single Family","1985","Forced air","Central","2 spaces","1.02 acres","$6,500/mo","4","6","8","null","Shake/Shingle","null","null","$18,318"
"1572907583-1251","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/104-Sunrise-Ln-Novato-CA-94949/2092453217_zpid/","Novato, CA 94949","For sale","104 Sunrise Ln,","2","https://www.zillow.com/novato-ca/2_p/","","","","","1,300","2","2","$305,950","$310,000","Mobile / Manufactured","1973","No Data","No Data","Carport, Detached Garage","$238","$3,500/mo","4","8","null","null","Metal","null","null","null"
"1572904218-818","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/218-Seagull-Row-Novato-CA-94945/19281660_zpid/","Novato, CA 94945","For sale","218 Seagull Row,","","","3","https://www.zillow.com/novato-ca/3_p/","","","624","1","1","null","$333,000","Condo","1989","Other","Central","No Data","$480/month","$2,100/mo","6","6","8","null","No","null","null","$5,016"
"1572907243-1168","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/5-Rebelo-Ln-Novato-CA-94947/19276330_zpid/","Novato, CA 94947","For sale","5 Rebelo Ln,","2","https://www.zillow.com/novato-ca/2_p/","","","","","4,000","5","5","null","$1,949,000","Single Family","1998","Other","No Data","6 spaces","1.9 acres","$7,500/mo","6","6","8","null","Composition","null","null","$22,223"
"1572908246-1468","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/5-Sutro-Ct-Novato-CA-94947/19279962_zpid/","Novato, CA 94947","For sale","5 Sutro Ct,","","","","","","","2,016","3","3","$1,127,848","$1,099,000","Single Family","1977","Forced air","None","2 spaces","0.37 acres","$4,700/mo","6","6","8","None","Composition","null","null","$10,328"
"1572907573-1247","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/9-Sunset-Ct-Novato-CA-94947/19285619_zpid/","Novato, CA 94947","Pre-foreclosure / auction","9 Sunset Ct,","2","https://www.zillow.com/novato-ca/2_p/","","","","","null","4","null","null","null","Single Family","1955","Other","Wall","2 spaces","8,276 sqft","null","5","5","8","null","No","null","null","$6,092"
"1572908811-1617","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/17-Lakeview-Ct-Novato-CA-94947/19288219_zpid/","Novato, CA 94947","For sale","17 Lakeview Ct,","","","","","","","1,118","2","2","$455,697","$459,000","Condo","1979","Other","No Data","Carport","$550/month","$2,800/mo","5","6","8","null","Built up","null","null","$6,124"
"1572908785-1610","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/8-Nave-Ct-Novato-CA-94947/19280452_zpid/","Novato, CA 94947","For sale","8 Nave Ct,","","","","","","","1,537","2","2","null","$699,000","Single Family","1950","Other","No Data","1 space","8,712 sqft","$3,500/mo","6","6","8","null","No","null","null","$8,832"
"1572904549-937","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/600-Santana-Rd-Novato-CA-94945/19283388_zpid/","Novato, CA 94945","Pre-foreclosure","600 Santana Rd,","","","3","https://www.zillow.com/novato-ca/3_p/","","","2,078","3","2.5","$645,178","$645,178","Single Family","1977","Other","No Data","2 spaces","5,227 sqft","null","4","6","8","null","No","null","null","$10,250"
"1572904444-899","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/1100-Cabro-Rdg-Novato-CA-94947/51065199_zpid/","Novato, CA 94947","Pre-foreclosure / auction","1100 Cabro Rdg,","","","3","https://www.zillow.com/novato-ca/3_p/","","","7,687","6","9","$2,123,427","$2,123,427","Single Family","2003","Other","Central, Solar","10 spaces","11.23 acres","null","6","6","8","Central, Solar","Composition","null","null","$30,189"
"1572907957-1374","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/106-Moffett-Ct-Novato-CA-94949/64807050_zpid/","Novato, CA 94949","Foreclosed","106 Moffett Ct,","","","","","","","null","3","null","$298,012","$298,012","Single Family","2004","Other","No Data","No Data","780 sqft","null","4","8","null","null","No","null","null","$5,667"
"1572904189-807","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/204-Escallonia-Dr-Novato-CA-94945/19278413_zpid/","Novato, CA 94945","For sale","204 Escallonia Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","1,328","2","1","null","$489,000","Condo","1979","Other","No Data","1 space","$495/month","$3,200/mo","4","6","8","null","No","null","null","$6,763"
"1572904742-997","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/135-Ming-Ct-Novato-CA-94945/19283853_zpid/","Novato, CA 94945","For sale","135 Ming Ct,","","","3","https://www.zillow.com/novato-ca/3_p/","","","2,324","4","3","$1,049,504","$1,049,500","Single Family","1992","Other","Central","3 spaces","8,712 sqft","$4,275/mo","4","6","8","Central","Tile","null","null","$8,067"
"1572908195-1453","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/1649-Novato-Blvd-Novato-CA-94947/19281471_zpid/","Novato, CA 94947","Pre-foreclosure","1649 Novato Blvd,","","","","","","","null","2","null","$360,530","$360,530","Single Family","1979","Other","No Data","No Data","984 sqft","null","6","6","8","null","No","null","null","$6,485"
"1572908542-1532","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/735-Olive-Ave-APT-C1-Novato-CA-94945/19288953_zpid/","Novato, CA 94945","For sale","735 Olive Ave APT C1,","","","","","","","1,192","2","2","null","$469,000","Condo","1985","Other","No Data","No Data","$346/month","$2,700/mo","4","6","8","null","No","null","null","$3,472"
"1572908387-1479","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/140-Laurelwood-Dr-Novato-CA-94949/68555020_zpid/","Novato, CA 94949","For sale","140 Laurelwood Dr,","","","","","","","4,298","5","5","$1,628,626","$1,650,000","Single Family","2005","Forced air","Central","2 spaces","8,712 sqft","$6,750/mo","5","5","8","null","Composition","null","null","$17,287"
"1572907735-1299","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/172-Laurelwood-Dr-Novato-CA-94949/68555001_zpid/","Novato, CA 94949","For sale","172 Laurelwood Dr,","2","https://www.zillow.com/novato-ca/2_p/","","","","","3,853","4","5","$1,634,848","$1,650,000","Single Family","2006","Forced air","Central","3 spaces","0.25 acres","$6,500/mo","5","5","8","null","Tile","null","null","$9,985"
"1572904059-759","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/75-Country-Club-Dr-Novato-CA-94949/19291922_zpid/","Novato, CA 94949","Pre-foreclosure","75 Country Club Dr,","","","","","4","https://www.zillow.com/novato-ca/4_p/","null","5","null","$896,248","$896,248","Single Family","1972","Other","No Data","2 spaces","10,018 sqft","null","5","5","8","null","No","null","null","$9,362"
"1572903835-701","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/0-Delong-Ave-Novato-CA-94945/2086387205_zpid/","Novato, CA 94945","Lot/land","0 Delong Ave,","","","","","4","https://www.zillow.com/novato-ca/4_p/","null","3.26 acres","null","None","$299,000","null","null","null","null","null","null","$2,700/mo","4","6","8","null","Bay, Hills, Water","null","Cable Available, Elec @ Lot Line, Gas @ Lot Line, Elec @ Street","null"
"1572908051-1405","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/14-Pinewood-Ln-Novato-CA-94947/19288349_zpid/","Novato, CA 94947","For sale","14 Pinewood Ln,","","","","","","","1,395","3","2","null","$630,000","Condo","1990","Other","No Data","2 spaces","$463/month","$3,450/mo","4","8","null","null","No","null","null","$7,969"
"1572904521-924","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/108-Garner-Dr-Novato-CA-94947/19286205_zpid/","Novato, CA 94947","For sale","108 Garner Dr,","","","3","https://www.zillow.com/novato-ca/3_p/","","","4,238","4","3","null","$1,790,000","Single Family","1995","Other","Central","3 spaces","1 acre","$8,250/mo","6","6","8","Central","Composition","null","null","$15,743"
"1572907615-1261","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/68-Stonetree-Ln-Novato-CA-94945/61243465_zpid/","Novato, CA 94945","For sale","68 Stonetree Ln,","2","https://www.zillow.com/novato-ca/2_p/","","","","","null","5","null","$1,756,692","$1,789,000","Single Family","2004","Forced air","Central","3 spaces","0.56 acres","$6,900/mo","4","6","8","Central","Tile","null","null","$16,965"
"1572904101-772","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/1717-Novato-Blvd-APT-14-Novato-CA-94947/2084033785_zpid/","Novato, CA 94947","For sale","1717 Novato Blvd APT 14,","","","","","4","https://www.zillow.com/novato-ca/4_p/","1,381","2","1","null","$505,000","Condo","1979","Gas","No Data","No Data","$426/month","$3,335/mo","6","6","8","null","Composition","null","null","null"
"1572908821-1621","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/408-Wood-Hollow-Dr-Novato-CA-94945/19278674_zpid/","Novato, CA 94945","For sale","408 Wood Hollow Dr,","","","","","","","4,187","4","5","$1,287,224","$1,295,000","Single Family","1990","Other","Central","2 spaces","1.5 acres","$6,900/mo","7","6","8","null","Composition","null","null","$14,925"
"1572908638-1565","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/790-Storybook-Ct-Novato-CA-94947/19280861_zpid/","Novato, CA 94947","For sale","790 Storybook Ct,","","","","","","","1,321","3","2","$846,877","$839,000","Single Family","1952","Other","No Data","1 space","0.25 acres","$3,800/mo","6","6","8","null","No","null","null","$9,025"
"1572908482-1513","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/18-Lakeview-Ct-Novato-CA-94947/19288203_zpid/","Novato, CA 94947","For sale","18 Lakeview Ct,","","","","","","","1,040","2","2","$472,003","$475,000","Condo","1979","Forced air","No Data","Carport","$550/month","$2,870/mo","5","6","8","null","Composition","null","null","$6,249"
"1572903938-730","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/161-Laurelwood-Dr-Novato-CA-94949/68555007_zpid/","Novato, CA 94949","Pre-foreclosure","161 Laurelwood Dr,","","","","","4","https://www.zillow.com/novato-ca/4_p/","3,851","4","5","$1,068,039","$1,068,039","Single Family","2006","Forced air, Heat pump, Other","Central","4 spaces","9,890 sqft","null","5","5","8","null","Tile","null","null","$14,692"
"1572908834-1625","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/191-Marin-Valley-Dr-Novato-CA-94949/2085925339_zpid/","Novato, CA 94949","For sale","191 Marin Valley Dr,","","","","","","","1,156","2","2","$335,000","$335,000","Mobile / Manufactured","1971","No Data","No Data","No Data","$290","$3,275/mo","4","8","null","null","Metal","null","null","null"
"1572908504-1520","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/382-Captain-Nurse-Cir-Novato-CA-94949/62800080_zpid/","Novato, CA 94949","For sale","382 Captain Nurse Cir,","","","","","","","1,396","3","3","$252,235","$255,312","Condo","2004","Other","No Data","No Data","$263/month","$3,600/mo","4","8","null","null","Composition","null","null","$3,701"
"1572907646-1270","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/205-Ignacio-Valley-Cir-Novato-CA-94949/19293086_zpid/","Novato, CA 94949","Pre-foreclosure","205 Ignacio Valley Cir,","2","https://www.zillow.com/novato-ca/2_p/","","","","","null","3","null","$583,602","$583,602","Single Family","1988","Forced air","Central","2 spaces","3,361 sqft","null","4","8","null","null","No","null","null","$8,135"
"1572907763-1309","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/45-Laurelwood-Dr-Novato-CA-94949/67090410_zpid/","Novato, CA 94949","For sale","45 Laurelwood Dr,","2","https://www.zillow.com/novato-ca/2_p/","","","","","3,603","4","4","$1,451,988","$1,475,000","Single Family","2005","Other","No Data","2 spaces","0.35 acres","$6,300/mo","4","8","null","null","No","null","null","$22,425"
"1572907561-1242","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/412-Karla-Ct-Novato-CA-94949/19292737_zpid/","Novato, CA 94949","For sale","412 Karla Ct,","2","https://www.zillow.com/novato-ca/2_p/","","","","","2,852","4","3","null","$1,495,000","Single Family","1988","Forced air, Other","Central","3 spaces","0.85 acres","$6,000/mo","4","8","null","Central","Composition","null","null","$13,482"
"1572904752-999","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/204-Mariner-Way-Novato-CA-94945/19281664_zpid/","Novato, CA 94945","For sale","204 Mariner Way,","","","3","https://www.zillow.com/novato-ca/3_p/","","","624","1","1","null","$329,000","Condo","1989","Other","No Data","No Data","$480/month","$2,100/mo","6","6","8","null","No","null","null","$4,904"
"1572907787-1317","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/249-Montego-Ky-Novato-CA-94949/19289941_zpid/","Novato, CA 94949","For sale by owner","249 Montego Ky,","2","https://www.zillow.com/novato-ca/2_p/","","","","","1,482","3","2","$845,468","$817,928","Single Family","1964","Other","No Data","2 spaces","0.26 acres","$3,800/mo","4","8","null","null","No","null","null","$3,892"
"1572904377-882","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/201-Adams-St-Novato-CA-94947/19286827_zpid/","Novato, CA 94947","Pre-foreclosure","201 Adams St,","","","3","https://www.zillow.com/novato-ca/3_p/","","","null","4","null","$710,326","$710,326","Single Family","1971","Other","No Data","2 spaces","0.43 acres","null","6","5","null","null","No","null","null","$2,499"
"1572907924-1365","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/33-Birchwood-Dr-Novato-CA-94947/19288380_zpid/","Novato, CA 94947","For sale","33 Birchwood Dr,","","","","","","","1,452","3","2","null","$649,000","Condo","1990","Other","No Data","2 spaces","$463/month","$3,500/mo","4","8","null","null","No","null","null","$5,484"
"1572907599-1256","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/9-Cottonwood-Pl-Novato-CA-94945/19276812_zpid/","Novato, CA 94945","For sale","9 Cottonwood Pl,","2","https://www.zillow.com/novato-ca/2_p/","","","","","1,491","3","3","$707,140","$710,000","Condo","1978","Forced air","Central","2 spaces","$411/month","$3,500/mo","7","6","8","null","Composition","null","null","$2,918"
"1572908039-1401","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/27-Carnoustie-Dr-Novato-CA-94949/19292000_zpid/","Novato, CA 94949","For sale","27 Carnoustie Dr,","","","","","","","3,356","3","4","$1,578,443","$1,599,000","Single Family","1969","Other","No Data","3 spaces","9,892 sqft","$6,000/mo","5","5","8","null","Composition","null","null","$12,778"
"1572903856-710","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/35F-Oliva-Dr-F-Novato-CA-94947/2082746639_zpid/","Novato, CA 94947","For sale","35F Oliva Dr # F,","","","","","4","https://www.zillow.com/novato-ca/4_p/","1,288","2","2","$499,454","$495,950","Condo","1974","Forced air","None","No Data","$444/month","$3,100/mo","7","6","8","null","Composition","null","Public Utilities","null"
"1572907312-1184","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/36-Owl-Ridge-Ct-Novato-CA-94945/61243495_zpid/","Novato, CA 94945","For sale","36 Owl Ridge Ct,","2","https://www.zillow.com/novato-ca/2_p/","","","","","5,089","5","6","$1,655,864","$1,698,000","Single Family","2003","Forced air","Central, Other","3 spaces","0.54 acres","$6,900/mo","4","6","8","Central, Other","Tile","null","null","$25,152"
"1572908660-1571","https://www.zillow.com/homes/novato-CA_rb/","","https://www.zillow.com/homedetails/405-Alameda-De-La-Loma-Novato-CA-94949/19291429_zpid/","Novato, CA 94949","For sale","405 Alameda De La Loma,","","","","","","","1,901","4","3","$803,591","$799,000","Single Family","1959","Other","No Data","No Data","7,405 sqft","$3,900/mo","4","8","null","null","Composition","null","null","$10,877"
