web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572904206-813","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/community/duarte-ranch/2088802227_zpid/","Oakley, CA 94561","New construction","Buildable plan: Claret, Duarte Ranch,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","2,732","4","3","None","$600,000","Single Family","2019","No Data","No Data","Single Family","No Data","null","4","3","5","{""targetDiv"":""gpt-ad-b5f4e0d9-2a8a-42d9-8788-479adeb1ab9a"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" RD6ZEH"",""aamgnrc1"":""735 Ruby Hill Ln"",""bd"":""4"",""fsbid"":""14920"",""city"":""Oakley"",""proptp"":""sfh"",""pid"":""2088802227"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""2500-2999"",""price"":""600000"",""sqft"":""2732"",""posting_url"":""http://www.discoveryhomes.com/oakley-ca/duarte-ranch?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=37123&nhf_listing_type=community&utm_term=comm_DuarteRanch&utm_campaign=Oakley%2FCA"",""state"":""CA"",""mlong"":""-121.704373"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94561"",""mlat"":""37.981019"",""plid"":""10966368"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISq1mfgwxvv9a00000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""14920-786201"",""dma"":""37""}}","Yes","null","null","null"
"1572907767-1311","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/2242-Ventnor-Ln-Oakley-CA-94561/18294314_zpid/","Oakley, CA 94561","For sale","2242 Ventnor Ln,","","","3","https://www.zillow.com/oakley-ca/3_p/","","","1,970","3","3","$525,000","$525,000","Single Family","1994","Forced air","Central","2 spaces","6,098 sqft","$2,700/mo","5","3","5","null","Composition","null","null","$5,696"
"1572909321-1691","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/335-Coolcrest-Dr-Oakley-CA-94561/166401539_zpid/","Oakley, CA 94561","For sale","335 Coolcrest Dr,","","","","","","","1,772","3","3","$500,004","$500,000","Single Family","2016","Forced air","Central","2 spaces","3,271 sqft","$2,500/mo","3","4","5","Gas, Forced Air 1 Zone","Stone","Tile","null","$10,486"
"1572907678-1282","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/30-W-Cypress-Pl-Oakley-CA-94561/95375906_zpid/","Oakley, CA 94561","Lot/land","30 W Cypress Pl,","","","3","https://www.zillow.com/oakley-ca/3_p/","","","null","0.97 acres","null","None","$396,000","null","null","null","null","null","null","null","5","3","5","null","LOTS AND LAND","OAKLEY","null","$2,471"
"1572907756-1307","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/100-Neroly-Rd-Oakley-CA-94561/18289175_zpid/","Oakley, CA 94561","For sale","100 Neroly Rd,","","","3","https://www.zillow.com/oakley-ca/3_p/","","","2,004","3","2","$1,209,525","$1,219,000","Single Family","1979","Forced air","Central","2 spaces","2.33 acres","$3,785/mo","4","3","5","Ceiling Fan(s), Central 1 Zone A/C","Wood Siding","Tile","null","$3,517"
"1572908853-1631","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/1446-Big-Redwood-Dr-Oakley-CA-94561/95388112_zpid/","Oakley, CA 94561","For sale","1446 Big Redwood Dr,","","","","","","","2,284","3","3","$494,004","$494,000","Single Family","2013","Forced air","Central","2 spaces","5,501 sqft","null","3","4","5","null","Tile","null","null","$8,125"
"1572908957-1658","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/community/duarte-ranch/2088802225_zpid/","Oakley, CA 94561","New construction","Buildable plan: Bordeaux, Duarte Ranch,","","","","","","","2,348","4","3","None","$579,000","Single Family","2019","No Data","No Data","Single Family","No Data","null","4","3","5","{""targetDiv"":""gpt-ad-3cb1f8f5-b3df-493f-bf6c-d254c7cb4b88"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 8KXSMZ"",""aamgnrc1"":""735 Ruby Hill Ln"",""bd"":""4"",""fsbid"":""14920"",""city"":""Oakley"",""proptp"":""sfh"",""pid"":""2088802225"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""2000-2499"",""price"":""579000"",""sqft"":""2348"",""posting_url"":""http://www.discoveryhomes.com/oakley-ca/duarte-ranch?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=37123&nhf_listing_type=community&utm_term=comm_DuarteRanch&utm_campaign=Oakley%2FCA"",""state"":""CA"",""mlong"":""-121.704373"",""cnty"":""Marin"",""prange"":""500-599k"",""zip"":""94561"",""mlat"":""37.981019"",""plid"":""10966368"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS6eq3h96cc4a00000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""14920-786201"",""dma"":""37""}}","Yes","null","null","null"
"1572907731-1297","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/1171-Grapevine-Ln-Oakley-CA-94561/18289129_zpid/","Oakley, CA 94561","For sale","1171 Grapevine Ln,","","","3","https://www.zillow.com/oakley-ca/3_p/","","","2,151","4","2","None","$1,199,000","Single Family","1977","Gas","Central","2 spaces","4.56 acres","$3,735/mo","4","3","5","Gas","Wood Shingles","Tile","null","$2,364"
"1572904652-964","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/551-Hacienda-Dr-Oakley-CA-94561/18288959_zpid/","Oakley, CA 94561","Pre-foreclosure","551 Hacienda Dr,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","1,970","3","2.5","$467,069","$467,069","Single Family","1994","No Data","Central","2 spaces","6,181 sqft","null","4","4","5","null","No","null","null","$6,106"
"1572908755-1602","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/163-Meadow-Brook-Ct-Oakley-CA-94561/18289011_zpid/","Oakley, CA 94561","For sale","163 Meadow Brook Ct,","","","","","","","2,198","4","3","$589,901","$589,900","Single Family","1995","Forced air","Central","2 spaces","7,100 sqft","null","3","4","5","Laundry Room","Wood Siding","1995","null","$6,174"
"1572904178-802","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/2190-Meadowlark-Ln-Oakley-CA-94561/18288727_zpid/","Oakley, CA 94561","Pre-foreclosure","2190 Meadowlark Ln,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","null","3","null","$399,492","$399,492","Miscellaneous","1990","Other","No Data","2 spaces","null","null","4","4","5","null","No","null","null","$5,418"
"1572904768-1006","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/91-Bergamot-Ct-Oakley-CA-94561/89036484_zpid/","Oakley, CA 94561","Pre-foreclosure","91 Bergamot Ct,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","null","4","null","$538,268","$538,268","Single Family","2008","Forced air","Central, Other","2 spaces","7,840 sqft","null","7","3","5","null","Tile","null","null","$10,217"
"1572904801-1018","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/945-Cabernet-Ct-Oakley-CA-94561/18291078_zpid/","Oakley, CA 94561","Pre-foreclosure","945 Cabernet Ct,","","","3","https://www.zillow.com/oakley-ca/3_p/","","","null","3","null","$455,152","$455,152","Single Family","1992","No Data","No Data","2 spaces","7,805 sqft","null","3","3","5","null","No","null","null","$4,068"
"1572909409-1711","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/94-Ottawa-St-Oakley-CA-94561/301029568_zpid/","Oakley, CA 94561","For sale","94 Ottawa St,","","","","","","","--","2","2","$155,000","$155,000","Mobile / Manufactured","No Data","Forced air","Central","2 spaces","No Data","$1,600/mo","5","3","5","null","Wood Siding","Window Coverings","null","$880"
"1572908943-1654","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/community/delta-coves/2082839723_zpid/","Bethel Island, CA 94511","New construction","Buildable plan: Azure, Delta Coves,","","","","","","","1,864","3","3","$810,991","$810,990","Single Family","2019","No Data","No Data","Single Family","No Data","null","3","4","5","{""targetDiv"":""gpt-ad-87445267-328c-4856-951c-c14bc40ffa0b"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" WP6HOO"",""aamgnrc1"":""Delta Cvs"",""bd"":""3"",""fsbid"":""15476"",""city"":""Bethel_Island"",""proptp"":""sfh"",""pid"":""2082839723"",""zestibuck"":""800-899k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""1500-1999"",""price"":""810990"",""sqft"":""1864"",""posting_url"":""https://bluemountaincommunities.com/communities/delta-coves/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=53985&nhf_listing_type=community&utm_term=comm_DeltaCoves&utm_campaign=Bethel+Island%2FCA"",""state"":""CA"",""mlong"":""-121.677995"",""cnty"":""Contra_Costa"",""prange"":""800-899k"",""zip"":""94511"",""mlat"":""38.035461"",""plid"":""28659298"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3rxyifjq5z2x1000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""2010-2019"",""zestimate"":""810991"",""premieragent"":""no"",""builderChatId"":""15476-821581"",""dma"":""37""}}","Yes","null","null","null"
"1572907899-1357","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/4541-Waterford-Way-Oakley-CA-94561/18292626_zpid/","Oakley, CA 94561","Auction","4541 Waterford Way,","2","https://www.zillow.com/oakley-ca/2_p/","","","","","null","3","null","null","$407,014","Single Family","1993","No Data","Central","2 spaces","3,049 sqft","null","4","3","5","null","No","null","null","$5,791"
"1572904307-855","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/3846-Pato-Ln-Oakley-CA-94561/2084224817_zpid/","Oakley, CA 94561","New construction","3846 Pato Ln,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","2,732","5","3","$629,914","$629,900","Single Family","2019","No Data","No Data","Single Family","No Data","null","4","3","5","{""targetDiv"":""gpt-ad-86065f15-3b65-456d-ace2-be6f26f82300"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""3846 Pato Ln"",""bd"":""5"",""fsbid"":""14920"",""city"":""Oakley"",""proptp"":""sfh"",""pid"":""2084224817"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""stale"":""yes"",""zguidh"":""-686962791707332164"",""sqftrange"":""2500-2999"",""price"":""629900"",""sqft"":""2732"",""posting_url"":""http://www.discoveryhomes.com/oakley-ca/duarte-ranch?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=37123&nhf_listing_type=community&utm_term=comm_DuarteRanch&utm_campaign=Oakley%2FCA"",""state"":""CA"",""mlong"":""-121.70627"",""cnty"":""Contra_Costa"",""prange"":""600-699k"",""zip"":""94561"",""mlat"":""37.981027"",""plid"":""10966368"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS23zfizm89t900000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""629914"",""premieragent"":""no"",""builderChatId"":""14920-786201"",""dma"":""37""}}","Yes","null","null","null"
"1572904415-890","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/5321-Sellers-Ave-Oakley-CA-94561/95437323_zpid/","Oakley, CA 94561","Lot/land","5321 Sellers Ave,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","null","5.39 acres","null","None","$525,000","null","null","null","null","null","null","null","4","4","5","null","LOTS AND LAND","Raw Land","null","$2,546"
"1572908591-1547","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/community/laurel-at-emerson-ranch/2092166755_zpid/","Oakley, CA 94561","New construction","Buildable plan: Residence 1, Laurel at Emerson Ranch,","","","","","","","2,228","4","3","$595,884","$595,880","Single Family","2019","No Data","No Data","Single Family","No Data","null","3","4","5","{""targetDiv"":""gpt-ad-57905f3d-c21f-4021-9da5-4885342d8f47"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 2H4Q21"",""aamgnrc1"":""347 Hansford Way"",""bd"":""4"",""fsbid"":""14748"",""city"":""Oakley"",""proptp"":""sfh"",""pid"":""2092166755"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""2000-2499"",""price"":""595880"",""sqft"":""2228"",""posting_url"":""https://www.brookfieldresidential.com/new-homes/california/east-bay/oakley/emerson-ranch/laurel?utm_source=GJ_NewHomeFeed_Laurel_Boulevard&utm_medium=listing&utm_campaign=brookfieldnorcal_laurel"",""state"":""CA"",""mlong"":""-121.683283"",""cnty"":""Alameda"",""prange"":""500-599k"",""zip"":""94561"",""mlat"":""37.995442"",""plid"":""867088"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISatofic5oyr3k1000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""595884"",""premieragent"":""no"",""builderChatId"":""14748-778537"",""dma"":""37""}}","Yes","null","null","null"
"1572907246-1169","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/902-Carpenter-Rd-Oakley-CA-94561/18289138_zpid/","Oakley, CA 94561","Pre-foreclosure","902 Carpenter Rd,","","","3","https://www.zillow.com/oakley-ca/3_p/","","","null","3","null","$691,345","$691,345","Multi Family","1977","No Data","Central","3 spaces","null","null","3","3","5","null","No","null","null","$18,750"
"1572908613-1556","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/1801-Beringer-Way-Oakley-CA-94561/18293232_zpid/","Oakley, CA 94561","For sale","1801 Beringer Way,","","","","","","","1,761","4","3","$479,953","$479,950","Single Family","1988","Forced air","Central","2 spaces","5,998 sqft","null","5","4","5","Laundry Room, Hookups only","Siding - Stucco","Composition","null","$4,799"
"1572907940-1367","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/106-Celsia-Way-Oakley-CA-94561/72548551_zpid/","Oakley, CA 94561","For sale","106 Celsia Way,","2","https://www.zillow.com/oakley-ca/2_p/","","","","","2,719","3","3","$598,854","$599,000","Single Family","2006","Forced air","Central","2 spaces","8,559 sqft","null","3","3","5","Hookups only","Stucco","Window Coverings","null","$11,116"
"1572909231-1669","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/community/citrus-at-emerson-ranch/2088521744_zpid/","Oakley, CA 94561","New construction","Buildable plan: Residence 1, Citrus at Emerson Ranch,","","","","","","","2,561","4","3","None","$579,990","Single Family","2019","No Data","No Data","Single Family","No Data","null","3","4","5","Attached Garage","Yes","null","null","null"
"1572908691-1582","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/1756-Isleton-Ct-Oakley-CA-94561/18292038_zpid/","Oakley, CA 94561","Pre-foreclosure","1756 Isleton Ct,","","","","","","","1,238","3","2","$427,169","$427,169","Single Family","1986","Other","Central","2 spaces","6,480 sqft","null","3","3","5","null","No","null","null","$5,631"
"1572908801-1615","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/1748-Freeport-Ct-Oakley-CA-94561/18292471_zpid/","Oakley, CA 94561","Pre-foreclosure / auction","1748 Freeport Ct,","","","","","","","1,759","3","2","$464,152","$464,152","Single Family","1990","Other","Central","2 spaces","8,712 sqft","null","3","3","5","null","Shake/Shingle","null","null","$3,806"
"1572909466-1727","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/5073-Fernwood-Ct-Oakley-CA-94561/18293000_zpid/","null","null","null","","","","","","","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1572908986-1665","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/community/citrus-at-emerson-ranch/2088521743_zpid/","Oakley, CA 94561","New construction","Buildable plan: Residence 3, Citrus at Emerson Ranch,","","","","","","","3,093","5","4","None","$642,698","Single Family","2019","No Data","No Data","Single Family","No Data","null","3","4","5","Attached Garage","Yes","null","null","null"
"1572904952-1068","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/3351-Doyle-Rd-Oakley-CA-94561/241642270_zpid/","Oakley, CA 94561","Pre-foreclosure","3351 Doyle Rd,","","","3","https://www.zillow.com/oakley-ca/3_p/","","","null","4","null","$606,944","$606,944","Single Family","1970","No Data","Central","2 spaces","1.13 acres","null","4","4","5","null","No","null","null","$10,034"
"1572908183-1448","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/51-Prescott-Cir-Oakley-CA-94561/166296636_zpid/","Oakley, CA 94561","For sale","51 Prescott Cir,","2","https://www.zillow.com/oakley-ca/2_p/","","","","","2,732","4","3","null","$585,000","Single Family","2016","Forced air","Central","2 spaces","6,359 sqft","$3,100/mo","3","4","5","null","Asphalt","null","null","$9,566"
"1572904082-765","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/30-Dali-Ct-Oakley-CA-94561/68018098_zpid/","Oakley, CA 94561","Pre-foreclosure / auction","30 Dali Ct,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","null","6","null","$516,525","$516,525","Single Family","2005","No Data","Central","2 spaces","6,300 sqft","null","3","4","5","null","No","null","null","$10,783"
"1572908139-1436","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/854-Dunmore-St-Oakley-CA-94561/236703657_zpid/","Oakley, CA 94561","For sale","854 Dunmore St,","2","https://www.zillow.com/oakley-ca/2_p/","","","","","3,248","4","3","$621,432","$624,900","Single Family","2016","Forced air","Central","3 spaces","6,599 sqft","$3,140/mo","3","4","5","Laundry Room, Gas Dryer Hookup","Stucco","Double Pane Windows","null","$11,984"
"1572904611-949","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/4816-Bayside-Way-Oakley-CA-94561/18292697_zpid/","Oakley, CA 94561","Pre-foreclosure / auction","4816 Bayside Way,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","1,398","3","3","$403,733","$403,733","Single Family","1993","No Data","No Data","1 space","3,404 sqft","null","4","3","5","null","Composition","null","null","$3,831"
"1572909285-1681","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/community/laurel-at-emerson-ranch/2082649493_zpid/","Oakley, CA 94561","New construction","Buildable plan: Residence 2, Laurel at Emerson Ranch,","","","","","","","2,726","5","3","$599,980","$599,880","Single Family","2019","No Data","No Data","Single Family","No Data","null","3","4","5","{""targetDiv"":""gpt-ad-27ccd334-4c49-41ac-b5e2-461833e6b9f9"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" C79K61"",""aamgnrc1"":""347 Hansford Way"",""bd"":""5"",""fsbid"":""14748"",""city"":""Oakley"",""proptp"":""sfh"",""pid"":""2082649493"",""zestibuck"":""500-599k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""2500-2999"",""price"":""599880"",""sqft"":""2726"",""posting_url"":""https://www.brookfieldresidential.com/new-homes/california/east-bay/oakley/emerson-ranch/laurel?utm_source=GJ_NewHomeFeed_Laurel_Boulevard&utm_medium=listing&utm_campaign=brookfieldnorcal_laurel"",""state"":""CA"",""mlong"":""-121.683283"",""cnty"":""Sonoma"",""prange"":""500-599k"",""zip"":""94561"",""mlat"":""37.995442"",""plid"":""867088"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfk49e0frcra70000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""yrblt"":""2010-2019"",""zestimate"":""599980"",""premieragent"":""no"",""builderChatId"":""14748-778537"",""dma"":""37""}}","Yes","null","null","null"
"1572908068-1411","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/91-Cresta-Blanca-Ct-Oakley-CA-94561/18293186_zpid/","Oakley, CA 94561","Pre-foreclosure","91 Cresta Blanca Ct,","2","https://www.zillow.com/oakley-ca/2_p/","","","","","1,639","3","2","$405,806","$405,806","Single Family","1988","Other","No Data","2 spaces","7,200 sqft","null","5","4","5","null","No","null","null","$5,368"
"1572907593-1254","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/31-Monique-Ct-Oakley-CA-94561/18291272_zpid/","Oakley, CA 94561","Pre-foreclosure","31 Monique Ct,","","","3","https://www.zillow.com/oakley-ca/3_p/","","","1,431","4","2","$446,707","$446,707","Single Family","1983","Forced air","Central","Attached Garage","6,499 sqft","null","3","3","5","Central","No","null","null","$6,008"
"1572904016-748","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/433-Diamond-Peak-Ln-Oakley-CA-94561/249604337_zpid/","Oakley, CA 94561","New construction","433 Diamond Peak Ln,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","2,732","4","3","$615,090","$615,000","Single Family","2019","No Data","No Data","Single Family","6,300 sqft","null","4","3","5","{""targetDiv"":""gpt-ad-84c2d64e-2542-43a3-b594-e81284b5ecb9"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""433 Diamond Peak Ln"",""bd"":""4"",""fsbid"":""14920"",""city"":""Oakley"",""proptp"":""sfh"",""pid"":""249604337"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""2500-2999"",""price"":""615000"",""sqft"":""2732"",""posting_url"":""http://www.discoveryhomes.com/oakley-ca/duarte-ranch?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=37123&nhf_listing_type=community&utm_term=comm_DuarteRanch&utm_campaign=Oakley%2FCA"",""state"":""CA"",""mlong"":""-121.70071"",""cnty"":""Alameda"",""prange"":""600-699k"",""zip"":""94561"",""mlat"":""37.981859"",""plid"":""10966368"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISni85zstauqcm0000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""2010-2019"",""zestimate"":""615090"",""premieragent"":""no"",""builderChatId"":""14920-786201"",""dma"":""37""}}","Yes","null","null","$3,664"
"1572904245-828","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/153-Willowrun-Way-Oakley-CA-94561/236703780_zpid/","Oakley, CA 94561","Pre-foreclosure","153 Willowrun Way,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","null","5","null","$433,523","$433,523","Single Family","2016","No Data","Central","2 spaces","3,910 sqft","null","3","4","5","null","No","null","null","$11,074"
"1572908440-1498","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/15-Da-Vinci-Ct-Oakley-CA-94561/72547584_zpid/","Oakley, CA 94561","For sale","15 Da Vinci Ct,","2","https://www.zillow.com/oakley-ca/2_p/","","","","","3,382","4","3","$599,001","$599,000","Single Family","2006","Gas","Central","3 spaces","7,148 sqft","$2,995/mo","3","4","5","Gas","Stucco","Tile","null","$14,511"
"1572903996-742","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/Oakley-Rd-Oakley-CA-94561/82859705_zpid/","Oakley, CA 94561","Lot/land","Oakley Rd,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","null","3.45 acres","null","None","$830,000","null","null","null","null","null","null","null","5","3","5","null","LevelSee all","New","null","$8,719"
"1572908479-1512","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/212-Tudor-Ct-Oakley-CA-94561/50916319_zpid/","Oakley, CA 94561","For sale","212 Tudor Ct,","2","https://www.zillow.com/oakley-ca/2_p/","","","","","2,178","4","2","$575,003","$575,000","Single Family","1999","Forced air","Central","1 space","8,520 sqft","null","3","3","5","Central AC","Tile","null","Public Utilities, Natural Gas","$6,575"
"1572904907-1052","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/1027-Warhol-Way-Oakley-CA-94561/72555991_zpid/","Oakley, CA 94561","Pre-foreclosure","1027 Warhol Way,","","","3","https://www.zillow.com/oakley-ca/3_p/","","","null","5","null","$512,894","$512,894","Single Family","2006","No Data","Central","2 spaces","6,050 sqft","null","3","4","5","null","No","null","null","$7,797"
"1572909389-1704","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/420-Diamond-Peak-Ln-Oakley-CA-94561/249604067_zpid/","Oakley, CA 94561","For sale","420 Diamond Peak Ln,","","","","","","","2,753","4","3","$630,002","$630,000","Single Family","2019","Forced air","Central","Attached Garage","6,298 sqft","null","4","3","5","null","Tile","null","null","$3,664"
"1572909365-1699","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/417-Diamond-Peak-Ln-Oakley-CA-94561/249604146_zpid/","Oakley, CA 94561","For sale","417 Diamond Peak Ln,","","","","","","","2,960","6","4","$642,102","$642,100","Single Family","2019","Forced air","Central","Attached Garage","6,298 sqft","null","4","3","5","null","Tile","null","null","$3,664"
"1572908113-1426","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/5027-Sandmound-Blvd-Oakley-CA-94561/18288162_zpid/","Oakley, CA 94561","For sale","5027 Sandmound Blvd,","2","https://www.zillow.com/oakley-ca/2_p/","","","","","1,731","3","3","$449,866","$449,950","Single Family","1952","Electric","Wall","2 spaces","0.41 acres","null","3","4","5","Other","Stucco, Wood Siding","Composition","null","$2,216"
"1572903929-727","https://www.zillow.com/homes/oakley-CA_rb/","","https://www.zillow.com/homedetails/3660-Wells-Rd-Oakley-CA-94561/18288343_zpid/","Oakley, CA 94561","Pre-foreclosure / auction","3660 Wells Rd,","","","","","4","https://www.zillow.com/oakley-ca/4_p/","1,501","3","2","$227,576","$227,576","Condo","1979","Forced air","Central","2 spaces","$515/month","null","3","4","5","null","Frame, Wood","Composition","All Public","$2,780"
