web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572908076-1414","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/boulevard-madison/2087975425_zpid/","Dublin, CA 94568","New construction","Buildable plan: Residence Four, Boulevard   Madison,","","","","","","","2,128","4","4","$892,704","$899,000","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","7","6","10","{""targetDiv"":""gpt-ad-e1b4f6b4-cfca-49f2-9687-3d783e47e609"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 9152MY"",""aamgnrc1"":""5698 El Dorado Ln"",""bd"":""4"",""fsbid"":""16644"",""city"":""Dublin"",""proptp"":""twn"",""pid"":""2087975425"",""zestibuck"":""800-899k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""2000-2499"",""price"":""899000"",""sqft"":""2128"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/dublin/boulevard/madison?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahcal_listing_zillowtrulia_boulevard-madison"",""state"":""CA"",""mlong"":""-121.899"",""cnty"":""Alameda"",""prange"":""800-899k"",""zip"":""94568"",""mlat"":""37.7086"",""plid"":""14224111"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrpodblec35ex1000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""2010-2019"",""zestimate"":""892704"",""premieragent"":""no"",""builderChatId"":""16644-808634"",""dma"":""37""}}","Yes","null","null","null"
"1572908774-1605","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/homedetails/3275-Dublin-Blvd-APT-404-Dublin-CA-94568/153089313_zpid/","Dublin, CA 94568","For sale","3275 Dublin Blvd APT 404,","","","","","","","1,066","2","2","$590,844","$590,000","Condo","2004","Forced air","Central","No Data","$382/month","$2,695/mo","9","9","10","null","Composition","null","null","$5,544"
"1572904803-1020","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/wilshire-at-boulevard/2088802365_zpid/","Dublin, CA 94568","New construction","Buildable plan: Residence 5, Wilshire at Boulevard,","","","3","https://www.zillow.com/dublin-ca/3_p/","","","1,740","2","2","$832,250","$819,990","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","7","6","10","{""targetDiv"":""gpt-ad-f5acde78-667a-4bb4-9995-f4ca2367087c"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" GKRYA4"",""aamgnrc1"":""5668 Sterling St"",""bd"":""2"",""fsbid"":""14748"",""city"":""Dublin"",""proptp"":""twn"",""pid"":""2088802365"",""zestibuck"":""800-899k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""1500-1999"",""price"":""819990"",""sqft"":""1740"",""posting_url"":""https://www.brookfieldresidential.com/new-homes/california/east-bay/dublin/boulevard/wilshire?utm_source=GJ_NewHomeFeed_Wilshire&utm_medium=listing&utm_campaign=brookfieldnorcal_wilshire"",""state"":""CA"",""mlong"":""-121.900987"",""cnty"":""Alameda"",""prange"":""800-899k"",""zip"":""94568"",""mlat"":""37.706465"",""plid"":""10812243"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISu86nmezqd4oy0000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""2010-2019"",""zestimate"":""832250"",""premieragent"":""no"",""builderChatId"":""14748-786198"",""dma"":""37""}}","Yes","null","null","null"
"1572904141-788","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/boulevard-madison/2087975427_zpid/","Dublin, CA 94568","New construction","Buildable plan: Residence Two, Boulevard   Madison,","","","","","4","https://www.zillow.com/dublin-ca/4_p/","1,719","3","4","$851,651","$859,000","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","7","6","10","{""targetDiv"":""gpt-ad-0f2e946e-8e1c-4f97-ac0b-21fa2da356fa"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" O9SHLU"",""aamgnrc1"":""5698 El Dorado Ln"",""bd"":""3"",""fsbid"":""16644"",""city"":""Dublin"",""proptp"":""twn"",""pid"":""2087975427"",""zestibuck"":""800-899k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""1500-1999"",""price"":""859000"",""sqft"":""1719"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/dublin/boulevard/madison?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahcal_listing_zillowtrulia_boulevard-madison"",""state"":""CA"",""mlong"":""-121.899"",""cnty"":""Alameda"",""prange"":""800-899k"",""zip"":""94568"",""mlat"":""37.7086"",""plid"":""14224111"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS37ids12oedex1000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""2010-2019"",""zestimate"":""851651"",""premieragent"":""no"",""builderChatId"":""16644-808634"",""dma"":""37""}}","Yes","null","null","null"
"1572907864-1345","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/boulevard-madison/2087975426_zpid/","Dublin, CA 94568","New construction","Buildable plan: Residence Three, Boulevard   Madison,","","","","","","","1,970","3","4","$877,772","$885,000","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","7","6","10","{""targetDiv"":""gpt-ad-b4f2513e-89a8-4fcd-ba27-35e07f29027b"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" YHMX8V"",""aamgnrc1"":""5698 El Dorado Ln"",""bd"":""3"",""fsbid"":""16644"",""city"":""Dublin"",""proptp"":""twn"",""pid"":""2087975426"",""zestibuck"":""800-899k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""1500-1999"",""price"":""885000"",""sqft"":""1970"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/dublin/boulevard/madison?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahcal_listing_zillowtrulia_boulevard-madison"",""state"":""CA"",""mlong"":""-121.899"",""cnty"":""Alameda"",""prange"":""800-899k"",""zip"":""94568"",""mlat"":""37.7086"",""plid"":""14224111"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjjm1tea4v7ex1000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""yrblt"":""2010-2019"",""zestimate"":""877772"",""premieragent"":""no"",""builderChatId"":""16644-808634"",""dma"":""37""}}","Yes","null","null","null"
"1572903947-732","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/knolls-at-tassajara-hills/2089684438_zpid/","Dublin, CA 94568","New construction","Lot #0257, The Knolls at Tassajara Hills,","","","","","4","https://www.zillow.com/dublin-ca/4_p/","4,266","5","6","None","$1,695,995","Single Family","2019","No Data","No Data","Single Family","0.16 acres","null","10","9","10","{""targetDiv"":""gpt-ad-da4c296e-a3ef-49e8-9d02-d26e4a756265"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" I4ZJ4B"",""aamgnrc1"":""7383 Colton Hills Dr"",""bd"":""5"",""fsbid"":""830"",""city"":""Dublin"",""proptp"":""sfh"",""pid"":""2093636786"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""4000-4499"",""price"":""1695995"",""sqft"":""4266"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/The-Knolls-at-Tassajara-Hills/Somerset"",""state"":""CA"",""mlong"":""-121.86763"",""cnty"":""Sonoma"",""prange"":""1_5-1_999m"",""zip"":""94568"",""mlat"":""37.736712"",""plid"":""35534"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISq5lx0l65rhfi1000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808779"",""dma"":""37""}}","Yes","null","null","null"
"1572908821-1622","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/mulholland-at-boulevard/2083859519_zpid/","Dublin, CA 94568","New construction","Buildable plan: Residence 3, Mulholland at Boulevard,","","","","","","","2,870","4","3.5","$1,203,910","$1,210,990","Single Family","2019","No Data","No Data","Single Family","No Data","null","7","6","10","{""targetDiv"":""gpt-ad-17780c49-7429-4079-a954-8e656a8ca301"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" CZ958J"",""aamgnrc1"":""5665 Mulholland Ave"",""bd"":""4"",""fsbid"":""14748"",""city"":""Dublin"",""proptp"":""sfh"",""pid"":""2083859519"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""2500-2999"",""price"":""1210990"",""sqft"":""2870"",""posting_url"":""https://www.brookfieldresidential.com/new-homes/california/east-bay/dublin/boulevard/mulholland?utm_source=gj_newhomefeed_mulholland_boulevard&utm_medium=listing&utm_campaign=brookfield_mulholland"",""state"":""CA"",""mlong"":""-121.89806"",""cnty"":""Alameda"",""prange"":""1-1_499m"",""zip"":""94568"",""mlat"":""37.70971"",""plid"":""28663876"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISme114nslj6ru0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1203910"",""premieragent"":""no"",""builderChatId"":""14748-821813"",""dma"":""37""}}","Yes","null","null","null"
"1572907735-1300","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/homedetails/4073-Coquille-Pl-Dublin-CA-94568/58879639_zpid/","Dublin, CA 94568","For sale","4073 Coquille Pl,","2","https://www.zillow.com/dublin-ca/2_p/","","","","","2,179","4","4","$1,054,258","$1,039,000","Single Family","2004","Forced air","Central","Attached Garage","3,841 sqft","$3,900/mo","9","9","10","null","Tile","null","null","$12,651"
"1572908421-1491","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/boulevard-union/2087975414_zpid/","Dublin, CA 94568","New construction","Buildable plan: Residence One, Boulevard   Union,","","","","","","","1,443","2","2","$762,840","$769,000","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","7","6","10","{""targetDiv"":""gpt-ad-b894a2a2-145a-40b2-a7bc-1eeeafb68fcb"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" NHWXSM"",""aamgnrc1"":""5698 El Dorado Ln"",""bd"":""2"",""fsbid"":""16644"",""city"":""Dublin"",""proptp"":""twn"",""pid"":""2087975414"",""zestibuck"":""700-799k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""1000-1499"",""price"":""769000"",""sqft"":""1443"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/dublin/boulevard/union?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahcal_listing_zillowtrulia_boulevard-union"",""state"":""CA"",""mlong"":""-121.899"",""cnty"":""Alameda"",""prange"":""700-799k"",""zip"":""94568"",""mlat"":""37.7086"",""plid"":""14224112"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrp85ycnh8mh20000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""762840"",""premieragent"":""no"",""builderChatId"":""16644-808633"",""dma"":""37""}}","Yes","null","null","null"
"1572904886-1046","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/homedetails/6030-Galena-Ct-Dublin-CA-94568/250134988_zpid/","Dublin, CA 94568","New construction","6030 Galena Ct,","","","3","https://www.zillow.com/dublin-ca/3_p/","","","2,589","3","4","$1,000,040","$999,880","Single Family","2019","Forced air","Central","Single Family","1,999 sqft","null","7","6","10","Forced air","Other","null","null","null"
"1572908199-1454","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/homedetails/5385-Blair-More-Pl-Dublin-CA-94568/68025838_zpid/","Dublin, CA 94568","For sale","5385 Blair More Pl,","","","","","","","3,883","5","5","$1,462,412","$1,439,000","Single Family","2005","Forced air","Central","2 spaces","7,117 sqft","$4,650/mo","10","9","10","null","Tile","null","null","$14,994"
"1572907201-1161","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/homedetails/9692-Zac-Ct-Dublin-CA-94568/119590464_zpid/","Dublin, CA 94568","Pre-foreclosure / auction","9692 Zac Ct,","2","https://www.zillow.com/dublin-ca/2_p/","","","","","3,702","4","3","$1,466,027","$1,466,027","Single Family","2016","No Data","No Data","Detached Garage","8,735 sqft","null","7","7","9","null","No","null","null","$23,437"
"1572907825-1332","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/huntington-at-boulevard/2091954081_zpid/","Dublin, CA 94568","New construction","Buildable plan: Residence 1, Huntington at Boulevard,","","","","","","","2,424","4","4","$1,069,999","$1,069,990","Single Family","2019","No Data","No Data","Single Family","No Data","null","7","6","10","{""targetDiv"":""gpt-ad-8498c924-1ac6-4d4e-9286-332389609db4"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 99A3YG"",""aamgnrc1"":""5793 El Dorado Ln"",""bd"":""4"",""fsbid"":""14748"",""city"":""Dublin"",""proptp"":""sfh"",""pid"":""2091954081"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""2000-2499"",""price"":""1069990"",""sqft"":""2424"",""posting_url"":""https://www.brookfieldresidential.com/new-homes/california/east-bay/dublin/boulevard/huntington?utm_source=GJ_NewHomeFeed_Huntinton_Boulevard&utm_medium=listing&utm_campaign=brookfieldnorcal_huntington"",""state"":""CA"",""mlong"":""-121.900349"",""cnty"":""Alameda"",""prange"":""1-1_499m"",""zip"":""94568"",""mlat"":""37.707405"",""plid"":""39265"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISu82cnkqihl9w1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1069999"",""premieragent"":""no"",""builderChatId"":""14748-775849"",""dma"":""37""}}","Yes","null","null","null"
"1572903618-651","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/homedetails/3957-Eminence-St-Dublin-CA-94568/2083228995_zpid/","Dublin, CA 94568","New construction","3957 Eminence St,","","","","","4","https://www.zillow.com/dublin-ca/4_p/","1,944","4","4","$965,796","$965,792","Townhouse","2019","Forced air","Central","Townhouse","No Data","null","9","9","10","Forced air","Composition","null","null","null"
"1572904954-1069","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/boulevard-lincoln/2087205548_zpid/","Dublin, CA 94568","New construction","Buildable plan: Residence Three, Boulevard   Lincoln,","2","https://www.zillow.com/dublin-ca/2_p/","","","","","3,257","5","4","None","$1,335,880","Single Family","2019","No Data","No Data","Single Family","No Data","null","7","6","10","{""targetDiv"":""gpt-ad-845e9fed-efb8-43d3-9ced-41cea6c3c6d0"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 8LWQVJ"",""aamgnrc1"":""5821 Nugget Way"",""bd"":""5"",""fsbid"":""11527"",""city"":""Dublin"",""proptp"":""sfh"",""pid"":""2087205548"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""3000-3499"",""price"":""1335880"",""sqft"":""3257"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/dublin/boulevard/lincoln?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_boulevard-lincoln"",""state"":""CA"",""mlong"":""-121.901"",""cnty"":""Marin"",""prange"":""1-1_499m"",""zip"":""94568"",""mlat"":""37.7083"",""plid"":""15395995"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISv8u515k35ab90000000000.jpg"",""zusr"":""true"",""hood"":""Canal"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""11527-815773"",""dma"":""37""}}","Yes","null","null","null"
"1572908116-1428","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/apex-in-dublin/2088647904_zpid/","Dublin, CA 94568","New construction","Buildable plan: Residence 3, Apex in Dublin,","","","","","","","1,944","4","4","$895,133","$906,000","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","9","9","10","{""targetDiv"":""gpt-ad-83c540e2-b4e5-45a1-9ad2-e24efe82d48b"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 2WCB5W"",""aamgnrc1"":""3963 Summit Rd"",""bd"":""4"",""fsbid"":""12949"",""city"":""Dublin"",""proptp"":""twn"",""pid"":""2088647904"",""zestibuck"":""800-899k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""1500-1999"",""price"":""906000"",""sqft"":""1944"",""posting_url"":""https://www.taylormorrison.com/ca/bay-area/dublin/apex?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=39578&nhf_listing_type=community&utm_term=comm_ApexinDublin&utm_campaign=Dublin%2FCA"",""state"":""CA"",""mlong"":""-121.865531"",""cnty"":""Marin"",""prange"":""900-999k"",""zip"":""94568"",""mlat"":""37.704217"",""plid"":""4218709"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7emcd1zib3m01000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""hood"":""Marinwood"",""yrblt"":""2010-2019"",""zestimate"":""895133"",""premieragent"":""no"",""builderChatId"":""12949-812697"",""dma"":""37""}}","Yes","null","null","null"
"1572904568-940","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/homedetails/5786-Juniper-Way-Dublin-CA-94568/2082562614_zpid/","Dublin, CA 94568","New construction","5786 Juniper Way,","","","3","https://www.zillow.com/dublin-ca/3_p/","","","3,257","5","4","$1,360,883","$1,360,880","Single Family","No Data","No Data","No Data","Single Family","No Data","null","7","6","10","{""targetDiv"":""gpt-ad-18eab4dc-417b-4d55-9cdd-5972a174936c"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""5786 Juniper Way"",""bd"":""5"",""fsbid"":""11527"",""city"":""Dublin"",""proptp"":""sfh"",""pid"":""2082562614"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""3000-3499"",""price"":""1360880"",""sqft"":""3257"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/dublin/boulevard/lincoln?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_boulevard-lincoln"",""state"":""CA"",""mlong"":""-121.901"",""cnty"":""Alameda"",""prange"":""1-1_499m"",""zip"":""94568"",""mlat"":""37.7083"",""plid"":""15395995"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4ky38qjfyp80000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Berkeley_Hills"",""zestimate"":""1360883"",""premieragent"":""no"",""builderChatId"":""11527-815773"",""dma"":""37""}}","Yes","null","null","null"
"1572907682-1284","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/homedetails/3653-Dublin-Blvd-Dublin-CA-94568/63085052_zpid/","Dublin, CA 94568","For sale","3653 Dublin Blvd,","2","https://www.zillow.com/dublin-ca/2_p/","","","","","1,243","1","2","$518,275","$529,000","Condo","2004","Forced air","Central","Attached Garage","$357/month","$2,600/mo","9","9","10","null","Tile","null","null","$6,606"
"1572907537-1237","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/homedetails/5662-Campbell-Ln-Dublin-CA-94568/241573457_zpid/","Dublin, CA 94568","For sale","5662 Campbell Ln,","2","https://www.zillow.com/dublin-ca/2_p/","","","","","1,886","4","4","$859,002","$859,000","Townhouse","2016","Forced air","Central","Attached Garage","No Data","$3,500/mo","7","6","10","null","Composition","null","null","$10,821"
"1572903842-703","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/bluffs-at-tassajara-hills/2092517084_zpid/","Dublin, CA 94568","New construction","Lot #0018, The Bluffs at Tassajara Hills,","","","","","4","https://www.zillow.com/dublin-ca/4_p/","3,854","5","6","None","$1,664,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","10","9","10","{""targetDiv"":""gpt-ad-b64d197a-d882-46b6-b5b5-fc4104197973"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" XE1BKN"",""aamgnrc1"":""7383 Colton Hills Dr"",""bd"":""5"",""fsbid"":""830"",""city"":""Dublin"",""proptp"":""sfh"",""pid"":""2082578487"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""3500-3999"",""price"":""1664995"",""sqft"":""3854"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/The-Bluffs-at-Tassajara-Hills/Oakhurst"",""state"":""CA"",""mlong"":""-121.86763"",""cnty"":""Alameda"",""prange"":""1_5-1_999m"",""zip"":""94568"",""mlat"":""37.736712"",""plid"":""39793"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz317cc0jpq1h0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1653277"",""premieragent"":""no"",""builderChatId"":""830-808782"",""dma"":""37""}}","Yes","null","null","null"
"1572903805-696","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/glen-at-tassajara-hills/2092517082_zpid/","Dublin, CA 94568","New construction","Lot #0004, The Glen at Tassajara Hills,","","","","","4","https://www.zillow.com/dublin-ca/4_p/","3,527","5","4.5","None","$1,558,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","10","6","10","{""targetDiv"":""gpt-ad-105dbd64-58b5-48b3-aa52-915fc4f06d65"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" ALACPD"",""aamgnrc1"":""7305 Colton Hills Dr"",""bd"":""5"",""fsbid"":""830"",""city"":""Dublin"",""proptp"":""sfh"",""pid"":""2092517076"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""3500-3999"",""price"":""1558995"",""sqft"":""3527"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/The-Glen-at-Tassajara-Hills/Maywood"",""state"":""CA"",""mlong"":""-121.86763"",""cnty"":""Santa_Clara"",""prange"":""1_5-1_999m"",""zip"":""94568"",""mlat"":""37.736712"",""plid"":""39794"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS6mwxqoejkg171000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808786"",""dma"":""37""}}","Yes","null","null","null"
"1572903717-676","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/community/knolls-at-tassajara-hills/2093636781_zpid/","Dublin, CA 94568","New construction","Lot #0011, The Knolls at Tassajara Hills,","","","","","4","https://www.zillow.com/dublin-ca/4_p/","3,818","4","4.5","None","$1,651,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","10","9","10","{""targetDiv"":""gpt-ad-2965fda0-87e1-4a65-b5a5-75ad60e1628e"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" W5K6YV"",""aamgnrc1"":""7383 Colton Hills Dr"",""bd"":""4"",""fsbid"":""830"",""city"":""Dublin"",""proptp"":""sfh"",""pid"":""2093636783"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""3500-3999"",""price"":""1651995"",""sqft"":""3818"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/The-Knolls-at-Tassajara-Hills/Parkhill"",""state"":""CA"",""mlong"":""-121.86763"",""cnty"":""Alameda"",""prange"":""1_5-1_999m"",""zip"":""94568"",""mlat"":""37.736712"",""plid"":""35534"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISe4kuop6zkct51000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808779"",""dma"":""37""}}","Yes","null","null","null"
"1572904816-1022","https://www.zillow.com/homes/Dublin-CA_rb/","","https://www.zillow.com/homedetails/7087-Tecopah-Hills-Way-Dublin-CA-94568/250133340_zpid/","Dublin, CA 94568","New construction","7087 Tecopah Hills Way,","","","3","https://www.zillow.com/dublin-ca/3_p/","","","3,871","5","6","$1,804,299","$1,849,995","Single Family","2019","Forced air","Central","Single Family","7,771 sqft","null","7","6","10","Forced air","Tile","null","null","null"
