web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href,next_page9,next_page9-href,next_page10,next_page10-href,next_page11,next_page11-href,next_page12,next_page12-href
"1572910138-7196","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/community/innovation-revo/2087796343_zpid/","Fremont, CA 94538","New construction","Buildable plan: Residence 2A ALT, Innovation   Revo,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","1,786","3","3","None","$991,880","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","9","6","7","{""targetDiv"":""gpt-ad-77478e95-d61e-419d-98c6-4bc902c10e47"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" JL5IVE"",""aamgnrc1"":""44969 Insight St"",""bd"":""3"",""fsbid"":""11527"",""city"":""Fremont"",""proptp"":""twn"",""pid"":""2087796343"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""991880"",""sqft"":""1786"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/fremont/innovation/revo?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_innovation-revo"",""state"":""CA"",""mlong"":""-121.946"",""cnty"":""Napa"",""prange"":""900-999k"",""zip"":""94538"",""mlat"":""37.5028"",""plid"":""2135988"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISusd6aac863af1000000000.jpg"",""zusr"":""true"",""hood"":""East_Industrial"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""11527-815771"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/fremont-ca/6_p/","NEXT","https://www.zillow.com/fremont-ca/7_p/","NEXT","https://www.zillow.com/fremont-ca/8_p/","NEXT","https://www.zillow.com/fremont-ca/9_p/","","","","","",""
"1572911474-7714","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/homedetails/175-Indian-Grass-Ter-Fremont-CA-94539/89034123_zpid/","Fremont, CA 94539","For sale","175 Indian Grass Ter,","2","https://www.zillow.com/fremont-ca/2_p/","","","","","","","1,731","3","3","$1,099,894","$1,099,888","Townhouse","2008","Forced air","Central","Townhouse","1,000 sqft","$3,400/mo","10","8","9","{""targetDiv"":""gpt-ad-9de69742-e7dc-4035-847a-b196be09afae"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""175 Indian Grass Ter"",""bd"":""3"",""fsbid"":""14106"",""city"":""Fremont"",""proptp"":""twn"",""pid"":""89034123"",""lot"":""1"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""9077883549097217381"",""sqftrange"":""1500-1999"",""price"":""1099888"",""sqft"":""1731"",""posting_url"":"""",""mlong"":""-121.914512"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94539"",""mlat"":""37.462327"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbton8i1gn4ge0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""East_Industrial"",""yrblt"":""2000-2009"",""zestimate"":""1099894"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572910539-7396","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/homedetails/3888-Invent-Ter-UNIT-303-Fremont-CA-94538/2082523037_zpid/","Fremont, CA 94538","New construction","3888 Invent Ter UNIT 303,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","1,504","3","2","$982,409","$969,000","Condo","2019","No Data","No Data","Condo","No Data","null","8","6","7","{""targetDiv"":""gpt-ad-3264da05-cd50-447f-8bcc-711e58c61420"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 303"",""aamgnrc1"":""3888 Invent Ter"",""bd"":""3"",""fsbid"":""13022"",""city"":""Fremont"",""proptp"":""cnd"",""pid"":""2082523037"",""zestibuck"":""900-999k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""969000"",""sqft"":""1504"",""posting_url"":""https://www.sheahomes.com/new-homes/california/bay-area/fremont/theory-at-innovation/plan-3/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=522758&nhf_listing_type=plan&utm_term=plan_Plan3&utm_campaign=Fremont%2FCA"",""state"":""CA"",""mlong"":""-121.964374"",""cnty"":""Alameda"",""prange"":""900-999k"",""zip"":""94538"",""mlat"":""37.504226"",""plid"":""40512"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjbod9eq8p4qw0000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""hood"":""Baylands"",""yrblt"":""2010-2019"",""zestimate"":""982409"",""premieragent"":""no"",""builderChatId"":""13022-807129"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/fremont-ca/6_p/","NEXT","https://www.zillow.com/fremont-ca/7_p/","","","","","","","","","",""
"1572910669-7461","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/community/locale-at-state-street/2087430311_zpid/","Fremont, CA 94538","New construction","Buildable plan: Locale Condo Flats 1.0, Locale at State Street,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","728","1","1","None","$648,000","Condo","2019","No Data","No Data","Condo","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-43d92e97-3da8-4fa1-bc0e-f19ece15637b"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" O4NGNB"",""aamgnrc1"":""39155 State St"",""bd"":""1"",""fsbid"":""14682"",""city"":""Fremont"",""proptp"":""cnd"",""pid"":""2087430311"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""500-999"",""price"":""648000"",""sqft"":""728"",""posting_url"":""http://www.summerhillhomes.com?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=33901&nhf_listing_type=community&utm_term=comm_LocaleatStateStreet&utm_campaign=Fremont%2FCA"",""state"":""CA"",""mlong"":""-121.984804"",""cnty"":""Napa"",""prange"":""600-699k"",""zip"":""94538"",""mlat"":""37.549036"",""plid"":""11367133"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISblmode5kkmj01000000000.jpg"",""zusr"":""true"",""hood"":""Downtown"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""14682-786499"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/fremont-ca/6_p/","","","","","","","","","","","",""
"1572910836-7539","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/homedetails/350-Mackintosh-Ter-Fremont-CA-94539/94685997_zpid/","Fremont, CA 94539","For sale","350 Mackintosh Ter,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","4,096","5","4","$2,593,892","$2,685,000","Single Family","2004","Forced air","Central","Single Family","0.61 acres","$7,829/mo","9","10","10","{""targetDiv"":""gpt-ad-cdff45e3-6e8f-437b-a761-56404ce9424c"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""350 Mackintosh Ter"",""bd"":""5"",""fsbid"":""14106"",""city"":""Fremont"",""proptp"":""sfh"",""pid"":""94685997"",""lot"":""4"",""zestibuck"":""2_5-2_999m"",""listtp"":""buy_agent"",""zguidh"":""9065944523626472687"",""sqftrange"":""4000-4499"",""price"":""2685000"",""sqft"":""4096"",""posting_url"":""http://www.lindayoungrealty.com"",""mlong"":""-121.942895"",""state"":""CA"",""park"":""yes"",""prange"":""2_5-2_999m"",""zip"":""94539"",""mlat"":""37.556847"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISblqb2kxqw5jv1000000000.jpg"",""zusr"":""true"",""price_band"":""z2m"",""hood"":""Kimber-Gomes"",""yrblt"":""2000-2009"",""zestimate"":""2593892"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572911233-7666","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/homedetails/30-Lima-Ter-Fremont-CA-94539/25021376_zpid/","Fremont, CA 94539","For sale","30 Lima Ter,","","","3","https://www.zillow.com/fremont-ca/3_p/","","","","","2,291","4","3","$1,696,020","$1,699,800","Single Family","1985","Forced air","Central","Single Family","8,720 sqft","$5,066/mo","9","10","10","{""targetDiv"":""gpt-ad-a53136d7-fc76-468a-9c9d-04529721185a"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""30 Lima Ter"",""bd"":""4"",""fsbid"":""14106"",""city"":""Fremont"",""proptp"":""sfh"",""pid"":""25021376"",""lot"":""2"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_agent"",""zguidh"":""-3163512462260245841"",""sqftrange"":""2000-2499"",""price"":""1699800"",""sqft"":""2291"",""posting_url"":""http://TimothyCrofton.com"",""mlong"":""-121.933531"",""state"":""CA"",""park"":""yes"",""prange"":""1_5-1_999m"",""zip"":""94539"",""mlat"":""37.546648"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjr064cw89gsm0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Mission_Valley"",""yrblt"":""1980-1989"",""zestimate"":""1696020"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572909636-6940","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/homedetails/42111-Osgood-Rd-UNIT-325-Fremont-CA-94539/2082237205_zpid/","Fremont, CA 94539","New construction","42111 Osgood Rd UNIT 325,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","934","1","1","$642,325","$634,420","Condo","No Data","No Data","No Data","Condo","$450/month","null","7","8","9","{""targetDiv"":""gpt-ad-33104364-465c-45cc-ac2e-00da9b026bad"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 325"",""aamgnrc1"":""42111 Osgood Rd"",""bd"":""1"",""fsbid"":""16594"",""city"":""Fremont"",""proptp"":""cnd"",""pid"":""2082237205"",""zestibuck"":""600-699k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""500-999"",""price"":""634420"",""sqft"":""934"",""posting_url"":""https://www.savantatirvington.com/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=53002&nhf_listing_type=community&utm_term=comm_SavantatIrvington&utm_campaign=Fremont%2FCA"",""state"":""CA"",""mlong"":""-121.951123"",""cnty"":""Alameda"",""prange"":""600-699k"",""zip"":""94539"",""mlat"":""37.528071"",""plid"":""13530470"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS3v0w9201rf440000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""hood"":""Irvington"",""zestimate"":""642325"",""premieragent"":""no"",""builderChatId"":""16594-819000"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/fremont-ca/6_p/","NEXT","https://www.zillow.com/fremont-ca/7_p/","NEXT","https://www.zillow.com/fremont-ca/8_p/","NEXT","https://www.zillow.com/fremont-ca/9_p/","NEXT","https://www.zillow.com/fremont-ca/10_p/","NEXT","https://www.zillow.com/fremont-ca/11_p/","",""
"1572910461-7358","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/homedetails/33964-Capulet-Cir-Fremont-CA-94555/25054420_zpid/","Fremont, CA 94555","Pre-foreclosure","33964 Capulet Cir,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","null","3","null","$987,938","$987,938","Single Family","1986","No Data","No Data","Single Family","4,500 sqft","null","8","8","10","{""targetDiv"":""gpt-ad-8cd46331-e2a0-4206-9c32-4eb3b67af31b"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""33964 Capulet Cir"",""bd"":""3"",""city"":""Fremont"",""proptp"":""sfh"",""pid"":""25054420"",""lot"":""1"",""zestibuck"":""1-1_499m"",""listtp"":""buy_foreclosure"",""zguidh"":""2690289348735173724"",""sqftrange"":""1000-1499"",""price"":""1135561"",""sqft"":""1380"",""posting_url"":"""",""mlong"":""-122.055462"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94555"",""mlat"":""37.567396"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Ardenwood"",""yrblt"":""1980-1989"",""zestimate"":""1135561"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fremont-ca/6_p/","NEXT","https://www.zillow.com/fremont-ca/7_p/","","","","","","","","","",""
"1572910187-7220","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/homedetails/38744-Farwell-Dr-Fremont-CA-94536/25043470_zpid/","Fremont, CA 94536","Pre-foreclosure","38744 Farwell Dr,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","null","3","null","$933,031","$933,031","Single Family","1964","No Data","No Data","Single Family","7,875 sqft","null","6","6","7","{""targetDiv"":""gpt-ad-c09586d3-332b-46d8-867e-86096db4c8b3"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""38744 Farwell Dr"",""bd"":""3"",""city"":""Fremont"",""proptp"":""sfh"",""pid"":""25043470"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_foreclosure"",""zguidh"":""1851550686033569705"",""sqftrange"":""1500-1999"",""price"":""1072450"",""sqft"":""1883"",""posting_url"":"""",""mlong"":""-122.004327"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94536"",""mlat"":""37.534498"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Glenmoor"",""yrblt"":""1960-1969"",""zestimate"":""1072450"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fremont-ca/6_p/","NEXT","https://www.zillow.com/fremont-ca/7_p/","NEXT","https://www.zillow.com/fremont-ca/8_p/","","","","","","","",""
"1572910263-7260","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/community/innovation-revo/2087796345_zpid/","Fremont, CA 94538","New construction","Buildable plan: Residence 2, Innovation   Revo,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","1,798","3","3","None","$992,880","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","9","6","7","{""targetDiv"":""gpt-ad-9cb2dda8-e16a-412e-ab85-460ac9b0dea4"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" I0L5AP"",""aamgnrc1"":""44969 Insight St"",""bd"":""3"",""fsbid"":""11527"",""city"":""Fremont"",""proptp"":""twn"",""pid"":""2087796345"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""992880"",""sqft"":""1798"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/fremont/innovation/revo?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_innovation-revo"",""state"":""CA"",""mlong"":""-121.946"",""cnty"":""Napa"",""prange"":""900-999k"",""zip"":""94538"",""mlat"":""37.5028"",""plid"":""2135988"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISeg9i9x3sp8af1000000000.jpg"",""zusr"":""true"",""hood"":""East_Industrial"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""11527-815771"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/fremont-ca/6_p/","NEXT","https://www.zillow.com/fremont-ca/7_p/","NEXT","https://www.zillow.com/fremont-ca/8_p/","","","","","","","",""
"1572910482-7369","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/homedetails/41669-Gifford-St-Fremont-CA-94538/25038477_zpid/","Fremont, CA 94538","Pre-foreclosure / auction","41669 Gifford St,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","null","3","null","$1,041,927","$1,041,927","Single Family","1958","No Data","No Data","Single Family","6,098 sqft","null","8","8","9","{""targetDiv"":""gpt-ad-2050d725-833b-4019-aa0e-cb2421c72cc1"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""41669 Gifford St"",""bd"":""3"",""city"":""Fremont"",""proptp"":""sfh"",""pid"":""25038477"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_foreclosure"",""zguidh"":""-5556407719566327878"",""sqftrange"":""1500-1999"",""price"":""1197618"",""sqft"":""1730"",""posting_url"":"""",""mlong"":""-121.962604"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94538"",""mlat"":""37.52624"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Irvington"",""yrblt"":""1940-1959"",""zestimate"":""1197618"",""premieragent"":""no""}}","null","null","null","null","NEXT","https://www.zillow.com/fremont-ca/6_p/","NEXT","https://www.zillow.com/fremont-ca/7_p/","","","","","","","","","",""
"1572911214-7662","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/homedetails/39350-Zacate-Ave-Fremont-CA-94539/25019152_zpid/","Fremont, CA 94539","For sale","39350 Zacate Ave,","","","3","https://www.zillow.com/fremont-ca/3_p/","","","","","1,316","3","2","$1,041,293","$1,050,000","Single Family","1980","Forced air","None","Single Family","6,843 sqft","$3,350/mo","6","7","8","{""targetDiv"":""gpt-ad-30c4e508-c430-48c1-b2e5-fef610ffd3e2"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""39350 Zacate Ave"",""bd"":""3"",""fsbid"":""14106"",""city"":""Fremont"",""proptp"":""sfh"",""pid"":""25019152"",""lot"":""2"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-8771963796888875412"",""sqftrange"":""1000-1499"",""price"":""1050000"",""sqft"":""1316"",""posting_url"":""http://TimothyCrofton.com"",""mlong"":""-121.956755"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94539"",""mlat"":""37.563017"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjz6klml4cx081000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Kimber-Gomes"",""yrblt"":""1980-1989"",""zestimate"":""1041293"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572911518-7724","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/homedetails/189-Mohave-Cmn-Fremont-CA-94539/25026490_zpid/","Fremont, CA 94539","For sale","189 Mohave Cmn,","","","","","","","","","1,200","2","2","$765,263","$765,000","Condo","1986","Forced air","None","Condo","$375/month","$2,750/mo","10","8","9","{""targetDiv"":""gpt-ad-dd7c9a49-a4d0-4cae-afa8-05e743758cd8"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""189 Mohave Cmn"",""bd"":""2"",""fsbid"":""14106"",""city"":""Fremont"",""proptp"":""cnd"",""pid"":""25026490"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""-6899988082820821055"",""sqftrange"":""1000-1499"",""price"":""765000"",""sqft"":""1200"",""posting_url"":""http://www.steve-andre.com"",""mlong"":""-121.925455"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""94539"",""mlat"":""37.492069"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISz7k8547bhsx51000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""hood"":""Warm_Springs"",""yrblt"":""1980-1989"",""zestimate"":""765263"",""premieragent"":""no""}}","null","null","null","null","","","","","","","","","","","","","",""
"1572909913-7081","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/community/chancery-lane-at-metro-crossing/2085641065_zpid/","Fremont, CA 94539","New construction","Buildable plan: C-8, Chancery Lane at Metro Crossing,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","1,678","2","2","$1,079,893","$1,097,990","Condo","2019","No Data","No Data","Condo","No Data","null","7","6","7","{""targetDiv"":""gpt-ad-67ea18b9-1ef5-4298-97b0-2c272b876b5b"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" EXQHMX"",""aamgnrc1"":""45158 Tom Blalock St"",""bd"":""2"",""fsbid"":""830"",""city"":""Fremont"",""proptp"":""cnd"",""pid"":""2085641065"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""1097990"",""sqft"":""1678"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Chancery-Lane-at-Metro-Crossing/C-8?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=451949&nhf_listing_type=plan&utm_term=plan_C-8&utm_campaign=Fremont%2FCA"",""state"":""CA"",""mlong"":""-121.934804"",""cnty"":""Napa"",""prange"":""1-1_499m"",""zip"":""94539"",""mlat"":""37.501322"",""plid"":""6077815"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISiroomdcgn6qs1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""East_Industrial"",""yrblt"":""2010-2019"",""zestimate"":""1079893"",""premieragent"":""no"",""builderChatId"":""830-808778"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/fremont-ca/6_p/","NEXT","https://www.zillow.com/fremont-ca/7_p/","NEXT","https://www.zillow.com/fremont-ca/8_p/","NEXT","https://www.zillow.com/fremont-ca/9_p/","NEXT","https://www.zillow.com/fremont-ca/10_p/","","","",""
"1572910049-7149","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/community/innovation-fuse/2087796337_zpid/","Fremont, CA 94538","New construction","Buildable plan: Residence 2, Innovation   Fuse,","","","","","","","5","https://www.zillow.com/fremont-ca/5_p/","1,326","2","2.5","None","$824,880","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","9","6","7","{""targetDiv"":""gpt-ad-12124496-3b48-4b87-8370-4d6f664d5ac2"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 14O3WV"",""aamgnrc1"":""44969 Insight St"",""bd"":""2"",""fsbid"":""11527"",""city"":""Fremont"",""proptp"":""twn"",""pid"":""2087796337"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1000-1499"",""price"":""824880"",""sqft"":""1326"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/fremont/innovation/fuse?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_innovation-fuse"",""state"":""CA"",""mlong"":""-121.946"",""cnty"":""Napa"",""prange"":""800-899k"",""zip"":""94538"",""mlat"":""37.5028"",""plid"":""2135989"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISqxieafgr46vc1000000000.jpg"",""zusr"":""true"",""hood"":""East_Industrial"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""11527-815749"",""dma"":""37""}}","null","null","null","null","NEXT","https://www.zillow.com/fremont-ca/6_p/","NEXT","https://www.zillow.com/fremont-ca/7_p/","NEXT","https://www.zillow.com/fremont-ca/8_p/","NEXT","https://www.zillow.com/fremont-ca/9_p/","","","","","",""
"1572911660-7753","https://www.zillow.com/homes/fremont-CA_rb/","","https://www.zillow.com/community/enclave-at-mission-falls/2082919841_zpid/","Fremont, CA 94539","New construction","Buildable plan: The Penthouse II, Enclave at Mission Falls,","","","","","","","","","1,515","2","2","$899,901","$909,990","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","10","8","9","{""targetDiv"":""gpt-ad-53d95981-fbf8-43ae-9fce-f913baec130b"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" E4YWR3"",""aamgnrc1"":""47506 Halsey Falls Ter"",""bd"":""2"",""fsbid"":""15682"",""city"":""Fremont"",""proptp"":""twn"",""pid"":""2082919841"",""zestibuck"":""800-899k"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""909990"",""sqft"":""1515"",""posting_url"":""http://www.centurycommunities.com/find-your-home/california/northern-california/fremont/enclave"",""state"":""CA"",""mlong"":""-121.92841"",""cnty"":""Alameda"",""prange"":""900-999k"",""zip"":""94539"",""mlat"":""37.4843"",""plid"":""19601793"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfcqkb09z97wb0000000000.jpg"",""zusr"":""true"",""price_band"":""z800"",""hood"":""East_Industrial"",""yrblt"":""2010-2019"",""zestimate"":""899901"",""premieragent"":""no"",""builderChatId"":""15682-811284"",""dma"":""37""}}","null","null","null","null","","","","","","","","","","","","","",""
