web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount,next_page6,next_page6-href,next_page7,next_page7-href,next_page8,next_page8-href
"1572901115-636","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/0-Auberry-Rd-Clovis-CA-93619/2106521574_zpid/","Clovis, CA 93619","For sale","0 Auberry Rd,","","","","","","","","","null","--","null","None","$1,599,700","Single Family","No Data","No Data","No Data","No Data","20.19 acres","null","10","10","10","null","Other","null","Electricity Available","null","","","","","",""
"1572897825-359","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/2413-Chapel-Hill-Cir-Stockton-CA-95209/15281825_zpid/","Stockton, CA 95209","For sale","2413 Chapel Hill Cir,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","1,698","3","2","$369,900","$369,900","Single Family","1979","Forced air","Central","2 spaces","8,459 sqft","$1,795/mo","2","2","4","Granite Counters","Stucco, Wood","Composition","All Public","$1,538","NEXT","https://www.zillow.com/homes/for_sale/6_p/","NEXT","https://www.zillow.com/homes/for_sale/7_p/","NEXT","https://www.zillow.com/homes/for_sale/8_p/"
"1572900748-606","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/4060-Tammy-Ln-Shingle-Springs-CA-95682/18616361_zpid/","Shingle Springs, CA 95682","For sale","4060 Tammy Ln,","","","","","","","","","1,620","3","2","$432,126","$449,400","Single Family","1965","Forced air, Stove","Central","2 spaces","1.18 acres","$1,895/mo","7","7","8","Tub w/Shower Over, Window","Frame, Aluminum Siding","Composition","Propane, Propane Tank Leased, All Public","$1,992","","","","","",""
"1572899282-488","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/2431-Sea-Lion-Way-Turlock-CA-95380/89167661_zpid/","Turlock, CA 95380","For sale","2431 Sea Lion Way,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","1,608","3","2","$347,453","$390,000","Single Family","2014","Forced air","Central","2 spaces","3,833 sqft","$1,725/mo","3","4","7","Double Sinks, Shower Stall(s), Sitting Area","Frame, Stone, Stucco","Tile","Natural Gas Connected, All Public","$4,196","","","","","",""
"1572898400-416","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/126-Afton-Rd-Salinas-CA-93905/19321447_zpid/","Salinas, CA 93905","For sale","126 Afton Rd,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","1,222","2","1","$398,947","$439,000","Single Family","1947","Wall","None","Attached Garage","7,300 sqft","$2,100/mo","3","3","4","null","Concrete","null","Public Utilities","$679","NEXT","https://www.zillow.com/homes/for_sale/6_p/","","","",""
"1572900236-570","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/Verdale-Ave-Val-Verde-CA-91384/2083480235_zpid/","Val Verde, CA 91384","Lot/land","Verdale Ave,","2","https://www.zillow.com/homes/for_sale/2_p/","","","","","","","null","0.3 acres","null","None","$15,000","null","null","null","null","null","null","$1,650/mo","7","6","9","null","Sale","Yes","null","null","","","","","",""
"1572898845-455","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/2024-Severus-Dr-Vallejo-CA-94589/15661418_zpid/","Vallejo, CA 94589","For sale","2024 Severus Dr,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","1,104","3","2","$382,081","$389,900","Single Family","1963","Other","No Data","Attached Garage","5,662 sqft","$2,175/mo","4","6","6","null","Composition","null","null","$2,537","","","","","",""
"1572899680-530","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/31246-Blue-Sky-Way-Castaic-CA-91384/136695631_zpid/","Castaic, CA 91384","For sale","31246 Blue Sky Way,","","","3","https://www.zillow.com/homes/for_sale/3_p/","","","","","1,512","2","2","$127,737","$129,000","Mobile / Manufactured","1996","Forced air","Central","3 spaces","$85","$2,660/mo","7","6","9","null","Pier Jacks","1996","Water Connected, Sewer Connected, Electricity Connected, Natural Gas Connected","$435","","","","","",""
"1572900897-618","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/31-Magnolia-Ave-San-Anselmo-CA-94960/80744072_zpid/","San Anselmo, CA 94960","For sale","31 Magnolia Ave,","","","","","","","","","2,272","3","2","$1,350,762","$1,495,000","Single Family","1903","Wall","No Data","Attached Garage","4,356 sqft","$4,950/mo","9","8","9","null","Composition","null","null","$14,279","","","","","",""
"1572898979-471","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/9416-Kanosh-Cobble-Dr-Bakersfield-CA-93313/2082145841_zpid/","Bakersfield, CA 93313","For sale","9416 Kanosh Cobble Dr,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","null","4","null","None","$300,000","Single Family","2019","No Data","No Data","No Data","8,128 sqft","null","5","5","4","null","No","null","null","null","","","","","",""
"1572900701-601","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/2410-Willow-Creek-Ct-Cool-CA-95614/18597625_zpid/","Cool, CA 95614","For sale","2410 Willow Creek Ct,","","","","","","","","","2,100","3","3","$401,781","$375,000","Single Family","1982","Forced air, Stove","Central","2 spaces","2.38 acres","$2,200/mo","4","5","null","Tub w/Shower Over, Tile","Frame, Wood","Composition","Propane, Propane Tank Leased","$3,097","","","","","",""
"1572897647-343","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/46221-White-Oak-Ct-King-City-CA-93930/19378834_zpid/","King City, CA 93930","For sale","46221 White Oak Ct,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","1,868","4","2","$414,647","$420,000","Single Family","1990","Forced air","None","2 spaces","7,000 sqft","$2,100/mo","4","2","5","null","Tile","null","Public Utilities","$3,249","NEXT","https://www.zillow.com/homes/for_sale/6_p/","NEXT","https://www.zillow.com/homes/for_sale/7_p/","NEXT","https://www.zillow.com/homes/for_sale/8_p/"
"1572898381-414","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/3241-Torrance-Ave-Sacramento-CA-95822/119685709_zpid/","Sacramento, CA 95822","For sale","3241 Torrance Ave,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","1,686","3","3","$324,521","$324,999","Single Family","2013","Forced air","Central","2 spaces","2,482 sqft","$1,975/mo","4","1","3","Dining/Family Combo","Stone, Stucco, Wood","Composition","All Public","$4,618","NEXT","https://www.zillow.com/homes/for_sale/6_p/","","","",""
"1572901086-634","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/1109-Greenwich-St-San-Francisco-CA-94109/63196025_zpid/","San Francisco, CA 94109","For sale","1109 Greenwich St,","","","","","","","","","null","2","null","$2,002,285","$1,649,000","Condo","1911","No Data","No Data","Detached Garage","$891/month","$6,350/mo","9","7","8","null","No","null","null","$1,826","","","","","",""
"1572899878-545","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/30118-Cambridge-Ave-Castaic-CA-91384/54946989_zpid/","Castaic, CA 91384","For sale","30118 Cambridge Ave,","","","3","https://www.zillow.com/homes/for_sale/3_p/","","","","","2,870","5","3","$693,623","$699,000","Single Family","2003","Forced air","Central","2 spaces","8,145 sqft","$3,500/mo","5","6","9","Central Air","No","null","null","$8,381","","","","","",""
"1572897839-362","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/14864-Wood-Dr-Magalia-CA-95954/18263962_zpid/","Magalia, CA 95954","For sale","14864 Wood Dr,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","768","2","1","None","$77,500","Mobile / Manufactured","1971","Forced air","Evaporative","No Data","$101","$1,150/mo","6","3","7","See Remarks","Other","null","Propane, Water Connected, Electricity Connected","$636","NEXT","https://www.zillow.com/homes/for_sale/6_p/","NEXT","https://www.zillow.com/homes/for_sale/7_p/","NEXT","https://www.zillow.com/homes/for_sale/8_p/"
"1572899847-542","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/27726-Rainier-Rd-Castaic-CA-91384/20232064_zpid/","Castaic, CA 91384","Pre-foreclosure","27726 Rainier Rd,","","","3","https://www.zillow.com/homes/for_sale/3_p/","","","","","2,422","4","3","$622,014","$622,014","Single Family","1990","No Data","Central","Attached Garage","6,098 sqft","null","6","6","9","Central","No","null","null","$9,316","","","","","",""
"1572897885-368","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/1955-Stoneridge-Reno-NV-89439/2082148156_zpid/","Reno, NV 89439","For sale","1955 Stoneridge,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","1,436","3","2","None","$395,000","Single Family","2001","Forced air","Evaporative","Attached Garage","No Data","null","8","7","10","Walk-In Closet(s)","Other, Vinyl Siding","Composition","Natural Gas Connected, Electricity Connected, Phone Connected, Cable Connected, Water Connected, Internet Available, Cellular Coverage Avail","null","NEXT","https://www.zillow.com/homes/for_sale/6_p/","NEXT","https://www.zillow.com/homes/for_sale/7_p/","NEXT","https://www.zillow.com/homes/for_sale/8_p/"
"1572900293-573","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/Euclid-Ave-Val-Verde-CA-91384/2098353949_zpid/","Val Verde, CA 91384","For sale by owner","Euclid Ave,","2","https://www.zillow.com/homes/for_sale/2_p/","","","","","","","null","5,446 sqft","null","None","$29,000","null","null","null","null","null","null","$1,650/mo","5","6","9","null","null","null","null","null","","","","","",""
"1572900167-564","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/Grasshopper-Fire-Rd-Castaic-CA-91384/2083921366_zpid/","Castaic, CA 91384","Lot/land","Grasshopper Fire Rd,","2","https://www.zillow.com/homes/for_sale/2_p/","","","","","","","null","69 acres","null","None","$450,000","null","null","null","null","null","null","$1,650/mo","7","6","9","null","Los Angeles","Assessor","null","null","","","","","",""
"1572898872-460","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/6501-Lake-Park-Dr-Sacramento-CA-95831/25823340_zpid/","Sacramento, CA 95831","For sale","6501 Lake Park Dr,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","2,195","4","3","$579,274","$675,000","Single Family","1965","Forced air","Central","2 spaces","0.34 acres","$2,475/mo","1","3","6","Shower Stall(s)","Frame, Stucco","Composition","All Public","$6,523","","","","","",""
"1572899488-500","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/Willette-Walk-Val-Verde-CA-91384/2091650789_zpid/","Val Verde, CA 91384","Lot/land","Willette Walk,","","","","","4","https://www.zillow.com/homes/for_sale/4_p/","","","null","9,147 sqft","null","null","$10,000","null","null","null","null","null","null","$1,650/mo","7","6","9","null","/UnknownSee all","null","null","null","","","","","",""
"1572899976-554","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/0-Lincoln-Taylor-Val-Verde-CA/2084453977_zpid/","Val Verde, CA --","Lot/land","0 Lincoln & Taylor,","","","3","https://www.zillow.com/homes/for_sale/3_p/","","","","","null","4,517 sqft","null","None","$35,000","null","null","null","null","null","null","$1,645/mo","7","6","9","null","Standard","VVER - Val Verde","See Remarks","null","","","","","",""
"1572898907-464","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/3543-Alabama-Ct-Riverbank-CA-95367/16080446_zpid/","Riverbank, CA 95367","For sale","3543 Alabama Ct,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","1,427","3","2","$311,180","$307,000","Single Family","1991","Forced air","Central","2 spaces","5,140 sqft","$1,600/mo","2","3","5","null","Composition","null","null","$2,935","","","","","",""
"1572898148-392","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/1100-Hoffman-Ave-Monterey-CA-93940/19308687_zpid/","Monterey, CA 93940","For sale","1100 Hoffman Ave,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","753","2","1","null","$699,000","Single Family","1962","Stove","None","2 spaces","2,178 sqft","$2,500/mo","6","2","7","null","Composition","null","Public Utilities","$4,812","NEXT","https://www.zillow.com/homes/for_sale/6_p/","NEXT","https://www.zillow.com/homes/for_sale/7_p/","",""
"1572898177-397","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/319-Manor-Dr-Pacifica-CA-94044/15475682_zpid/","Pacifica, CA 94044","For sale by owner","319 Manor Dr,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","1,820","3","2","$1,029,607","$900,000","Single Family","1950","Forced air, Other","No Data","Attached Garage","6,600 sqft","$3,900/mo","7","5","null","null","Shake/Shingle","null","null","$5,162","NEXT","https://www.zillow.com/homes/for_sale/6_p/","NEXT","https://www.zillow.com/homes/for_sale/7_p/","",""
"1572899592-512","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/0000-Hasley-Cyn-Castaic-CA-91384/2086927673_zpid/","Castaic, CA 91384","Lot/land","0000 Hasley Cyn,","","","","","4","https://www.zillow.com/homes/for_sale/4_p/","","","null","520 acres","null","null","$2,999,950","null","null","null","null","null","null","$1,650/mo","7","6","9","null","null","null","null","null","","","","","",""
"1572899527-503","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/0-Dubois-St-Val-Verde-CA-91384/2091195043_zpid/","Val Verde, CA 91384","Lot/land","0 Dubois St,","","","","","4","https://www.zillow.com/homes/for_sale/4_p/","","","null","6,094 sqft","null","None","$12,000","null","null","null","null","null","null","$1,650/mo","7","6","9","null","Los Angeles","Assessor","null","null","","","","","",""
"1572898431-419","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/community/palisade-village-at-sierra-vista/2082434648_zpid/","Roseville, CA 95747","New construction","Buildable plan: Residence 1, Palisade Village at Sierra Vista,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","2,184","4","3","$469,989","$469,990","Single Family","2019","No Data","No Data","Single Family","No Data","null","5","5","7","{""targetDiv"":""gpt-ad-5cabf8b3-92a9-4a74-8bda-2371db48e9d4"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" RKENG6"",""aamgnrc1"":""1057 Swallowtail Dr"",""bd"":""4"",""fsbid"":""14885"",""city"":""Roseville"",""proptp"":""sfh"",""pid"":""2082434648"",""zestibuck"":""450-499k"",""listtp"":""buy_builder_community"",""zguidh"":""-686962791707332164"",""sqftrange"":""2000-2499"",""price"":""469990"",""sqft"":""2184"",""posting_url"":""http://jmchomes.com/palisade-village-sierra-vista/plans/residence-1?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=617534&nhf_listing_type=plan&utm_term=plan_Residence1&utm_campaign=Roseville%2FCA"",""state"":""CA"",""mlong"":""-121.367181"",""cnty"":""Placer"",""prange"":""450-499k"",""zip"":""95747"",""mlat"":""38.759496"",""plid"":""28802171"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr9439j3zdax60000000000.jpg"",""zusr"":""true"",""price_band"":""z400"",""yrblt"":""2010-2019"",""zestimate"":""469989"",""premieragent"":""no"",""builderChatId"":""14885-829553"",""dma"":""35""}}","Yes","null","null","null","NEXT","https://www.zillow.com/homes/for_sale/6_p/","","","",""
"1572900178-565","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/31230-Heavenly-Way-57-Castaic-CA-91384/2083915622_zpid/","Castaic, CA 91384","For sale","31230 Heavenly Way # 57,","2","https://www.zillow.com/homes/for_sale/2_p/","","","","","","","2,000","2","2","$137,824","$139,900","Mobile / Manufactured","1981","Forced air","Central","Carport, Attached Garage","$70","$2,700/mo","7","6","9","Inside, Individual Room, Dryer Included, Washer Included","Double Pane Windows","null","null","null","","","","","",""
"1572899868-544","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/28649-Taft-Ct-Val-Verde-CA-91384/2084850451_zpid/","Val Verde, CA 91384","Lot/land","28649 Taft Ct,","","","3","https://www.zillow.com/homes/for_sale/3_p/","","","","","null","7,405 sqft","null","null","$88,880","null","null","null","null","null","null","$1,650/mo","5","6","9","null","Buyer to Verify","Buyer to Verify","null","null","","","","","",""
"1572898170-396","https://www.zillow.com/homes/for_sale/?searchQueryState={%22pagination%22:{},%22usersSearchTerm%22:%22san%20francisco%20bay%20area%22,%22mapBounds%22:{%22west%22:-125.95602929687499,%22east%22:-118.77097070312499,%22south%22:36.285872300035585,%22north%22:39.1274705976644},%22isMapVisible%22:true,%22mapZoom%22:7,%22filterState%22:{},%22isListVisible%22:true}","","https://www.zillow.com/homedetails/3050-Shiles-Loop-Brentwood-CA-94513/18280448_zpid/","Brentwood, CA 94513","For sale","3050 Shiles Loop,","","","","","","","5","https://www.zillow.com/homes/for_sale/5_p/","1,706","3","2","$504,136","$515,000","Single Family","1995","Forced air","Central","2 spaces","5,749 sqft","null","7","6","7","Gas, Forced Air 1 Zone","Wood Siding","Tile","null","$7,108","NEXT","https://www.zillow.com/homes/for_sale/6_p/","NEXT","https://www.zillow.com/homes/for_sale/7_p/","",""
