web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572919598-9503","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/571-Holthouse-Ter-Sunnyvale-CA-94087/124745152_zpid/","Sunnyvale, CA 94087","For sale","571 Holthouse Ter,","2","https://www.zillow.com/sunnyvale-ca/2_p/","","","","","","","1,276","2","3","$1,338,784","$1,348,000","Townhouse","2014","Forced air","Central","Townhouse","662 sqft","$3,850/mo","9","7","7","{""targetDiv"":""gpt-ad-00288329-4ce7-4c83-be2c-63e14ff41e7f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""571 Holthouse Ter"",""bd"":""2"",""fsbid"":""13862"",""city"":""Sunnyvale"",""proptp"":""twn"",""pid"":""124745152"",""lot"":""1"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-8444267843669326635"",""sqftrange"":""1000-1499"",""price"":""1348000"",""sqft"":""1276"",""posting_url"":"""",""mlong"":""-122.039027"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94087"",""mlat"":""37.368411"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISqhad31ge6y3n0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""De_Anza"",""yrblt"":""2010-2019"",""zestimate"":""1338784"",""premieragent"":""no""}}","null","null","null","null"
"1572919899-9828","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/1111-Morse-Ave-SPC-124-Sunnyvale-CA-94089/2121597614_zpid/","Sunnyvale, CA 94089","For sale","1111 Morse Ave SPC 124,","","","","","","","","","1,344","2","2","$197,826","$195,000","Mobile / Manufactured","1975","Forced air","Central","Mobile / Manufactured","$145","$3,540/mo","4","4","7","{""targetDiv"":""gpt-ad-9fe56c9e-f695-45c8-80d2-9c0366dcbe12"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Spc 124"",""aamgnrc1"":""1111 Morse Ave"",""bd"":""2"",""fsbid"":""13698"",""city"":""Sunnyvale"",""proptp"":""mm"",""pid"":""2121597614"",""zestibuck"":""150-199k"",""listtp"":""buy_agent"",""zguidh"":""-6746164031698727287"",""sqftrange"":""1000-1499"",""price"":""195000"",""sqft"":""1344"",""posting_url"":"""",""mlong"":""-122.017801"",""state"":""CA"",""prange"":""150-199k"",""zip"":""94089"",""mlat"":""37.403141"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS729mafkawj8l1000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""hood"":""Lakewood"",""yrblt"":""1970-1979"",""zestimate"":""197826"",""premieragent"":""no""}}","null","null","null","null"
"1572919610-9518","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/999-W-Evelyn-Ter-APT-65-Sunnyvale-CA-94086/19550548_zpid/","Sunnyvale, CA 94086","For sale","999 W Evelyn Ter APT 65,","2","https://www.zillow.com/sunnyvale-ca/2_p/","","","","","","","822","1","1","$645,801","$629,000","Condo","1976","Forced air, Other","None","Condo","$410/month","$2,500/mo","5","7","7","{""targetDiv"":""gpt-ad-d76e1272-c2c9-4797-85eb-9a1060d99112"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 65"",""aamgnrc1"":""999 W Evelyn Ter"",""bd"":""1"",""fsbid"":""15503"",""city"":""Sunnyvale"",""proptp"":""cnd"",""pid"":""19550548"",""lot"":""1"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""6945835599665652336"",""sqftrange"":""500-999"",""price"":""629000"",""sqft"":""822"",""posting_url"":""https://www.rexhomes.com/listing/999-w-evelyn-ter-apt-65"",""mlong"":""-122.008158"",""state"":""CA"",""prange"":""600-699k"",""zip"":""94086"",""mlat"":""37.37137"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrh6e1l1fwsqg1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""hood"":""Ponderosa"",""yrblt"":""1970-1979"",""zestimate"":""645801"",""premieragent"":""no""}}","null","null","null","null"
"1572919133-8979","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/820-E-Duane-Ave-UNIT-6-Sunnyvale-CA-94085/2084511657_zpid/","Sunnyvale, CA 94085","New construction","820 E Duane Ave UNIT 6,","","","","","4","https://www.zillow.com/sunnyvale-ca/4_p/","","","1,194","2","3","$1,183,037","$1,199,000","Townhouse","2019","Forced air","Central","Townhouse","No Data","null","3","4","7","{""targetDiv"":""gpt-ad-8119c1dd-7239-472a-9930-46862ef8e532"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 6"",""aamgnrc1"":""820 E Duane Ave"",""bd"":""2"",""fsbid"":""12949"",""city"":""Sunnyvale"",""proptp"":""twn"",""pid"":""2084511657"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""stale"":""yes"",""zguidh"":""1805368842246238228"",""sqftrange"":""1000-1499"",""price"":""1199000"",""sqft"":""1194"",""posting_url"":""https://www.taylormorrison.com/ca/bay-area/sunnyvale/nova-at-the-vale/floor-plans/residence-1-nova-plan/home-available-now-at-820-e-duane-ave-6-94085"",""state"":""CA"",""mlong"":""-122.004855"",""cnty"":""Sonoma"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94085"",""mlat"":""37.388232"",""plid"":""4218710"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvomymkn558cx0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""East_Murphy"",""yrblt"":""2010-2019"",""zestimate"":""1183037"",""premieragent"":""no"",""builderChatId"":""12949-812704"",""dma"":""37""}}","null","null","null","null"
"1572919398-9277","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/125-N-Mary-Ave-SPC-63-Sunnyvale-CA-94086/2121629910_zpid/","Sunnyvale, CA 94086","For sale","125 N Mary Ave SPC 63,","","","3","https://www.zillow.com/sunnyvale-ca/3_p/","","","","","1,512","3","2","$360,979","$354,900","Mobile / Manufactured","2011","Forced air","Central","Mobile / Manufactured","$235","$3,750/mo","4","7","9","{""targetDiv"":""gpt-ad-49a56f84-e079-46c5-9748-3ddf4dcb7219"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Spc 63"",""aamgnrc1"":""125 N Mary Ave"",""bd"":""3"",""fsbid"":""3020"",""city"":""Sunnyvale"",""proptp"":""mm"",""pid"":""2121629910"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""8908243276631662543"",""sqftrange"":""1500-1999"",""price"":""354900"",""sqft"":""1512"",""posting_url"":""http://www.homeresearch.com/Listing/Detail/152333?src=zillow"",""mlong"":""-122.048927"",""state"":""CA"",""prange"":""350-399k"",""zip"":""94086"",""mlat"":""37.385294"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzbrgvgd8hw0c0000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""West_Murphy"",""yrblt"":""2010-2019"",""zestimate"":""360979"",""premieragent"":""no""}}","null","null","null","null"
"1572919727-9654","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/860-E-Duane-Ave-8-Sunnyvale-CA-94085/300482352_zpid/","Sunnyvale, CA 94085","For sale","860 E Duane Ave # 8,","","","","","","","","","1,663","3","4","$1,420,539","$1,369,000","Townhouse","2018","Forced air","Central","Townhouse","1,603 sqft","$3,600/mo","3","4","7","{""targetDiv"":""gpt-ad-d47d3eda-1920-4bb3-afb2-e7ea5019967d"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 8"",""aamgnrc1"":""860 E Duane Ave"",""bd"":""3"",""fsbid"":""13698"",""city"":""Sunnyvale"",""proptp"":""twn"",""pid"":""300482352"",""lot"":""1"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-1411397283060703732"",""sqftrange"":""1500-1999"",""price"":""1369000"",""sqft"":""1663"",""posting_url"":""http://rabiateam.com"",""mlong"":""-122.005903"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94085"",""mlat"":""37.388217"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjb4ec9q030ns1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""East_Murphy"",""yrblt"":""2010-2019"",""zestimate"":""1420539"",""premieragent"":""no""}}","null","null","null","null"
"1572919417-9292","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/690-Persian-Dr-SPC-82-Sunnyvale-CA-94089/2085883189_zpid/","Sunnyvale, CA 94089","For sale","690 Persian Dr SPC 82,","","","3","https://www.zillow.com/sunnyvale-ca/3_p/","","","","","1,770","3","2","$390,140","$389,000","Mobile / Manufactured","2019","No Data","No Data","Mobile / Manufactured","$220","$4,100/mo","4","4","7","{""targetDiv"":""gpt-ad-59d7b52f-126e-4e74-901b-6d7ec2716ccd"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Spc 82"",""aamgnrc1"":""690 Persian Dr"",""bd"":""3"",""fsbid"":""15647"",""city"":""Sunnyvale"",""proptp"":""mm"",""pid"":""2085883189"",""zestibuck"":""350-399k"",""listtp"":""buy_agent"",""zguidh"":""-5869626735380777506"",""sqftrange"":""1500-1999"",""price"":""389000"",""sqft"":""1770"",""posting_url"":""http://www.mystatemls.com/property/10641285"",""mlong"":""-122.007954"",""state"":""CA"",""prange"":""350-399k"",""zip"":""94089"",""mlat"":""37.40585"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvk7o9yp7qopu0000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""hood"":""Lakewood"",""yrblt"":""2010-2019"",""zestimate"":""390140"",""premieragent"":""no""}}","null","null","null","null"
"1572919062-8899","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/828-Julian-Ter-UNIT-1-Sunnyvale-CA-94085/2083217929_zpid/","Sunnyvale, CA 94085","New construction","828 Julian Ter UNIT 1,","","","","","4","https://www.zillow.com/sunnyvale-ca/4_p/","","","1,875","4","4","$1,448,401","$1,469,183","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","3","4","7","{""targetDiv"":""gpt-ad-6549dc65-a188-47f9-befa-40a6ad2ba249"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 1"",""aamgnrc1"":""828 Julian Ter"",""bd"":""4"",""fsbid"":""14581"",""city"":""Sunnyvale"",""proptp"":""twn"",""pid"":""2083217929"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""1500-1999"",""price"":""1469183"",""sqft"":""1875"",""posting_url"":""https://livethevale.com/echo/floor-plans/?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=506235&nhf_listing_type=plan&utm_term=plan_Echo-Plan3&utm_campaign=Sunnyvale%2FCA&plan=three"",""state"":""CA"",""mlong"":""-122.00875"",""cnty"":""Santa_Clara"",""prange"":""1-1_499m"",""zip"":""94085"",""mlat"":""37.386486"",""plid"":""19329721"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf4ka9si3qb8b1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""East_Murphy"",""yrblt"":""2010-2019"",""zestimate"":""1448401"",""premieragent"":""no"",""builderChatId"":""14581-804227"",""dma"":""37""}}","null","null","null","null"
"1572918998-8829","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/600-E-Weddell-Dr-SPC-36-Sunnyvale-CA-94089/2084698332_zpid/","Sunnyvale, CA 94089","For sale","600 E Weddell Dr SPC 36,","","","","","4","https://www.zillow.com/sunnyvale-ca/4_p/","","","1,040","2","2","$220,696","$225,000","Mobile / Manufactured","1989","Forced air","No Data","Mobile / Manufactured","$216","$3,200/mo","4","4","7","{""targetDiv"":""gpt-ad-f84e7819-3b83-4218-873d-93b528e5ef6f"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Spc 36"",""aamgnrc1"":""600 E Weddell Dr"",""bd"":""2"",""fsbid"":""3020"",""city"":""Sunnyvale"",""proptp"":""mm"",""pid"":""2084698332"",""zestibuck"":""200-249k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""458086063229647249"",""sqftrange"":""1000-1499"",""price"":""225000"",""sqft"":""1040"",""posting_url"":""http://www.homeresearch.com/Listing/Detail/142353?src=zillow"",""mlong"":""-122.009905"",""state"":""CA"",""prange"":""200-249k"",""zip"":""94089"",""mlat"":""37.400035"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnae4sgk1dlke0000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Lakewood"",""yrblt"":""1980-1989"",""zestimate"":""220696"",""premieragent"":""no""}}","null","null","null","null"
"1572919421-9297","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/1220-Tasman-Dr-SPC-55-Sunnyvale-CA-94089/2083176898_zpid/","Sunnyvale, CA 94089","For sale","1220 Tasman Dr SPC 55,","","","3","https://www.zillow.com/sunnyvale-ca/3_p/","","","","","648","1","1","$135,029","$130,000","Mobile / Manufactured","1969","Forced air","None","Mobile / Manufactured","$201","$2,450/mo","5","7","8","{""targetDiv"":""gpt-ad-41bd3d39-5831-41cb-a725-0411f9947716"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Spc 55"",""aamgnrc1"":""1220 Tasman Dr"",""bd"":""1"",""fsbid"":""16701"",""city"":""Sunnyvale"",""proptp"":""mm"",""pid"":""2083176898"",""zestibuck"":""100-149k"",""listtp"":""buy_agent"",""zguidh"":""5579340015601134564"",""sqftrange"":""500-999"",""price"":""130000"",""sqft"":""648"",""posting_url"":""http://www.justincarrow.com"",""mlong"":""-121.987604"",""state"":""CA"",""prange"":""100-149k"",""zip"":""94089"",""mlat"":""37.403301"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb9dd9cqoe3e81000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""hood"":""Lakewood"",""yrblt"":""1960-1969"",""zestimate"":""135029"",""premieragent"":""no""}}","null","null","null","null"
"1572919091-8935","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/1225-Vienna-Dr-SPC-323-Sunnyvale-CA-94089/2084622954_zpid/","Sunnyvale, CA 94089","For sale","1225 Vienna Dr SPC 323,","","","","","4","https://www.zillow.com/sunnyvale-ca/4_p/","","","1,620","3","2","$236,113","$239,000","Mobile / Manufactured","2006","Forced air","Central","Mobile / Manufactured","$148","$3,700/mo","5","7","8","{""targetDiv"":""gpt-ad-f1e50b7c-a631-430a-bbe6-a9c83884ad9b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Spc 323"",""aamgnrc1"":""1225 Vienna Dr"",""bd"":""3"",""fsbid"":""13698"",""city"":""Sunnyvale"",""proptp"":""mm"",""pid"":""2084622954"",""zestibuck"":""200-249k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-1982679145221341492"",""sqftrange"":""1500-1999"",""price"":""239000"",""sqft"":""1620"",""posting_url"":""http://www.pamshomes.com"",""mlong"":""-122.001015"",""state"":""CA"",""prange"":""200-249k"",""zip"":""94089"",""mlat"":""37.40122"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISb1z0olwlre830000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Lakewood"",""yrblt"":""2000-2009"",""zestimate"":""236113"",""premieragent"":""no""}}","null","null","null","null"
"1572919443-9319","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/664-Grand-Fir-Ave-Sunnyvale-CA-94086/153207269_zpid/","Sunnyvale, CA 94086","For sale","664 Grand Fir Ave,","2","https://www.zillow.com/sunnyvale-ca/2_p/","","","","","","","null","--","null","$2,437,562","$2,390,000","Multi Family","1959","Gas","None","Multi Family","$735","$3,500/mo","5","7","7","{""targetDiv"":""gpt-ad-85a2f144-361b-4399-8574-506682c66a58"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""664 Grand Fir Ave"",""bd"":""0"",""fsbid"":""13698"",""city"":""Sunnyvale"",""proptp"":""mfh"",""pid"":""153207269"",""lot"":""2"",""zestibuck"":""2-2_499m"",""listtp"":""buy_agent"",""zguidh"":""-7500991156919249977"",""sqftrange"":""3000-3499"",""price"":""2390000"",""sqft"":""3252"",""posting_url"":"""",""mlong"":""-122.021561"",""state"":""CA"",""prange"":""2-2_499m"",""zip"":""94086"",""mlat"":""37.364954"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISrpckk7vcw8nn0000000000.jpg"",""zusr"":""true"",""price_band"":""z2m"",""hood"":""Ponderosa"",""yrblt"":""1940-1959"",""zestimate"":""2437562"",""premieragent"":""no""}}","null","null","null","null"
"1572919975-9890","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/1150-Karby-Ter-UNIT-203-Sunnyvale-CA-94089/124441449_zpid/","Sunnyvale, CA 94089","For sale","1150 Karby Ter UNIT 203,","","","","","","","","","979","2","2","$1,069,195","$1,029,000","Condo","2015","Forced air","Central","Condo","$483/month","$3,800/mo","4","4","7","{""targetDiv"":""gpt-ad-47b3e19d-00d1-4985-b92c-5db7c2818315"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 203"",""aamgnrc1"":""1150 Karby Ter"",""bd"":""2"",""fsbid"":""13698"",""city"":""Sunnyvale"",""proptp"":""cnd"",""pid"":""124441449"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-4419528692784187698"",""sqftrange"":""500-999"",""price"":""1029000"",""sqft"":""979"",""posting_url"":""http://www.heiditangteam.com"",""mlong"":""-122.012265"",""state"":""CA"",""prange"":""1-1_499m"",""zip"":""94089"",""mlat"":""37.40569"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnmr258ka9r4s1000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Lakewood"",""yrblt"":""2010-2019"",""zestimate"":""1069195"",""premieragent"":""no""}}","null","null","null","null"
"1572919209-9060","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/419-Timor-Ter-Sunnyvale-CA-94089/69301167_zpid/","Sunnyvale, CA 94089","Pre-foreclosure","419 Timor Ter,","","","3","https://www.zillow.com/sunnyvale-ca/3_p/","","","","","null","3","null","$1,100,539","$1,100,539","Condo","2007","Other","No Data","Condo","No Data","null","4","4","7","{""targetDiv"":""gpt-ad-79d9f8a2-c34a-46ce-a6c7-65174eb678ad"",""slot"":""zillow/property_details/buy_foreclosure/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""419 Timor Ter"",""bd"":""3"",""city"":""Sunnyvale"",""proptp"":""cnd"",""pid"":""69301167"",""lot"":""1"",""zestibuck"":""1-1_499m"",""listtp"":""buy_foreclosure"",""zguidh"":""5147560861804182650"",""sqftrange"":""1500-1999"",""price"":""1325951"",""sqft"":""1615"",""posting_url"":"""",""mlong"":""-122.01583"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""94089"",""mlat"":""37.399863"",""z_listing_image_url"":"""",""zusr"":""true"",""price_band"":""z1m"",""hood"":""Lakewood"",""yrblt"":""2000-2009"",""zestimate"":""1325951"",""premieragent"":""no""}}","null","null","null","null"
"1572919510-9402","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/1135-Reed-Ave-APT-D-Sunnyvale-CA-94086/19550443_zpid/","Sunnyvale, CA 94086","For sale","1135 Reed Ave APT D,","2","https://www.zillow.com/sunnyvale-ca/2_p/","","","","","","","905","2","1","null","$669,950","Condo","1972","Wall","None","Condo","$442/month","$2,900/mo","7","7","8","{""targetDiv"":""gpt-ad-2a12db30-8701-437a-b702-0f8f1e8d5f75"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt D"",""aamgnrc1"":""1135 Reed Ave"",""bd"":""2"",""fsbid"":""4383"",""city"":""Sunnyvale"",""proptp"":""cnd"",""pid"":""19550443"",""lot"":""1"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-7144470315750014471"",""sqftrange"":""500-999"",""price"":""669950"",""sqft"":""905"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/sunnyvale/1135-reed-ave-d/pid_33211475/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.998441"",""state"":""CA"",""prange"":""600-699k"",""zip"":""94086"",""mlat"":""37.367938"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnqymcix8hcpo1000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""hood"":""Ponderosa"",""yrblt"":""1970-1979"",""zestimate"":""669950"",""premieragent"":""no""}}","null","null","null","null"
"1572919767-9692","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/832-Nisqually-Dr-Sunnyvale-CA-94087/19624056_zpid/","Sunnyvale, CA 94087","For sale","832 Nisqually Dr,","","","","","","","","","2,652","4","3","$2,514,249","$2,495,000","Single Family","1960","Forced air","Central","Single Family","7,636 sqft","$6,133/mo","9","8","9","{""targetDiv"":""gpt-ad-441e1c0e-263a-4edf-b61b-ee2ecdc198c7"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""832 Nisqually Dr"",""bd"":""4"",""fsbid"":""16701"",""city"":""Sunnyvale"",""proptp"":""sfh"",""pid"":""19624056"",""lot"":""2"",""zestibuck"":""2_5-2_999m"",""listtp"":""buy_agent"",""zguidh"":""-8641055630857356799"",""sqftrange"":""2500-2999"",""price"":""2495000"",""sqft"":""2652"",""posting_url"":""http://www.darlenebrinkerhoff.com"",""mlong"":""-122.044714"",""state"":""CA"",""park"":""yes"",""prange"":""2-2_499m"",""zip"":""94087"",""mlat"":""37.340555"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISblm4y48xciwt0000000000.jpg"",""zusr"":""true"",""price_band"":""z2m"",""hood"":""Serra"",""yrblt"":""1960-1969"",""zestimate"":""2514249"",""premieragent"":""no""}}","null","null","null","null"
"1572919201-9050","https://www.zillow.com/homes/sunnyvale-CA_rb/","","https://www.zillow.com/homedetails/1225-Vienna-Dr-SPC-668-Sunnyvale-CA-94089/2084071683_zpid/","Sunnyvale, CA 94089","For sale","1225 Vienna Dr SPC 668,","","","","","4","https://www.zillow.com/sunnyvale-ca/4_p/","","","1,830","3","2","$247,698","$250,000","Mobile / Manufactured","2007","Forced air","Central","Mobile / Manufactured","$137","$3,800/mo","null","null","null","{""targetDiv"":""gpt-ad-238c90bb-ca9d-4183-b1bd-2395e40cda31"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Spc 668"",""aamgnrc1"":""1225 Vienna Dr"",""bd"":""3"",""fsbid"":""13698"",""city"":""Sunnyvale"",""proptp"":""mm"",""pid"":""2084071683"",""zestibuck"":""200-249k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-2065391522907468250"",""sqftrange"":""1500-1999"",""price"":""250000"",""sqft"":""1830"",""posting_url"":""http://www.pamshomes.com"",""mlong"":""-122.001015"",""state"":""CA"",""prange"":""250-299k"",""zip"":""94089"",""mlat"":""37.40122"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS760ykp3m2fud0000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Lakewood"",""yrblt"":""2000-2009"",""zestimate"":""247698"",""premieragent"":""no""}}","null","null","null","null"
