web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572895203-292","https://www.zillow.com/homes/Cupertino-CA_rb/","","https://www.zillow.com/homedetails/10990-Northsky-Sq-Cupertino-CA-95014/19620084_zpid/","Cupertino, CA 95014","For sale","10990 Northsky Sq,","","","1,062","1","2","null","$890,000","Condo","1973","Forced air","Central","2 spaces","$379/month","$3,000/mo","9","8","7","null","Composition","null","Public Utilities","$4,915"
"1572895051-280","https://www.zillow.com/homes/Cupertino-CA_rb/","","https://www.zillow.com/homedetails/7583-Lockford-Ct-Cupertino-CA-95014/19636849_zpid/","Cupertino, CA 95014","For sale","7583 Lockford Ct,","","","1,683","3","2","$1,988,946","$1,899,000","Single Family","1961","Forced air","None","2 spaces","6,669 sqft","$4,410/mo","9","9","10","null","Composition","null","Public Utilities","$8,726"
"1572895045-279","https://www.zillow.com/homes/Cupertino-CA_rb/","","https://www.zillow.com/homedetails/22330-Homestead-Rd-APT-210-Cupertino-CA-95014/19627508_zpid/","Cupertino, CA 95014","Coming soon: Nov 6.","22330 Homestead Rd APT 210,","","","1,377","2","2","$1,041,755","$1,200,000","Condo","1984","Other","No Data","No Data","$550/month","$3,800/mo","9","8","9","null","Other","null","null","$4,766"
"1572895094-283","https://www.zillow.com/homes/Cupertino-CA_rb/","","https://www.zillow.com/homedetails/11490-Charsan-Ln-Cupertino-CA-95014/19636179_zpid/","Cupertino, CA 95014","For sale","11490 Charsan Ln,","","","3,338","5","4","$2,899,431","$2,888,888","Single Family","1988","Forced air","None","2 spaces","6,459 sqft","$6,853/mo","9","9","10","None","Composition","null","Public Utilities","$10,303"
"1572894991-274","https://www.zillow.com/homes/Cupertino-CA_rb/","","https://www.zillow.com/homedetails/10745-N-De-Anza-Blvd-UNIT-217-Cupertino-CA-95014/89475158_zpid/","Cupertino, CA 95014","For sale","10745 N De Anza Blvd UNIT 217,","","","1,272","2","2","$1,149,454","$1,099,000","Condo","2008","Forced air","Central","Attached Garage","$43/month","$3,500/mo","9","9","10","null","No","null","Individual Electric Meters, Natural Gas","$8,594"
"1572894916-267","https://www.zillow.com/homes/Cupertino-CA_rb/","","https://www.zillow.com/homedetails/10338-Scenic-Blvd-Cupertino-CA-95014/19633950_zpid/","Cupertino, CA 95014","For sale","10338 Scenic Blvd,","","","2,985","4","3","$2,688,858","$2,712,000","Single Family","1989","Forced air","Central","2 spaces","0.42 acres","$6,327/mo","9","9","10","Central AC","Tile","null","Public Utilities, Solar Panels - Owned","$23,628"
"1572895133-286","https://www.zillow.com/homes/Cupertino-CA_rb/","","https://www.zillow.com/homedetails/18781-Newsom-Ave-Cupertino-CA-95014/19644521_zpid/","Cupertino, CA 95014","For sale","18781 Newsom Ave,","","","1,249","3","2","$1,666,329","$1,648,000","Single Family","1955","Other","None","1 space","5,440 sqft","$4,000/mo","9","8","9","null","No","null","Individual Electric Meters, Individual Gas Meters","$15,483"
"1572895000-275","https://www.zillow.com/homes/Cupertino-CA_rb/","","https://www.zillow.com/homedetails/7453-Kingsbury-Pl-Cupertino-CA-95014/19636922_zpid/","Cupertino, CA 95014","Coming soon: Oct 25.","7453 Kingsbury Pl,","","","1,790","4","3","$2,161,072","$1,998,000","Single Family","1963","Forced air","Central","2 spaces","7,962 sqft","$4,857/mo","9","9","10","Central","Composition","null","null","$5,607"
"1572894949-270","https://www.zillow.com/homes/Cupertino-CA_rb/","","https://www.zillow.com/homedetails/10530-Stokes-Ave-Cupertino-CA-95014/19626959_zpid/","Cupertino, CA 95014","For sale","10530 Stokes Ave,","","","2,440","5","3","$2,288,205","$2,188,888","Single Family","1970","Forced air","Central","2 spaces","7,418 sqft","$5,555/mo","9","9","10","null","Metal","null","Public Utilities","$24,243"
"1572894859-261","https://www.zillow.com/homes/Cupertino-CA_rb/","","https://www.zillow.com/homedetails/22315-Regnart-Rd-Cupertino-CA-95014/153312469_zpid/","Cupertino, CA 95014","Coming soon: Nov 2.","22315 Regnart Rd,","","","null","5.34 acres","null","None","$1,549,000","null","null","null","null","null","null","$3,100/mo","9","9","10","null","null","Square Feet","Public Utilities","$9,528"
