web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572918040-1822","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/300-Occidental-Ave-Burlingame-CA-94010/82959199_zpid/","Burlingame, CA 94010","For sale","300 Occidental Ave,","null","--","null","null","$6,950,000","Single Family","1924","Forced air, Radiant","None","Carport","0.27 acres","$2,869/mo","8","9","10","null","No","null","Public Utilities, Individual Electric Meters","$3,764"
"1572918468-1941","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/13-Valdivia-Ct-Burlingame-CA-94010/15511631_zpid/","Burlingame, CA 94010","Pre-foreclosure / auction","13 Valdivia Ct,","null","3","null","$2,096,970","$2,096,970","Single Family","1954","Other","No Data","2 spaces","0.25 acres","null","9","9","10","null","No","null","null","$2,660"
"1572918221-1871","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/2644-Trousdale-Dr-Burlingame-CA-94010/15511244_zpid/","Burlingame, CA 94010","Auction","2644 Trousdale Dr,","null","3","null","null","$1,684,196","Single Family","1958","Forced air","None","Attached Garage","0.42 acres","$5,891/mo","9","9","10","null","Composition","null","Public Utilities","$13,138"
"1572918462-1940","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/530-El-Camino-Real-APT-105-Burlingame-CA-94010/55007741_zpid/","Burlingame, CA 94010","For sale","530 El Camino Real APT 105,","1,103","1","1","$876,311","$839,000","Condo","2000","Forced air","None","Carport","$293/month","$3,400/mo","8","9","10","null","Tile","null","Public Utilities","$7,047"
"1572918025-1818","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/1105-Douglas-Ave-Burlingame-CA-94010/15517960_zpid/","Burlingame, CA 94010","Pre-foreclosure","1105 Douglas Ave,","null","1","null","$832,512","$832,512","Single Family","1920","No Data","No Data","Detached Garage","3,702 sqft","null","8","9","10","null","No","null","null","$3,687"
"1572918528-1953","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/949-Laguna-Ave-Burlingame-CA-94010/15514102_zpid/","Burlingame, CA 94010","For sale","949 Laguna Ave,","2,788","4","4","$3,120,780","$3,120,000","Single Family","2019","Forced air","None","Detached Garage","5,749 sqft","$5,500/mo","8","9","10","null","No","null","Public Utilities","$16,378"
"1572918057-1827","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/1500-Howard-Ave-APT-204-Burlingame-CA-94010/15630147_zpid/","Burlingame, CA 94010","For sale","1500 Howard Ave APT 204,","1,283","2","2","$889,863","$870,000","Condo","1979","Radiant","None","Carport","$590/month","$3,700/mo","8","9","10","null","Composition","null","Individual Electric Meters","$10,883"
"1572918322-1906","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/1640-Barroilhet-Ave-Burlingame-CA-94010/15516918_zpid/","Burlingame, CA 94010","For sale","1640 Barroilhet Ave,","2,555","4","4","$4,848,436","$4,878,000","Single Family","1952","Forced air","None","Carport, Detached Garage","7,501 sqft","$12,747/mo","8","9","10","null","Metal","null","Public Utilities","$26,461"
"1572918314-1901","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/7-Tiara-Ct-Burlingame-CA-94010/63158051_zpid/","Burlingame, CA 94010","For sale","7 Tiara Ct,","2,130","3","3","$2,487,837","$2,450,000","Single Family","2005","Forced air","None","Attached Garage","0.29 acres","$6,607/mo","9","9","10","None","Composition","null","Public Utilities","$10,022"
"1572918099-1838","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/305-Burlingame-Ave-Burlingame-CA-94010/15518551_zpid/","Burlingame, CA 94010","For sale","305 Burlingame Ave,","2,635","4","4","$3,000,021","$3,000,000","Single Family","2019","Forced air","Central","Detached Garage","4,721 sqft","$3,950/mo","8","9","10","Central AC","Composition","null","Public Utilities","$16,078"
"1572918386-1921","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/1821-Ralston-Ave-Burlingame-CA-94010/15516549_zpid/","Burlingame, CA 94010","For sale","1821 Ralston Ave,","null","5","null","$3,810,535","$3,788,000","Single Family","1939","Forced air","Central","Detached Garage","9,121 sqft","$11,500/mo","8","9","10","null","Composition","null","null","$33,426"
"1572918121-1844","https://www.zillow.com/homes/burlingame-CA_rb/","","https://www.zillow.com/homedetails/508-Marin-Dr-Burlingame-CA-94010/15517880_zpid/","Burlingame, CA 94010","Pre-foreclosure","508 Marin Dr,","null","3","null","$1,367,056","$1,367,056","Single Family","1937","Other","No Data","Attached Garage","6,229 sqft","null","8","9","10","null","No","null","null","$12,042"
